sourceRecordId,sourceName,sourceType,sourceLicense,sourceUrl,rawHotelName,rawCity,rawCountry,rawLatitude,rawLongitude,rawWebsite,rawBrand,qualityScore,qualityTier,candidateDedupeKey,missingFields,hasWikipediaUrl,hasOperator,hasOwner
Q111121546,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111121546,Hotel Boutique Puerto Malecon,,Dominican Republic,18.46787,-69.8904188,,,55,medium,hotel boutique puerto malecon|18.4679|-69.8904,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111121547,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111121547,Malecon Premium Rooms,,Dominican Republic,18.456242,-69.916072,,,55,medium,malecon premium rooms|18.4562|-69.9161,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111121544,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111121544,Fixie Lofts Santo Domingo,,Dominican Republic,18.4750045,-69.8847359,,,55,medium,fixie lofts santo domingo|18.475|-69.8847,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111121545,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111121545,Royal Palace Hotel,,Dominican Republic,18.45551,-69.92482,,,55,medium,royal palace hotel|18.4555|-69.9248,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111121548,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111121548,RIG Casa Conde,,Dominican Republic,18.471912,-69.890894,,,55,medium,rig casa conde|18.4719|-69.8909,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111122870,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111122870,Jardin del Caribe,,Dominican Republic,19.31351,-69.545273,,,55,medium,jardin del caribe|19.3135|-69.5453,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111122871,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111122871,Casa Lily & Coco,,Dominican Republic,19.3055954,-69.5602774,,,55,medium,casa lily & coco|19.3056|-69.5603,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111122868,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111122868,Manty's Guesthouse,,Dominican Republic,19.3149182,-69.5407463,,,55,medium,manty's guesthouse|19.3149|-69.5407,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111122869,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111122869,Afreeka Beach Hostel & Music Bar,,Dominican Republic,19.3247207,-69.5298545,,,55,medium,afreeka beach hostel & music bar|19.3247|-69.5299,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111124503,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111124503,Hostel La Ballena Backpacker,,Dominican Republic,19.28764,-69.20057,,,55,medium,hostel la ballena backpacker|19.2876|-69.2006,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414743,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414743,Hodelpa Garden Court,,Dominican Republic,19.39902,-70.62958,,,55,medium,hodelpa garden court|19.399|-70.6296,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414746,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414746,Casa Marina Beach & Reef All Inclusive,,Dominican Republic,19.76658,-70.51635,,,55,medium,casa marina beach & reef all inclusive|19.7666|-70.5163,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414747,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414747,"Viva Wyndham V Heavens - All-Inclusive Resort, Adults Only",,Dominican Republic,19.76847,-70.64285,,,55,medium,"viva wyndham v heavens - all-inclusive resort, adults only|19.7685|-70.6428",missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414744,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414744,Viva Wyndham Tangerine - All Inclusive,Cabarete,Dominican Republic,19.75298,-70.41649,,,70,high,viva wyndham tangerine - all inclusive|cabarete|dominican republic,missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414745,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414745,Velero Beach Resort,,Dominican Republic,19.752839,-70.402246,,,55,medium,velero beach resort|19.7528|-70.4022,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414750,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414750,Sunscape Puerto Plata All Inclusive,,Dominican Republic,19.77016,-70.64135,,,55,medium,sunscape puerto plata all inclusive|19.7702|-70.6413,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414751,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414751,Emotions Puerto Plata,,Dominican Republic,19.77029,-70.64508,,,55,medium,emotions puerto plata|19.7703|-70.6451,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414748,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414748,BlueBay Villas Doradas - Adults Only - All Inclusive,,Dominican Republic,19.76921,-70.6398,,,55,medium,bluebay villas doradas - adults only - all inclusive|19.7692|-70.6398,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414749,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414749,Casa Colonial Beach & Spa,,Dominican Republic,19.7693,-70.63946,,,55,medium,casa colonial beach & spa|19.7693|-70.6395,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414754,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414754,Whala!Boca Chica - All Inclusive,,Dominican Republic,18.44813,-69.6115,,,55,medium,whala!boca chica - all inclusive|18.4481|-69.6115,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414755,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414755,Be Live Experience Hamaca Garden,,Dominican Republic,18.44941,-69.60413,,,55,medium,be live experience hamaca garden|18.4494|-69.6041,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414752,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414752,Be Live Collection Marien - All Inclusive,,Dominican Republic,19.77678,-70.6596,,,55,medium,be live collection marien - all inclusive|19.7768|-70.6596,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414753,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414753,VH - Gran Ventana Beach Resort,,Dominican Republic,19.77841,-70.65679,,,55,medium,vh - gran ventana beach resort|19.7784|-70.6568,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414759,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414759,Presidential Suites by Lifestyle - All Inclusive,,Dominican Republic,19.817136,-70.731212,,,55,medium,presidential suites by lifestyle - all inclusive|19.8171|-70.7312,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414756,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414756,Be Live Experience Hamaca Suites,Provincia Santo Domingo,Dominican Republic,18.4493,-69.60404,,,70,high,be live experience hamaca suites|provincia santo domingo|dominican republic,missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414757,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414757,Be Live Experience Hamaca Beach,Boca Chica,Dominican Republic,18.44925,-69.604,,,70,high,be live experience hamaca beach|boca chica|dominican republic,missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414761,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414761,Cofresi Palm Beach & Spa Resort All Inclusive,,Dominican Republic,19.81851,-70.730515,,,55,medium,cofresi palm beach & spa resort all inclusive|19.8185|-70.7305,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414766,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414766,Playabachata Resort - All Inclusive,,Dominican Republic,19.83371,-70.76715,,,55,medium,playabachata resort - all inclusive|19.8337|-70.7671,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414764,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414764,Hotel Alisei,,Dominican Republic,19.32635,-69.5456,,,55,medium,hotel alisei|19.3264|-69.5456,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414770,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414770,Bahia Principe Grand El Portillo,,Dominican Republic,19.32326,-69.49518,,,55,medium,bahia principe grand el portillo|19.3233|-69.4952,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q107040881,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q107040881,Hotel El Conde,Santo Domingo,Dominican Republic,18.47368,-69.88451,,,70,high,hotel el conde|santo domingo|dominican republic,missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414777,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414777,"Hilton La Romana, an All-Inclusive Family Resort & Waterpark",,Dominican Republic,18.376727,-68.845429,,,55,medium,"hilton la romana, an all-inclusive family resort & waterpark|18.3767|-68.8454",missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414782,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414782,Los Flamencos Aparthotel,,Dominican Republic,18.34829,-68.82597,,,55,medium,los flamencos aparthotel|18.3483|-68.826,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414783,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414783,Dreams Dominicus La Romana - All Inclusive,,Dominican Republic,18.345772,-68.81966,,,55,medium,dreams dominicus la romana - all inclusive|18.3458|-68.8197,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414780,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414780,Hilton La Romana All- Inclusive Adult Resort & Spa Punta Cana,,Dominican Republic,18.376722,-68.84542,,,55,medium,hilton la romana all- inclusive adult resort & spa punta cana|18.3767|-68.8454,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414781,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414781,Villa Iguana,,Dominican Republic,18.3675,-68.83886,,,55,medium,villa iguana|18.3675|-68.8389,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414786,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414786,Breathless Punta Cana Resort & Spa - Adults Only - All Inclusive,,Dominican Republic,18.8086,-68.58126,,,55,medium,breathless punta cana resort & spa - adults only - all inclusive|18.8086|-68.5813,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414787,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414787,Dreams Onyx Resort & Spa - All Inclusive,,Dominican Republic,18.8061,-68.57856,,,55,medium,dreams onyx resort & spa - all inclusive|18.8061|-68.5786,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414784,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414784,Be Live Collection Canoa - All Inclusive,,Dominican Republic,18.34284,-68.81506,,,55,medium,be live collection canoa - all inclusive|18.3428|-68.8151,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414785,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414785,Zoetry Agua Punta Cana,,Dominican Republic,18.83677,-68.61098,,,55,medium,zoetry agua punta cana|18.8368|-68.611,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414790,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414790,Ocean El Faro Resort - All Inclusive,,Dominican Republic,18.79247,-68.56107,,,55,medium,ocean el faro resort - all inclusive|18.7925|-68.5611,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414791,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414791,Dreams Macao Beach Punta Cana,,Dominican Republic,18.772761,-68.534906,,,55,medium,dreams macao beach punta cana|18.7728|-68.5349,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414788,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414788,Live Aqua Beach Resort Punta Cana - All Inclusive - Adults Only,,Dominican Republic,18.80481,-68.57774,,,55,medium,live aqua beach resort punta cana - all inclusive - adults only|18.8048|-68.5777,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414789,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414789,Dreams Punta Cana Resort & Spa,La Altagracia,Dominican Republic,18.803898,-68.574295,,,70,high,dreams punta cana resort & spa|la altagracia|dominican republic,missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414794,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414794,Occidental Caribe - All Inclusive,,Dominican Republic,18.73017,-68.47293,,,55,medium,occidental caribe - all inclusive|18.7302|-68.4729,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414795,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414795,Majestic Elegance Punta Cana,Punta Cana,Dominican Republic,18.729504,-68.46685,https://www.majestic-resorts.com/punta-cana/resorts/majestic-elegance-punta-cana,,85,high,majestic elegance punta cana|punta cana|dominican republic,missingPhone; missingOperator; missingOwner,no,no,no
Q111414792,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414792,Hard Rock Hotel & Casino Punta Cana - All Inclusive,,Dominican Republic,18.73322,-68.48282,,,55,medium,hard rock hotel & casino punta cana - all inclusive|18.7332|-68.4828,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,yes,no,no
Q111414793,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414793,Hotel Riu Republica,Punta Cana,Dominican Republic,18.73295,-68.47862,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-republica,RIU Hotels,95,high,hotel riu republica|punta cana|dominican republic,missingPhone; missingOwner,no,yes,no
Q111414798,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414798,Bahia Principe Grand Aquamarine,,Dominican Republic,18.725245,-68.46445,,,55,medium,bahia principe grand aquamarine|18.7252|-68.4644,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414799,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414799,Bahia Principe Grand Punta Cana,,Dominican Republic,18.72495,-68.46321,,,55,medium,bahia principe grand punta cana|18.725|-68.4632,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414796,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414796,Majestic Colonial Punta Cana,Punta Cana,Dominican Republic,18.73354,-68.46637,https://www.majestic-resorts.com/punta-cana/resorts/majestic-colonial-punta-cana,,85,high,majestic colonial punta cana|punta cana|dominican republic,missingPhone; missingOperator; missingOwner,no,no,no
Q111414797,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414797,Bahia Principe Grand Bavaro,,Dominican Republic,18.721773,-68.46587,,,55,medium,bahia principe grand bavaro|18.7218|-68.4659,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414802,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414802,Bahia Principe Luxury Esmeralda,,Dominican Republic,18.72527,-68.45944,,,55,medium,bahia principe luxury esmeralda|18.7253|-68.4594,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414800,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414800,Bahia Principe Luxury Ambar,Punta Cana,Dominican Republic,18.728513,-68.461623,,,70,high,bahia principe luxury ambar|punta cana|dominican republic,missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414801,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414801,Hotel Riu Palace Punta Cana,Punta Cana,Dominican Republic,18.722275,-68.459785,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-palace-punta-cana,RIU Hotels,95,high,hotel riu palace punta cana|punta cana|dominican republic,missingPhone; missingOwner,no,yes,no
Q111414806,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414806,"Royalton Bavaro, An Autograph Collection All-Inclusive Resort & Casino",,Dominican Republic,18.72023,-68.45557,,,55,medium,"royalton bavaro, an autograph collection all-inclusive resort & casino|18.7202|-68.4556",missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414807,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414807,Hotel Riu Palace Bavaro,Punta Cana,Dominican Republic,18.71952,-68.45465,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-palace-bavaro,RIU Hotels,95,high,hotel riu palace bavaro|punta cana|dominican republic,missingPhone; missingOwner,no,yes,no
Q111414804,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414804,Hotel Riu Bambu,Punta Cana,Dominican Republic,18.72128,-68.45928,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-bambu,,85,high,hotel riu bambu|punta cana|dominican republic,missingPhone; missingOperator; missingOwner,no,no,no
Q111414805,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414805,Hotel Riu Naiboa,Punta Cana,Dominican Republic,18.71739,-68.45623,,RIU Hotels,80,high,hotel riu naiboa|punta cana|dominican republic,missingWebsite; missingPhone; missingOwner,no,yes,no
Q111414810,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414810,Caribe Deluxe Princess - All Inclusive,,Dominican Republic,18.70325,-68.44446,,,55,medium,caribe deluxe princess - all inclusive|18.7033|-68.4445,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414811,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414811,Tropical Deluxe Princess - All Inclusive,,Dominican Republic,18.705114,-68.442337,,,55,medium,tropical deluxe princess - all inclusive|18.7051|-68.4423,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414808,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414808,Paradisus Palma Real Golf & Spa Resort,,Dominican Republic,18.698399,-68.451146,,,55,medium,paradisus palma real golf & spa resort|18.6984|-68.4511,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414809,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414809,Karibo Punta Cana,,Dominican Republic,18.696952,-68.445667,,,55,medium,karibo punta cana|18.697|-68.4457,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414814,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414814,Grand Palladium Punta Cana Resort & Spa - All Inclusive,,Dominican Republic,18.694005183,-68.426575684,,,55,medium,grand palladium punta cana resort & spa - all inclusive|18.694|-68.4266,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414815,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414815,Presidential Suites Punta Cana,,Dominican Republic,18.690453,-68.422485,,,55,medium,presidential suites punta cana|18.6905|-68.4225,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414812,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414812,Grand Palladium Palace Resort Spa & Casino - All Inclusive,Punta Cana,Dominican Republic,18.687547,-68.429053,,,70,high,grand palladium palace resort spa & casino - all inclusive|punta cana|dominican republic,missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
Q111414813,Wikidata,wikidata,CC0,https://www.wikidata.org/wiki/Q111414813,Grand Palladium Bávaro Suites Resort & Spa - All Inclusive,,Dominican Republic,18.687476,-68.428805,,,55,medium,grand palladium bavaro suites resort & spa - all inclusive|18.6875|-68.4288,missingCity; missingWebsite; missingPhone; missingOperator; missingOwner,no,no,no
