sourceRecordId,rawHotelName,rawCity,rawCountry,rawLatitude,rawLongitude,qualityTier,qualityScore,importBatchId
node/4497797892,Hotel Internacional,,Honduras,14.4351884,-89.1830016,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4501677191,La Posada De Belssy,,Honduras,14.8398223,-89.155626,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4508271289,Hotel Rubí,,Honduras,15.3994383,-87.8108959,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4508387589,Apartamentos Alberti,,Honduras,15.403411,-87.7989501,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4533205989,Hotel Guacamayos Backpackers,,Honduras,15.7857997,-86.7909092,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4552836991,Hotel Versalles,,Honduras,15.7921015,-86.7878583,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4554289590,Cabañas del Bosque,,Honduras,15.7043822,-86.7244058,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4589173091,hostel berakah,,Honduras,14.8402016,-89.1553418,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4622849389,Hotel Vuestra Casa Bed & Breakfast,,Honduras,14.5934856,-87.8322216,high,70,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4633807389,Residencial La Floresta,,Honduras,14.5928938,-87.8537533,medium,60,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4643366990,Hotel Renacer,,Honduras,14.5938795,-87.8279949,high,70,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4684033299,Hotel Vuestra Casa,,Honduras,14.5926832,-87.8321694,medium,60,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4684440089,Palmira Hostel,Tegucigalpa,Honduras,14.1013939,-87.1936584,high,100,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4689707689,Hotel Los Arcos,,Honduras,13.5958734,-87.7643618,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4691454791,Auto-Hotel Valle del sol,,Honduras,13.5316426,-87.5046529,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4691513489,Hotel Real Vista Hermosa,,Honduras,13.5332077,-87.4979747,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4691513491,Motel Los Mangos,,Honduras,13.472448,-87.4464627,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4691513492,Hotel Puerto Real,,Honduras,13.4424952,-87.452032,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4692923995,Hotel Plaza Simon,,Honduras,13.3098705,-87.1870026,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4692923996,Motel El Venado,,Honduras,13.2875528,-87.1793588,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4692960889,Hotel Tropical Inn,,Honduras,13.4291352,-87.4452098,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4692960890,Hotel Jic Caral,,Honduras,13.2919799,-87.1778315,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4692960891,Hotel Camino Real,,Honduras,13.2907629,-87.1780622,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4692960894,Hotel Paramount,,Honduras,13.429087,-87.4446465,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4715909192,Hotel,,Honduras,13.4187244,-87.447609,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4718608393,Hotel La Fuente,,Honduras,14.6947347,-87.9664749,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4723097246,Perla del Pacifico,San Lorenzo,Honduras,13.4221558,-87.4477944,high,75,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4731405721,Hospedaje,,Honduras,13.8627952,-86.5571231,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4731405821,Hospedaje,,Honduras,13.8630035,-86.5576283,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4737060833,Hotel Mina,,Honduras,14.3080383,-88.1748851,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4737071626,Posada Papa Chepe,,Honduras,14.3077483,-88.1775169,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4740860298,Hotel Jerusalen,,Honduras,14.156592,-88.0351406,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4740861714,La Casona Centro,,Honduras,14.1555415,-88.0382331,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4746240022,El Cafetal Hotel Boutique,,Honduras,13.8620339,-86.5511168,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4748986721,Posada las Orquideas,,Honduras,16.3107028,-86.5922317,high,80,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4762216723,Berakah,,Honduras,14.8382907,-89.1550126,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4781897400,Hotel Casa Alemania,,Honduras,15.9243062,-85.9454129,medium,65,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4795275825,La Delphina Bed y Breakfast Bar and Grill,,Honduras,15.7965544,-86.6275188,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4795878721,Hotel,,Honduras,13.4326968,-86.8070113,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4840359822,Brisas del Golfo,,Honduras,13.2701253,-87.6605753,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4844964723,Casa de Germán - Couchsurfing,,Honduras,15.763742,-86.807297,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4881012221,Hotel Soldimar,,Honduras,13.3050853,-87.1846513,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4888630522,Mango Inn Resort (updated location),,Honduras,16.0992215,-86.892957,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4900799910,Hotel Cuna Maya - actual location,Copan Ruina,Honduras,14.8393574,-89.1580279,high,75,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4902298622,The Mango Inn,,Honduras,16.0993887,-86.8929165,high,85,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4915905521,Nados Hotel,,Honduras,13.3082029,-87.1864111,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4917854424,Hotel Central,,Honduras,15.0609235,-88.7518298,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4927611331,Hotel Francisco López,,Honduras,14.454815,-87.6396545,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4931781221,Hospedaje Arleth,,Honduras,14.3080836,-88.1745927,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4937064522,Hotel,,Honduras,14.0937704,-87.2107497,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/4972448921,Hotel,,Honduras,14.9224458,-88.2372631,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5003997123,Georphie's,,Honduras,16.3012245,-86.5932748,high,70,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5022559957,La Giralda,Guanaja Beach Resort,Honduras,16.4533276,-85.8637279,high,85,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5082826175,Omega Tours Eco-Jungle Lodge,,Honduras,15.7277953,-86.7290226,high,80,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5166809542,Hotel Plaza Morazán,Morazán,Honduras,15.323361,-87.5968495,high,75,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5166809543,Hotel Diana's,,Honduras,15.3187659,-87.601345,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5185106221,Motel El Relax,,Honduras,15.617465,-87.9758319,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5222030721,Hotel Calle Real,,Honduras,14.8410026,-89.1563556,high,70,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5322950721,Hotel Camino Real lenca,,Honduras,14.5886482,-88.5822385,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5325689524,Hotel Camino Real Lenca,,Honduras,14.4787566,-88.5951808,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5325750144,Carnaval,,Honduras,15.7779769,-86.7912186,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5335329039,Hotel San Juan,,Honduras,15.599159,-87.2122873,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5335387226,Hotel Los Amigos,,Honduras,15.5988014,-87.2177253,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5379372740,Sandy Bonilla,,Honduras,14.1461549,-88.0383225,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5387928721,Hotel Jarusalen,,Honduras,13.3049163,-87.1849047,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5388035022,Hotel Pacifico,,Honduras,13.308372,-87.1862094,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5411345023,Wawa,,Honduras,14.3151122,-88.1592524,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5411345624,Hotel San Rafael,,Honduras,14.72654,-88.4200983,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5548498279,Hospedaje Ingnika,,Honduras,15.4788006,-84.353467,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5548498280,Hotel Samaritano,,Honduras,15.2673776,-83.7735905,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5594790525,Hotel Coco Palm,,Honduras,15.7791554,-88.046159,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5629478423,Caserío Valuz,,Honduras,14.2738586,-87.4163732,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5652701021,Hotel Castillo,,Honduras,15.5987646,-87.2111065,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5707078821,principe,,Honduras,15.785267,-86.7912938,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5819239661,Hotel Rosario,,Honduras,14.5923675,-88.5827161,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5819239665,Hotel Tierra Lenca,,Honduras,14.5920677,-88.582788,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5819239666,La Casa Real,,Honduras,14.5862108,-88.5859158,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5819336222,Hotel San Francisco,,Honduras,14.5890403,-88.5820079,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5819336225,Hotel Josue,,Honduras,14.58921,-88.5818054,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5819370568,Jardin Cafe,,Honduras,14.5973236,-88.5815398,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5821520401,Las Casas de Don Pancho,,Honduras,14.5844364,-88.5833101,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5821520406,Casa D'Mia Hotel,,Honduras,14.5880038,-88.582244,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5821520411,Hotel Patricia,,Honduras,14.5886828,-88.5823743,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5821520413,Tres Piedrad Hotel,,Honduras,14.5892774,-88.5813901,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5821520414,Hotel Fernando's,,Honduras,14.5894055,-88.5832192,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5824587157,Mar de Plata,,Honduras,15.9189173,-85.9553626,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5824587362,Hotel Honduras Nº 1,,Honduras,14.4568891,-87.6427825,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5824587366,Finca Bavaria,,Honduras,14.591059,-88.5796513,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5827892785,la Estancia,,Honduras,15.5040035,-88.027315,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5827892885,Hotel Líbano,,Honduras,15.7773129,-86.8015771,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
node/5827892985,Hotel H&M,,Honduras,15.7775634,-86.8012071,medium,55,osm-honduras-hotel-focused-choice-cala-2026-05-20
