sourceRecordId,rawHotelName,rawCity,rawCountry,rawLatitude,rawLongitude,osmTourismTag,candidateDedupeKey,matchConfidence,matchScore,matchReason,matchedCensusRecordId,matchedCensusName,matchedCensusCity,matchedCensusCountry,distanceMeters,recommendedAction
node/349174881,Hotel Ambar,,Dominican Republic,19.4853005,-70.7112262,hotel,hotel ambar|19.4853|-70.7112,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/353014054,Hotel Monterrey,Santiago,DO,19.4547384,-70.7050605,hotel,hotel monterrey|santiago|do,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/354626498,Hotel Sun Village,,Dominican Republic,19.8186903,-70.7313754,hotel,hotel sun village|19.8187|-70.7314,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/354627440,Hotel RIU Merengue,Maimón,DO,19.8333542,-70.7674704,hotel,hotel riu merengue|maimon|do,none,40,"No credible name, geo, or website match",,,,,267,likely_new_candidate
node/354627549,Hotel RIU Bachata,Maimón,DO,19.834013,-70.7704647,hotel,hotel riu bachata|maimon|do,none,40,"No credible name, geo, or website match",,,,,344,likely_new_candidate
node/370189077,Hostal del Cibao,Santiago,DO,19.4523701,-70.7068137,hotel,hostal del cibao|santiago|do,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/373851323,Hotel Europa,Sosua,DO,19.7664933,-70.5114132,hotel,hotel europa|sosua|do,low,87,"Partial name match (67%) within 11m, same country",reckP64e7pwXZv7S7,Hotel Plaza Europa,Sousa,Dominican Republic,11,needs_research
node/374309471,Hotel Luperón,Ciudad Marina,DO,19.907778,-70.954167,hotel,hotel luperon|ciudad marina|do,none,61,"No credible name, geo, or website match",,,,,164,likely_new_candidate
node/431025349,Barceló Bávaro Palace Deluxe,,Dominican Republic,18.6636871,-68.3960501,hotel,barcelo bavaro palace deluxe|18.6637|-68.3961,low,53,"Partial name match (50%) within 590m, same country",recqxRjDzv5dm20Yb,Barcelo Bavaro Palace - All Inclusive,Punta Cana,Dominican Republic,590,needs_research
node/587971075,Sosua by the sea Boutique Beach Resort,,Dominican Republic,19.7682463,-70.5164916,hotel,sosua by the sea boutique beach resort|19.7682|-70.5165,medium,76,Good name match (75%) and 46m apart,recjAzrJCKShFlfwt,Sosua By The Sea,Sosua,Dominican Republic,46,likely_existing
node/593861352,Hotel Casa Cayena Club,,Dominican Republic,19.7650088,-70.5171221,hotel,hotel casa cayena club|19.765|-70.5171,medium,78,Good name match (77%) and 4m apart,recnkAqHuEBWvEeCS,Hotel Casa Cayena,Sosua,Dominican Republic,4,likely_existing
node/593861356,Hotel El Rancho Sosua,,Dominican Republic,19.7651861,-70.5168845,hotel,hotel el rancho sosua|19.7652|-70.5169,low,48,"Partial name match (60%) within 1123m, same country",recFg7zY2ZlW3pPwp,Hotel El Colibri Sosua,Sosua,Dominican Republic,1123,needs_research
node/593861357,Hotel Sea Breeze,,Dominican Republic,19.7653938,-70.5162983,hotel,hotel sea breeze|19.7654|-70.5163,low,63,"Partial name match (50%) within 20m, same country",recxVTLfdBPquePAc,Sea Breeze Suites,Sosua,Dominican Republic,20,needs_research
node/593865998,Hotel Central,,Dominican Republic,19.7641152,-70.5148208,hotel,hotel central|19.7641|-70.5148,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/596663088,Hotel Crowne Plaza,Santo Domingo,Dominican Republic,18.4635836,-69.8960441,hotel,hotel crowne plaza|santo domingo|dominican republic,none,82,"No credible name, geo, or website match",,,,,41,likely_new_candidate
node/596733948,Hotel Dorado,,Dominican Republic,19.454384,-70.7046896,hotel,hotel dorado|19.4544|-70.7047,none,47,"No credible name, geo, or website match",,,,,214446,likely_new_candidate
node/596733953,Hotel Colonial Delux,,Dominican Republic,19.4545393,-70.7048637,hotel,hotel colonial delux|19.4545|-70.7049,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/596733956,Hotel Colonial,,Dominican Republic,19.4546279,-70.7050808,hotel,hotel colonial|19.4546|-70.7051,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/597453526,Hostal Nicolas De Ovando,,Dominican Republic,18.4751443,-69.8827005,hotel,hostal nicolas de ovando|18.4751|-69.8827,low,68,"Partial name match (60%) within 18m, same country",recODprDmDSc1EndR,Hodelpa Nicolas De Ovando,Santo Domingo,Dominican Republic,18,needs_research
node/597456591,Hodelpa Novus Plaza,,Dominican Republic,18.4734399,-69.8854304,hotel,hodelpa novus plaza|18.4734|-69.8854,high,90,Strong name match (100%) and 8m apart,recAhiupIHwCYJf5l,Novus Plaza Hodelpa,Santo Domingo,Dominican Republic,8,likely_existing
node/635204441,Club Med,,Dominican Republic,18.5456978,-68.3513581,hotel,club med|18.5457|-68.3514,medium,76,Good name match (75%) and 81m apart,recHvKjp7GedkOPQr,Club Med Punta Cana,Punta Cana,Dominican Republic,81,likely_existing
node/711144134,Ecocampo La Sangría,,Dominican Republic,19.2609949,-69.2588233,hotel,ecocampo la sangria|19.261|-69.2588,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/735974664,Tierra Plana Hostal,,Dominican Republic,18.4771045,-69.8854438,guest_house,tierra plana hostal|18.4771|-69.8854,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/862661684,Hotel La Mansion,,Dominican Republic,19.3460483,-70.9308523,hotel,hotel la mansion|19.346|-70.9309,low,58,"Partial name match (60%) within 527m, same country",recvaSVkRa7xIVq9X,Hotel Club Spa La Mansion,San Jose de las Matas,Dominican Republic,527,needs_research
node/928315117,Apartahotel Drake,,Dominican Republic,18.4759905,-69.933337,motel,apartahotel drake|18.476|-69.9333,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/988991741,Costa Las Ballenas,,Dominican Republic,19.3117497,-69.5680317,hotel,costa las ballenas|19.3117|-69.568,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/989009324,Acaya,,Dominican Republic,19.313192,-69.5644458,hotel,acaya|19.3132|-69.5644,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1069945606,Hotel Atarazana,,Dominican Republic,18.4782742,-69.8838741,hotel,hotel atarazana|18.4783|-69.8839,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1188149592,Hotel Pinar Dorado,,Dominican Republic,19.1174533,-70.6334667,hotel,hotel pinar dorado|19.1175|-70.6335,high,90,Strong name match (100%) and 56m apart,recfVBPRSpTD7uHSD,Hotel Pinar Dorado,Jarabacoa,Dominican Republic,56,likely_existing
node/1207422127,Be Live Grand Marien Hotel,,Dominican Republic,19.778444,-70.658505,hotel,be live grand marien hotel|19.7784|-70.6585,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1234382123,Emotion By Hodelpa.,,Dominican Republic,19.7703127,-70.6449925,hotel,emotion by hodelpa.|19.7703|-70.645,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1238948840,hotel arcardo,,Dominican Republic,18.477292,-69.8854892,hotel,hotel arcardo|18.4773|-69.8855,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1238959353,"ALJIBE CAFE, Cocktail",,Dominican Republic,18.4723713,-69.8852245,hotel,"aljibe cafe, cocktail|18.4724|-69.8852",none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1249539089,Hotel Salinas,,Dominican Republic,18.2121932,-70.5448082,hotel,hotel salinas|18.2122|-70.5448,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1249982946,Ocean resort,,Dominican Republic,18.7081098,-68.4436144,hotel,ocean resort|18.7081|-68.4436,none,38,"No credible name, geo, or website match",,,,,106227,likely_new_candidate
node/1259953316,Hotel Playazul,,Dominican Republic,18.1551682,-71.0592845,hotel,hotel playazul|18.1552|-71.0593,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1259992880,Hotel Casablanca,,Dominican Republic,18.1277744,-71.0668618,hotel,hotel casablanca|18.1278|-71.0669,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1259992888,Hotel Quemaito,,Dominican Republic,18.1275574,-71.0674529,hotel,hotel quemaito|18.1276|-71.0675,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1391142503,terra linda,,Dominican Republic,19.7652283,-70.5148132,hotel,terra linda|19.7652|-70.5148,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1391142506,Casa Valeria,,Dominican Republic,19.7651828,-70.5152692,hotel,casa valeria|19.7652|-70.5153,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1391142519,Hotel Orchidee,,Dominican Republic,19.7651084,-70.5144058,hotel,hotel orchidee|19.7651|-70.5144,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1391142522,New Garden,,Dominican Republic,19.7652485,-70.5156179,hotel,new garden|19.7652|-70.5156,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1405141122,Lifestyle Holidays Vacation Club,,Dominican Republic,19.8170831,-70.7281402,hotel,lifestyle holidays vacation club|19.8171|-70.7281,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1414756925,Aventura,La Canela,DO,19.4766211,-70.802255,motel,aventura|la canela|do,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1454279355,Aladino,,Dominican Republic,18.4813663,-69.9252391,hotel,aladino|18.4814|-69.9252,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1600567851,Hotel,,Dominican Republic,18.2020655,-71.0877667,hotel,hotel|18.2021|-71.0878,medium,66,Good name match (75%) and 259m apart,reczuNL07nmHPadSL,Riviera Beach Hotel,Barahona,Dominican Republic,259,likely_existing
node/1635256169,Coconut Palms Resort,,Dominican Republic,19.7751504,-70.4463858,hotel,coconut palms resort|19.7752|-70.4464,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1643715292,Eva Luna,,Dominican Republic,19.3222319,-69.5519427,hotel,eva luna|19.3222|-69.5519,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1650284822,Hotel Palapa,,Dominican Republic,19.324616,-69.5297463,hotel,hotel palapa|19.3246|-69.5297,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1653013577,Secrets Royal Beach Punta Cana,Punta Cana,Dominican Republic,18.679197,-68.4157602,hotel,secrets royal beach punta cana|punta cana|dominican republic,medium,100,Exact website host match with partial name similarity,rec5dxAfX2AE913Mt,Dreams Royal Beach Punta Cana,Punta Cana,Dominican Republic,156,possible_duplicate_review
node/1739578195,Hotel Las Caobas,,Dominican Republic,19.2988932,-70.2668643,hotel,hotel las caobas|19.2989|-70.2669,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1745039683,Aparta Hotel Plaza del Sol,,Dominican Republic,18.4653437,-69.9158948,hotel,aparta hotel plaza del sol|18.4653|-69.9159,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1825887426,Sivory Punta Cana,,Dominican Republic,18.838849,-68.612924,hotel,sivory punta cana|18.8388|-68.6129,medium,76,Good name match (75%) and 72m apart,recx4EtFd03fV71ey,Sivory Punta Cana Hotel,Punta Cana,Dominican Republic,72,likely_existing
node/1837180673,Hotel Dilenia,,Dominican Republic,18.9081858,-70.7413032,hotel,hotel dilenia|18.9082|-70.7413,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1837180781,Hotel Colinas del Valle,,Dominican Republic,18.9085614,-70.7414052,hotel,hotel colinas del valle|18.9086|-70.7414,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1837226525,Hote Mi Casa,,Dominican Republic,18.9078493,-70.742701,hotel,hote mi casa|18.9078|-70.7427,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1846307890,Hotel Vista del Valle,,Dominican Republic,18.9078545,-70.7462546,hotel,hotel vista del valle|18.9079|-70.7463,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1853487108,AltoCerro,,Dominican Republic,18.9150951,-70.7276836,hotel,altocerro|18.9151|-70.7277,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1857882814,Rancho Wendy,,Dominican Republic,18.8876305,-70.4610898,hotel,rancho wendy|18.8876|-70.4611,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1869448927,Rancho Guaraguao,,Dominican Republic,18.8847637,-70.6856934,hotel,rancho guaraguao|18.8848|-70.6857,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1869448950,Rancho Guaraguao,,Dominican Republic,18.8850093,-70.6866397,hostel,rancho guaraguao|18.885|-70.6866,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1882822690,Hostal Condo Parque,,Dominican Republic,18.4702366,-69.8907043,hotel,hostal condo parque|18.4702|-69.8907,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1888636757,Las Canas,,Dominican Republic,19.7619784,-70.4938719,hotel,las canas|19.762|-70.4939,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1923936533,Habitaciones Don Pedro,,Dominican Republic,18.425685,-69.4235968,guest_house,habitaciones don pedro|18.4257|-69.4236,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1923964921,Fior Di Loto,,Dominican Republic,18.4249216,-69.4289022,hotel,fior di loto|18.4249|-69.4289,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/1982167840,Hotel Piedra Marron,,Dominican Republic,19.3189396,-69.540699,hotel,hotel piedra marron|19.3189|-69.5407,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2020735712,Hotel Gran Jimenoa,,Dominican Republic,19.1407155,-70.6310367,hotel,hotel gran jimenoa|19.1407|-70.631,high,90,Strong name match (100%) and 8m apart,recoalR6anmWKjfVy,Gran Jimenoa Hotel,Jarabacoa,Dominican Republic,8,likely_existing
node/2088794004,Casa Cosón,,Dominican Republic,19.295719,-69.5971532,hotel,casa coson|19.2957|-69.5972,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2099118549,Hotel Coco Plaza,,Dominican Republic,19.3256103,-69.5449759,hotel,hotel coco plaza|19.3256|-69.545,none,38,"No credible name, geo, or website match",,,,,118267,likely_new_candidate
node/2100292687,Hotel Rancho La Cueva,,Dominican Republic,18.9901807,-68.874144,hotel,hotel rancho la cueva|18.9902|-68.8741,none,38,"No credible name, geo, or website match",,,,,209497,likely_new_candidate
node/2101999280,Hotel San Ramon,Azua,Dominican Republic,18.4493804,-70.723575,motel,hotel san ramon|azua|dominican republic,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2106184527,Hard Rock Hotel & Casino Punta Cana - All inclusive,Punta Cana,Dominican Republic,18.7334438,-68.4826329,hotel,hard rock hotel & casino punta cana - all inclusive|punta cana|dominican republic,medium,91,Good name match (75%) and 9m apart,recBvhJYmh4TuBS7Z,Hard Rock Hotel & Casino Punta Cana,Macao,Dominican Republic,9,likely_existing
node/2106239024,Hostal Kevin,,Dominican Republic,19.7979751,-70.692113,hotel,hostal kevin|19.798|-70.6921,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2110576737,Casa de Campo,,Dominican Republic,18.4163009,-68.9232404,hotel,casa de campo|18.4163|-68.9232,low,56,"Partial name match (75%) within 1345m, same country",recopQcYwjWRojnfi,Casa de Campo Resort & Villas,La Romana,Dominican Republic,1345,needs_research
node/2172701438,Casa Bonita,,Dominican Republic,18.0800789,-71.0929989,hotel,casa bonita|18.0801|-71.093,none,51,"No credible name, geo, or website match",,,,,3070,likely_new_candidate
node/2175061135,Hotel San Jose,,Dominican Republic,19.3157522,-71.6913602,hotel,hotel san jose|19.3158|-71.6914,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2175099044,Hotel Santa Clara,,Dominican Republic,19.4204177,-71.6156871,hotel,hotel santa clara|19.4204|-71.6157,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2175099050,Master Hotel La Ceiba,,Dominican Republic,19.4119866,-71.6122609,hotel,master hotel la ceiba|19.412|-71.6123,none,32,"No credible name, geo, or website match",,,,,248914,likely_new_candidate
node/2178758745,Cacique Hotel,,Dominican Republic,18.2067668,-71.093641,motel,cacique hotel|18.2068|-71.0936,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2223972849,Centro de Servicios Comunitarios,Santo Domingo Oeste,Dominican Republic,18.486228,-69.9907426,guest_house,centro de servicios comunitarios|santo domingo oeste|dominican republic,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2262714721,Dreams Royal Beach Punta Cana,Punta Cana,Dominican Republic,18.6785547,-68.41471,hotel,dreams royal beach punta cana|punta cana|dominican republic,high,100,Strong name match (100%) and 37m apart,rec5dxAfX2AE913Mt,Dreams Royal Beach Punta Cana,Punta Cana,Dominican Republic,37,possible_duplicate_review
node/2290696239,Principe Bahia Cayo Levantado,,Dominican Republic,19.1666871,-69.2762256,hotel,principe bahia cayo levantado|19.1667|-69.2762,none,57,"No credible name, geo, or website match",,,,,88,likely_new_candidate
node/2333150150,Caliente Caribe,Cabrera,Dominican Republic,19.6794627,-69.9722897,hotel,caliente caribe|cabrera|dominican republic,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2340839097,Consejo Nacional para la Niñez y la Adolescencia,,Dominican Republic,19.2167486,-70.5386773,hostel,consejo nacional para la ninez y la adolescencia|19.2167|-70.5387,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2365189081,Hotel Brisas del Yaque,,Dominican Republic,19.1210699,-70.6432761,hotel,hotel brisas del yaque|19.1211|-70.6433,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2377448089,Aurora del Sol Hotel y Casino,Santo Domingo Este,Dominican Republic,18.5155001,-69.8427114,hotel,aurora del sol hotel y casino|santo domingo este|dominican republic,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2554070792,Independencia,,Dominican Republic,18.470614,-69.8919381,hotel,independencia|18.4706|-69.8919,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2590998150,Cabana Elke,,Dominican Republic,18.3498824,-68.8295534,hotel,cabana elke|18.3499|-68.8296,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2613933314,Los Gringos,,Dominican Republic,19.6211673,-70.1689092,hotel,los gringos|19.6212|-70.1689,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2613949124,Four Points by Sheraton,Punta Cana,Dominican Republic,18.5591959,-68.3729673,hotel,four points by sheraton|punta cana|dominican republic,medium,86,Good name match (75%) and 14m apart,rec9CL8WUtqEK3HLN,Four Points by Sheraton Punta Cana Village,Punta Cana,Dominican Republic,14,likely_existing
node/2720148366,New Parisian,,Dominican Republic,19.2935722,-70.2529536,hotel,new parisian|19.2936|-70.253,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2724424280,Cabaña Anwis,SAN FRANCISCO DE MACORIS,Dominican Republic,19.3262656,-70.2781032,hotel,cabana anwis|san francisco de macoris|dominican republic,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2724999922,Hotel Libano,,Dominican Republic,19.2977859,-70.2576696,hotel,hotel libano|19.2978|-70.2577,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2778735252,Sheraton,,Dominican Republic,18.463431,-69.8979402,hotel,sheraton|18.4634|-69.8979,medium,76,Good name match (75%) and 51m apart,recvHpGUy5X6ILE14,Sheraton Santo Domingo Hotel,Santo Domingo,Dominican Republic,51,likely_existing
node/2836668830,Las Olas Luxury Villas,,Dominican Republic,19.3126871,-69.5668556,hotel,las olas luxury villas|19.3127|-69.5669,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2866813906,Sensimar Punta Cana Villas & Suites,,Dominican Republic,18.7193615,-68.453179,hotel,sensimar punta cana villas & suites|18.7194|-68.4532,none,31,"No credible name, geo, or website match",,,,,16079,likely_new_candidate
node/2955259538,Hotel Villa Colonial,Santo Domingo,DO,18.470899,-69.888196,hotel,hotel villa colonial|santo domingo|do,none,38,"No credible name, geo, or website match",,,,,116581,likely_new_candidate
node/2966028861,Hotel Alegria,,Dominican Republic,19.7510559,-70.4024362,hotel,hotel alegria|19.7511|-70.4024,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/2998189889,Hotel Occidental Allegro Playa Dorada,,Dominican Republic,19.7693703,-70.6452375,hotel,hotel occidental allegro playa dorada|19.7694|-70.6452,low,53,"Partial name match (50%) within 744m, same country",recsNhtpbyvUENihJ,Allegro Resort Playa Dorada,Puerto Plata,Dominican Republic,744,needs_research
node/2998191668,Barceló Puerto Plata,,Dominican Republic,19.7715218,-70.6412773,hotel,barcelo puerto plata|19.7715|-70.6413,low,43,"Partial name match (50%) within 829m, same country",recEN3cMcYqqOpOUc,Puerto Plata Village,Puerto Plata,Dominican Republic,829,needs_research
node/2998191669,Hotel Gran Ventana,,Dominican Republic,19.7723664,-70.6402715,hotel,hotel gran ventana|19.7724|-70.6403,none,57,"No credible name, geo, or website match",,,,,231,likely_new_candidate
node/2998196506,Sunshade Puerto Plata All Inclusive,,Dominican Republic,19.7701917,-70.6412903,hotel,sunshade puerto plata all inclusive|19.7702|-70.6413,none,49,"No credible name, geo, or website match",,,,,406,likely_new_candidate
node/2998208193,Celuisma Playa Dorada Beach Hotel,,Dominican Republic,19.7699833,-70.6439673,hotel,celuisma playa dorada beach hotel|19.77|-70.644,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/3015649822,Occidental Caribe (former Barcelo Punta Cana),,Dominican Republic,18.7340742,-68.4720325,hotel,occidental caribe (former barcelo punta cana)|18.7341|-68.472,medium,76,Good name match (75%) and 28m apart,recc8GXlL77vV1kBc,Occidental Caribe,Punta Cana,Dominican Republic,28,likely_existing
node/3051207800,Castillo Romano,,Dominican Republic,19.3169723,-69.5382971,hotel,castillo romano|19.317|-69.5383,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/3066001703,312 by Estancia,,Dominican Republic,18.458518,-69.9569368,guest_house,312 by estancia|18.4585|-69.9569,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/3073004437,Hotel Del Valle,,Dominican Republic,18.3953074,-71.2008479,hotel,hotel del valle|18.3953|-71.2008,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/3076134847,Ultravioleta Boutique Residences,,Dominican Republic,19.7568943,-70.417365,hotel,ultravioleta boutique residences|19.7569|-70.4174,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/3125134748,Hotel Restaurante El Barcon,,Dominican Republic,18.5459062,-70.5086851,hotel,hotel restaurante el barcon|18.5459|-70.5087,none,32,"No credible name, geo, or website match",,,,,160578,likely_new_candidate
node/3145200062,Royalton hotel punta cana,,Dominican Republic,18.7329276,-68.4694249,hotel,royalton hotel punta cana|18.7329|-68.4694,none,43,"No credible name, geo, or website match",,,,,12770,likely_new_candidate
node/3145204521,Occidental Caribe (former Barcelo Punta Cana),Bavaro,Dominican Republic,18.7335332,-68.4722336,hotel,occidental caribe (former barcelo punta cana)|bavaro|dominican republic,medium,76,Good name match (75%) and 36m apart,recc8GXlL77vV1kBc,Occidental Caribe,Punta Cana,Dominican Republic,36,likely_existing
node/3145252104,Grand Bahia Principe Punta Cana,,Dominican Republic,18.7211395,-68.4648253,hotel,grand bahia principe punta cana|18.7211|-68.4648,high,90,Strong name match (100%) and 245m apart,recQoFO54UqAzxLbv,Bahia Principe Grand Punta Cana,Punta Cana,Dominican Republic,245,likely_existing
node/3145261362,Riu Palace Punta Cana,Punta Cana,Dominican Republic,18.7225799,-68.4595414,hotel,riu palace punta cana|punta cana|dominican republic,high,100,Strong name match (100%) and 17m apart,recQDDxgI66rHr0K5,RIU Palace Punta Cana,Punta Cana,Dominican Republic,17,likely_existing
node/3154070396,Excellence Punta Cana,Punta Cana,Dominican Republic,18.8271737,-68.6015537,hotel,excellence punta cana|punta cana|dominican republic,medium,100,Good name match (75%) and 199m apart,recWsVLUOFCnjIfdc,Excellence Punta Cana Resort,Punta Cana,Dominican Republic,199,likely_existing
node/3154071208,Zoetry Agua,,Dominican Republic,18.8363647,-68.6103942,hotel,zoetry agua|18.8364|-68.6104,medium,76,Good name match (75%) and 191m apart,recoQjgAiY52tixar,Zoetry Agua Punta Cana,Punta Cana,Dominican Republic,191,likely_existing
node/3154209897,TIPICAS CASETAS HOTEL,,Dominican Republic,18.8086454,-68.5806619,hotel,tipicas casetas hotel|18.8086|-68.5807,none,0,No census row with sufficient similarity,,,,,,likely_new_candidate
node/3158269100,Hotel Plaza Coral,,Dominican Republic,18.5832906,-68.3978268,hotel,hotel plaza coral|18.5833|-68.3978,none,38,"No credible name, geo, or website match",,,,,257042,likely_new_candidate
