recordId,name,country,city,currentMarket,currentSubmarket,proposedMarket,proposedSubmarket,reason,confidence,source,issues
recBeJyvzgdgCpibT,Barcelo Maya Colonial,Mexico,Playa Del Carmen,Mexican Caribbean,Akumal / Puerto Aventuras,,Riviera Maya / Playa del Carmen,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recBeKZwESsz6eysx,Hampton by Hilton Santiago Las Condes,Chile,Santiago,Santiago,Las Condes,,Santiago Centro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recBfbbeqXK3wjjZ4,Hampton by Hilton Lima San Isidro,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recBjsA6IJZv0gbmz,Mandarin Oriental Santiago,Chile,Santiago,Santiago,Las Condes,,Santiago Centro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recBwfOWaQojzOcgf,Ocean Pearle Royale Hotel & Cabanas,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recBxGNdpOvCkkUBj,Tropical Paradise Hotel,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recBzcs0bILi1T7CV,Mandarin Oriental Canouan,Saint Vincent and the Grenadines,Canouan Island,St Vincent/The Grenadines,St Vincent/The Grenadines,,Grenadines,normalize_submarket_label,Medium,dealality_submarket_normalize,
recC7tEkV4wOp96Wp,Santiago De Compostella Suites Hotel,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recC8kLqWUaKO7Q7K,Bocas Paradise Hotel,Panama,Bocas del Toro,Panama Provincial,Bocas del Toro,Panama,,provincial_market_realign,Medium,census_submarket_dominant_market,provincial_market_with_specific_submarket
recCT8kg2lctaxbQ7,Ramada by Wyndham Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recCUDmLr86jmBlYa,Habita MTY,Mexico,San Pedro Garza Garcia,Mexico Northeast,Monterrey,Monterrey,,str_excel_market_submarket,High,str_excel,
recCkYA0ekcf5em5y,Hilton Lima Miraflores,Peru,Lima,Lima,Miraflores,,Lima Historic Center,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recCr5tBxsxj0ayIR,Calabash Cove Resort & Spa,Saint Lucia,Gros Islet,St Lucia,Gros Islet,,Rodney Bay / Gros Islet,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recCrKEvKV0MCtVag,Cas En Bas St. Lucia,Saint Lucia,Gros Islet,St Lucia,Gros Islet,,Rodney Bay / Gros Islet,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recCs5QcD9V5oVnZ7,Blue Wave Guesthouse,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recCtaSmCjHZnLOzs,Wyndham Costa Del Sol Lima City,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recCwJUm7ocXpiwCl,Barcelo Maya Palace,Mexico,Playa Del Carmen,Mexican Caribbean,Akumal / Puerto Aventuras,,Riviera Maya / Playa del Carmen,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recD0P4ciP07YN9AA,Hotel Los Balcones,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recD29KwtsQYY0b3F,Sweet Songs Jungle Lodge,Belize,San Ignacio,Belize,Belize City,,San Ignacio,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recD564N1i1syp66V,W Mexico City,Mexico,Mexico City,Mexico City,Polanco,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recDGvvw3jlWBrstE,Anse Chastanet,Saint Lucia,Soufriere,St Lucia,St Lucia,,Soufrière,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recDKo3FuhWZCgZr3,Anavilhanas Jungle Lodge,Brazil,Novo Airãoil,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
recDLgo6qnMMm44Kr,Radisson Hotel Barra Rio De Janeiro,Brazil,Rio de Janeiro,Rio de Janeiro,Barra da Tijuca,,Rio de Janeiro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recDNmOyUXiYR0xDu,Hotel Principe,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recDYV77dqxFA60qM,Clarissa Falls Resort,Belize,San Ignacio,Belize,Belize City,,San Ignacio,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recDYbK8VBeOsBiTw,St. Regis Hotel Cancun Costa Mujeres Mexico,Mexico,Cancun,Mexican Caribbean,Costa Mujeres / Playa Mujeres,,Cancún Hotel Zone,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recDifWKLarUaeqxi,Xima Lima San Isidro,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recE4UAys4BgkNB8C,Sandy Lane Guest House & Cabanas,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recE86R0uFuuFAXxK,Cuidad Real Centro Historico Hotel,Mexico,San Cristobal De Las Casas,Pacific South,Centro Histórico,,Other,city_country_mode_submarket,Medium,census_city_mode,
recE99IYdXZDtMJKV,Grand Hyatt Rio de Janeiro,Brazil,Rio de Janeiro,Rio de Janeiro,Barra da Tijuca,,Rio de Janeiro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recEKwpUIYtSg6zsh,Solace Hotel Santiago,Chile,Santiago,Santiago,Providencia,,Santiago Centro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recENeFkanbf1ldni,Seaside Cabanas,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recEYB9k2FUDda6YO,Sheraton Hotel Mar Del Plata,Argentina,Mar Del Plata,Argentina Provincial,Buenos Aires,,Mar del Plata,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket; city_corridor_submarket_mismatch; market_not_dominant_for_submarket
recEZTioMikRk35f8,Grand Mercure Rio de Janeiro Copacabana,Brazil,Copacabana,Rio de Janeiro,Rio de Janeiro,,Copacabana,str_excel_submarket,High,str_excel,submarket_not_allowed_for_market; city_corridor_submarket_mismatch
recEalodDZSEhtLot,AC Hotels by Marriott Los Cabos Cabo San Lucas,Mexico,La Paz,Baja California,Los Cabos,,Other,city_country_mode_submarket,Medium,census_city_mode,
recEgCE9Qb7p4ImSj,Margaritaville Island Reserve Resort Roatan,Honduras,La Ceiba,Honduras,Roatán,,La Ceiba,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recEn9RR1LwpddR09,Hotel Rio Branco,Brazil,Rio Branco,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
recEt4biGBy4vWeJr,Hotel Bocas Del Toro,Panama,Bocas del Toro,Panama Provincial,Bocas del Toro,Panama,,provincial_market_realign,Medium,census_submarket_dominant_market,provincial_market_with_specific_submarket
recEzMcnZKFakNbvl,Leverick Bay Resort & Marina,British Virgin Islands,Virgin Gorda,British Virgin Islands,Other,,Virgin Gorda,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recF2YMJeyszDgPe3,Hotel Novo Santa Cruz,Brazil,Sao Paulo,Brazil Southeast,São Paulo,São Paulo,,city_country_mode_market,Medium,census_city_mode,
recF7oEmaRYOPJc3d,Seven Seas Resort,Belize,San Pedro,Belize,Belize City,,Ambergris Caye,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recF9FwPEUDUCvoKK,Roomo Santos Residencial,Brazil,Santos,Brazil Southeast,Santos Dumont / Airport Corridor,,São Paulo,city_country_mode_submarket,Medium,census_city_mode,
recFCZrMAJBtrJIEj,City Express Plus by Marriott Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recFHsOwDS97fmGLU,Sky Inn,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recFJ3xuiEKvDlsgF,Casa 1800 Suchitoto,El Salvador,Suchitoto,El Salvador,Other,,Suchitoto,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recFN9vPjpya7Gr0i,TRS Yucatan Hotel,Mexico,Playa Del Carmen,Mexican Caribbean,Akumal / Puerto Aventuras,,Riviera Maya / Playa del Carmen,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recFUAg1cHzvwB8At,Hotel San Juan De Leon,Nicaragua,Leon,Nicaragua,Other,,León,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recFgBPVSOS9bmudk,Pullman Sao Paulo Guarulhos Airport,Brazil,Guarulhos,Brazil Southeast,São Paulo,,Guarulhos / Airport Corridor,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recFlTMFnDGZXfhVi,Enjoy Hotel,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recFo9qNJmNPRUPNP,Caye Caulker Beach Hotel,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recFpCajQjLcAGgop,Miramar Hotel,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recGB60AotpkZMVvh,Uiara Amazon Resort,Brazil,Iranduba,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
recGBYkEcnCuWZrMd,Touch Of Class Comfort Inn,Belize,San Ignacio,Belize,Belize City,,San Ignacio,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recGBt6SWk7TUNORj,Hotel Royal Blue,Belize,San Pedro,Belize,Belize City,,Ambergris Caye,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
