recordId,name,country,city,currentMarket,currentSubmarket,proposedMarket,proposedSubmarket,reason,confidence,source,issues
recnImJLjnaWIj95H,Courtyard Panama Multiplaza Mall,Panama,Panama City,Panama City,Panama City,Panama,,city_country_mode_market,Medium,census_city_mode,
reco3IbH6nSV3YtTR,Zoetry Casa del Mar Los Cabos,Mexico,La Paz,Baja California,Other,,Los Cabos,str_excel_submarket,High,str_excel,
reco6uZTYF8hdpjjJ,Hampton by Hilton Panama,Panama,Panama City,Panama City,Panama City,Panama,,city_country_mode_market,Medium,census_city_mode,
recoGtHDVwFuuBngg,Hotel Boutique Finca Lerida,Panama,Boquete,Panama Provincial,Boquete / Highlands,Panama,,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket
recoT81RfeQVhdwZY,Marquis Los Cabos All Inclusive Resort & Spa,Mexico,La Paz,Baja California,Other,,Los Cabos,str_excel_submarket,High,str_excel,
recobL29Z8bTxwISo,Grand Fiesta Americana Los Cabos All Inclusive Golf & Spa,Mexico,La Paz,Baja California,Other,,Los Cabos,str_excel_submarket,High,str_excel,
recomcUtjCVfNFMmE,"Hotel La Compañia, Casco Antiguo, Panama",Panama,Panama City,Panama City,Panama City,Panama,,city_country_mode_market,Medium,census_city_mode,
recp3BuHUFzFeCNd5,Hilton Trinidad & Conference Centre,Trinidad and Tobago,Port of Spain,Trinidad & Tobago,Port of Spain,,Tobago,str_excel_submarket,High,str_excel,
recpZTHDSZTGgTVCG,"The Santa Maria, a Luxury Collection Hotel & Golf Resort, Panama City",Panama,Panama City,Panama City,Panama City,Panama,,city_country_mode_market,Medium,census_city_mode,
recr9aFcM2Xkc2cRe,Courtyard Port Of Spain,Trinidad and Tobago,Port Of Spain,Trinidad & Tobago,Port of Spain,,Tobago,str_excel_submarket,High,str_excel,
recs1NQ3BUeXq6Vuz,OYO Hotel San Remo,Brazil,Sao Paulo,São Paulo,São Paulo,Brazil Southeast,,str_excel_market_submarket,High,str_excel,submarket_not_allowed_for_market
recsKiMbnk3iqyzmJ,The Royal at Atlantis,Bahamas,Paradise,Bahamas,Paradise Island,Bahamas Regional,,str_excel_market_submarket,High,str_excel,
recw2SzhnSQtODy4Y,"Hotel Faranda Express Soloy and Casino, A Member of Radisson Individuals",Panama,Panama City,Panama City,Panama City,Panama,,city_country_mode_market,Medium,census_city_mode,
recw4Lk53YX3d6Gzv,Cabo Blanco Hotel,Mexico,Barra De Navidad,Baja California,Other,Pacific Central,,city_country_mode_market,Medium,census_city_mode,
recw6JGXwItBZC8si,Boquete Tree Trek Mountain Resort,Panama,Boquete,Panama,Boquete / Highlands,Panama Provincial,,str_excel_market_submarket,High,str_excel,
recxCtUqSjLaTqQnp,Hotel San Cristobal Baja,Mexico,Todos Santos,Baja California,Other,,Los Cabos,str_excel_submarket,High,str_excel,
recxuaqwkcy6ZFJ49,Panamonte Hotel,Panama,Boquete,Panama,Boquete / Highlands,Panama Provincial,,str_excel_market_submarket,High,str_excel,
recy1upaUaU9qosYo,Warwick Paradise Island - Bahamas,Bahamas,Nassau,Nassau,Nassau / New Providence,Bahamas Regional,,str_excel_market_submarket,High,str_excel,
recyCGrDhiE45nDSr,Ramada by Wyndham Buenos Aires Vicente Lopez,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Argentina Provincial,,str_excel_market_submarket,High,str_excel,
recyG918iQd6uJZjL,Bambuda Lodge,Panama,Bocas del Toro,Panama,Bocas del Toro,Panama Provincial,,str_excel_market,High,str_excel,
reczPqwZtNjGzdoNS,Holiday Inn Panama Financial District,Panama,Panama City,Panama City,Panama City,Panama,,city_country_mode_market,Medium,census_city_mode,
