sourceRecordId,rawHotelName,rawCity,rawCountry,rawWebsite,proposedIdentityKey,matchConfidence,matchScore,matchReason,recommendedAction,matchedCensusRecordId,matchedCensusName,matchedCensusCity,matchedCensusCountry,matchedIdentityKey,matchedCurrentBrand,matchedAffiliationStatus,distanceMeters,identityKeyCollision
node/7243041990,Hotel Playita,,Dominican Republic,,osm_do_node_7243041990,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/7243042685,Hotel GriGri,,Dominican Republic,,osm_do_node_7243042685,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/7274607989,Las Galeras Hotel,,Dominican Republic,https://las-galeras.com/,osm_do_node_7274607989,none,21,"No credible name, geo, or website match",likely_new_candidate,recc4Q3BZldMeMtlA,Kimpton Las Mercedes,Santo Domingo,Dominican Republic,ind_ihg_do_sdqlm,Kimpton Hotels,Branded,,false
node/7353668140,La Dolce Vita,,Dominican Republic,,osm_do_node_7353668140,none,18,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,117137,false
node/7353680458,Residencial Miralar,,Dominican Republic,,osm_do_node_7353680458,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,143638,false
node/7353712778,Hotel Atlantis,,Dominican Republic,,osm_do_node_7353712778,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/7353715793,Las Cayenas,,Dominican Republic,,osm_do_node_7353715793,none,24,"No credible name, geo, or website match",likely_new_candidate,recc4Q3BZldMeMtlA,Kimpton Las Mercedes,Santo Domingo,Dominican Republic,ind_ihg_do_sdqlm,Kimpton Hotels,Branded,,false
node/7353716226,CostArena,,Dominican Republic,,osm_do_node_7353716226,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,143101,false
node/7353717218,Residencial Corte del Mar,,Dominican Republic,,osm_do_node_7353717218,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,142023,false
node/7353717750,Don Cesar,,Dominican Republic,,osm_do_node_7353717750,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,142655,false
node/7353719286,Palmeraie,,Dominican Republic,,osm_do_node_7353719286,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,143539,false
node/7353721699,Josefina,,Dominican Republic,,osm_do_node_7353721699,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,141931,false
node/7353722254,Aligio Apart-Hotel,,Dominican Republic,,osm_do_node_7353722254,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,141968,false
node/7477488347,villa pajon,constanza,Dominican Republic,,osm_do_node_7477488347,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,242203,false
node/7555156150,Sunrise Villa,,Dominican Republic,,osm_do_node_7555156150,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,192035,false
node/7560527285,Castillo del Mar,,Dominican Republic,,osm_do_node_7560527285,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,192791,false
node/7741588385,Green Coast hotel,,Dominican Republic,https://www.booking.com/hotel/do/bravo-mare.html?aid=1595464,osm_do_node_7741588385,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/7949317139,Villa Querida,,Dominican Republic,https://dominicana.life/,osm_do_node_7949317139,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,144140,false
node/8026710897,Hyatt Zilara Cap Cana,,Dominican Republic,,osm_do_node_8026710897,none,24,"No credible name, geo, or website match",likely_new_candidate,recN76iEE6yAaPh8H,The St. Regis Cap Cana Resort,Punta Cana,Dominican Republic,ind_marriott_do_pujxr,St. Regis,Branded,,false
node/8078244124,Hotel Patria,,Dominican Republic,,osm_do_node_8078244124,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8078244168,Hotel Brisas del Este,,Dominican Republic,,osm_do_node_8078244168,none,18,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8078244181,Dormitorio San Miguel,,Dominican Republic,,osm_do_node_8078244181,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,32862,false
node/8105435331,Casa Larimar,,Dominican Republic,,osm_do_node_8105435331,none,16,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/8116547995,Majestic Mirage Punta Cana - All-Suite Resort,Punta Cana,Dominican Republic,https://www.majestic-resorts.com/punta-cana/resorts/majestic-mirage-punta-cana-all-suite-resort,osm_do_node_8116547995,none,37,"No credible name, geo, or website match",likely_new_candidate,recXh4NgF8sDbi9cQ,Wyndham Alltra Punta Cana All Inclusive Resort,Punta Cana,Dominican Republic,ind_wyndham_do_wyndham-alltra-punta-cana-all-inclusive-resort,Wyndham Alltra,Branded,,false
node/8262599417,Casa Amelia,,Dominican Republic,,osm_do_node_8262599417,none,16,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/8291988618,villa bebé,,Dominican Republic,,osm_do_node_8291988618,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,218687,false
node/8327794617,hotel Maison Gautreaux,,Dominican Republic,,osm_do_node_8327794617,none,21,"No credible name, geo, or website match",likely_new_candidate,recdS7vpmjgcTvAFu,"Gran Hotel Europa Santo Domingo, Trademark by Wyndham",Santo Domingo,Dominican Republic,ind_wyndham_do_gran-hotel-europa-santo-domingo-trademark,Trademark Collection by Wyndham,Branded,1810,false
node/8327794618,playa la poza de bojolo,,Dominican Republic,,osm_do_node_8327794618,none,16,"No credible name, geo, or website match",likely_new_candidate,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/8379439887,Hotel Casa Robinson,,Dominican Republic,,osm_do_node_8379439887,none,22,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/8412574318,Hotel New Ark,,Dominican Republic,,osm_do_node_8412574318,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8439135417,Hotel El Maca,,Dominican Republic,,osm_do_node_8439135417,none,21,"No credible name, geo, or website match",likely_new_candidate,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/8439138417,Hotel Natalie,,Dominican Republic,,osm_do_node_8439138417,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8451322921,Hotel Doña Sol,,Dominican Republic,,osm_do_node_8451322921,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8542028917,Miguel Francisco Guerrero,,Dominican Republic,,osm_do_node_8542028917,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,151927,false
node/8568212422,Bellevue Dominican Bay,,Dominican Republic,,osm_do_node_8568212422,none,17,"No credible name, geo, or website match",likely_new_candidate,recbBAqjVS3XOljPA,"Dominican Fiesta Hotel, Trademark By Wyndham",Santo Domingo,Dominican Republic,ind_wyndham_do_dominican-fiesta-hotel,Trademark Collection by Wyndham,Branded,37783,false
node/8710203019,Aparta Hotel La Bahia,,Dominican Republic,,osm_do_node_8710203019,none,18,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8777942017,King Hotel,,Dominican Republic,,osm_do_node_8777942017,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8796382545,Casa Jardín Montesacro,Polo,Dominican Republic,,osm_do_node_8796382545,none,16,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/8796411064,Altos de La Caobita Ecolodge,Barrera,Dominican Republic,,osm_do_node_8796411064,none,16,"No credible name, geo, or website match",likely_new_candidate,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/8817747617,Mi Vista Mountain Resort,,Dominican Republic,,osm_do_node_8817747617,none,18,"No credible name, geo, or website match",likely_new_candidate,recmAzTMc9asgvt8i,The Westin Puntacana Resort,Punta Cana,Dominican Republic,ind_marriott_do_pujwi,Westin,Branded,,false
node/8818855013,Diamond Hotel Cabarete,,Dominican Republic,,osm_do_node_8818855013,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8870231217,Alojamiento,,Dominican Republic,,osm_do_node_8870231217,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,292873,false
node/8881479779,Hotel Caserma,,Dominican Republic,,osm_do_node_8881479779,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8928125790,Hotel Riviera Campo Verde,,Dominican Republic,,osm_do_node_8928125790,none,18,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/8999961404,Aparta Hotel Caribe Paraíso,,Dominican Republic,,osm_do_node_8999961404,none,18,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/9027266036,Altea Palace,,Dominican Republic,https://alteapalace.com,osm_do_node_9027266036,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,55085,false
node/9028309788,Hotel Loro Tuerto,,Dominican Republic,,osm_do_node_9028309788,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/9028346259,La Rancheta,,Dominican Republic,,osm_do_node_9028346259,none,19,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,100740,false
node/9051047481,Surfbreak Cabarete,,Dominican Republic,https://www.surfbreakcabarete.com/,osm_do_node_9051047481,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,249637,false
node/9054291383,Class Colonial,,Dominican Republic,,osm_do_node_9054291383,none,16,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/9143633569,La Serenissima,,Dominican Republic,,osm_do_node_9143633569,none,19,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,115613,false
node/9165301517,Unique Exotic Hotel,,Dominican Republic,,osm_do_node_9165301517,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/9167682913,Hotel Naragua,,Dominican Republic,,osm_do_node_9167682913,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/9184126458,Hostel La Junglita,,Dominican Republic,,osm_do_node_9184126458,none,18,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,101073,false
node/9184126460,La Orilla Las Galeras,,Dominican Republic,,osm_do_node_9184126460,none,19,"No credible name, geo, or website match",likely_new_candidate,recc4Q3BZldMeMtlA,Kimpton Las Mercedes,Santo Domingo,Dominican Republic,ind_ihg_do_sdqlm,Kimpton Hotels,Branded,,false
node/9284022017,Hotel Boutique Santiago Apostol,,Dominican Republic,http://hotelboutique-santiagoapostol.com,osm_do_node_9284022017,none,24,"No credible name, geo, or website match",likely_new_candidate,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/9296353657,"Radisson Blu Resort & Residence, Punta Cana",Punta Cana,Dominican Republic,https://www.radissonhotelsamericas.com/en-us/hotels/radisson-blu-resort-punta-cana,osm_do_node_9296353657,none,37,"No credible name, geo, or website match",likely_new_candidate,recXh4NgF8sDbi9cQ,Wyndham Alltra Punta Cana All Inclusive Resort,Punta Cana,Dominican Republic,ind_wyndham_do_wyndham-alltra-punta-cana-all-inclusive-resort,Wyndham Alltra,Branded,,false
node/9296353739,AC Hotel by Marriott Punta Cana,Punta Cana,Dominican Republic,https://www.marriott.com/hotels/travel/PUJAC-ac-hotel-punta-cana/,osm_do_node_9296353739,medium,77,Exact website host match with partial name similarity,likely_existing,recrpcMu4sx4vSkmS,AC Hotel Punta Cana,Punta Cana,Dominican Republic,ind_marriott_do_pujac,AC Hotels by Marriott,Branded,,false
node/9320997860,Oasi Encantada Beach Resort,,Dominican Republic,https://hotel-oasi-encantada.negocio.site/,osm_do_node_9320997860,none,18,"No credible name, geo, or website match",likely_new_candidate,recmAzTMc9asgvt8i,The Westin Puntacana Resort,Punta Cana,Dominican Republic,ind_marriott_do_pujwi,Westin,Branded,,false
node/9330856129,Hotel Savas Salinas,,Dominican Republic,https://sava.do/,osm_do_node_9330856129,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/9381445917,Ocean El Faro,,Dominican Republic,,osm_do_node_9381445917,low,65,Partial name match (100%) same country (no distance),needs_research,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/9470231876,Gasque,,Dominican Republic,,osm_do_node_9470231876,none,15,"No credible name, geo, or website match",likely_new_candidate,recdS7vpmjgcTvAFu,"Gran Hotel Europa Santo Domingo, Trademark by Wyndham",Santo Domingo,Dominican Republic,ind_wyndham_do_gran-hotel-europa-santo-domingo-trademark,Trademark Collection by Wyndham,Branded,1637,false
node/9483852883,Hotel Caribani,,Dominican Republic,,osm_do_node_9483852883,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/9490531017,Hotel park,,Dominican Republic,,osm_do_node_9490531017,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/9525549270,Bamboojam Villa,,Dominican Republic,bamboojamvilla.com,osm_do_node_9525549270,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,143108,false
node/9566324244,Las Puertas Del Paraiso,,Dominican Republic,,osm_do_node_9566324244,none,19,"No credible name, geo, or website match",likely_new_candidate,recc4Q3BZldMeMtlA,Kimpton Las Mercedes,Santo Domingo,Dominican Republic,ind_ihg_do_sdqlm,Kimpton Hotels,Branded,,false
node/9631615727,Terramar,,Dominican Republic,,osm_do_node_9631615727,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,193527,false
node/9668071343,El Encuentro Surf Lodge,,Dominican Republic,https://elencuentrosurflodge.com/,osm_do_node_9668071343,none,19,"No credible name, geo, or website match",likely_new_candidate,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/9671944817,Heidy’s Guesthouse,,Dominican Republic,,osm_do_node_9671944817,none,35,"No credible name, geo, or website match",likely_new_candidate,recdS7vpmjgcTvAFu,"Gran Hotel Europa Santo Domingo, Trademark by Wyndham",Santo Domingo,Dominican Republic,ind_wyndham_do_gran-hotel-europa-santo-domingo-trademark,Trademark Collection by Wyndham,Branded,100,false
node/9856719770,Hotel Villa La Plantacion,Las Galeras,Dominican Republic,https://villalaplantacion.com,osm_do_node_9856719770,none,18,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/10093756817,Casa de Bethania,,Dominican Republic,,osm_do_node_10093756817,none,17,"No credible name, geo, or website match",likely_new_candidate,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/10095525617,Catalina Tropical Lodge,,Dominican Republic,,osm_do_node_10095525617,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,195948,false
node/10176619116,Hacienda La Promesa,,Dominican Republic,,osm_do_node_10176619116,none,19,"No credible name, geo, or website match",likely_new_candidate,reczkazxsG1HRRH88,Iberostar Selection​ Hacienda Dominicus,La Romana,Dominican Republic,ind_ihg_do_hachd,Iberostar Selection,Branded,,false
node/10208337426,The water melon house,,Dominican Republic,,osm_do_node_10208337426,none,18,"No credible name, geo, or website match",likely_new_candidate,recmAzTMc9asgvt8i,The Westin Puntacana Resort,Punta Cana,Dominican Republic,ind_marriott_do_pujwi,Westin,Branded,,false
node/10262424309,Villa Paula,,Dominican Republic,,osm_do_node_10262424309,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,320270,false
node/10596455107,Hotel Glamour,,Dominican Republic,,osm_do_node_10596455107,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/10681170892,Triton Hotel Boutique & Restaurant,,Dominican Republic,,osm_do_node_10681170892,none,18,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/10681194938,La Cueva del Che,,Dominican Republic,,osm_do_node_10681194938,none,17,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,54381,false
node/10702912612,Villas Mana Las Terrenas,,Dominican Republic,,osm_do_node_10702912612,none,19,"No credible name, geo, or website match",likely_new_candidate,recc4Q3BZldMeMtlA,Kimpton Las Mercedes,Santo Domingo,Dominican Republic,ind_ihg_do_sdqlm,Kimpton Hotels,Branded,,false
node/10716313546,Palms Lounge,,Dominican Republic,,osm_do_node_10716313546,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,240935,false
node/10823294756,Domescape Glamping Miches,,Dominican Republic,https://www.facebook.com/domescapeglamping,osm_do_node_10823294756,none,17,"No credible name, geo, or website match",likely_new_candidate,rec2qzq0V2Hvr2m6l,"Marriott Miches Beach, An All-Inclusive Resort",Punta Cana,Dominican Republic,ind_marriott_do_pujsm,Marriott Hotels,Branded,,false
node/10880951451,Hermosa Suites,,Dominican Republic,,osm_do_node_10880951451,none,21,"No credible name, geo, or website match",likely_new_candidate,recFg5RNpxAAjh7Y2,Iberostar Selection​ Bávaro Suites,Punta Cana,Dominican Republic,ind_ihg_do_bavsb,Iberostar Selection,Branded,,false
node/11035653720,Hotel Casa Coco,Boca Chica,Dominican Republic,https://hotelcasacoco.com,osm_do_node_11035653720,none,22,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/11035653721,Bicicletas Boca Chica,,Dominican Republic,,osm_do_node_11035653721,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,129525,false
node/11057172205,Casa Papa Loco,,Dominican Republic,,osm_do_node_11057172205,none,16,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/11102602341,Villa Mamanita,villa altagracia,Dominican Republic,https://instagram.com/villamamanita?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D,osm_do_node_11102602341,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,195396,false
node/11106056290,Villa Scooby,,Dominican Republic,https://villascooby.com,osm_do_node_11106056290,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,141523,false
node/11158547600,Los Corales Beach Village Suites,,Dominican Republic,https://www.loscoralesvillage.com,osm_do_node_11158547600,none,17,"No credible name, geo, or website match",likely_new_candidate,recFg5RNpxAAjh7Y2,Iberostar Selection​ Bávaro Suites,Punta Cana,Dominican Republic,ind_ihg_do_bavsb,Iberostar Selection,Branded,,false
node/11158547601,Las Terrazas Condo Apartment,,Dominican Republic,https://www.loscoralesvillage.com,osm_do_node_11158547601,none,19,"No credible name, geo, or website match",likely_new_candidate,recc4Q3BZldMeMtlA,Kimpton Las Mercedes,Santo Domingo,Dominican Republic,ind_ihg_do_sdqlm,Kimpton Hotels,Branded,,false
