propertyId,name,brand,city,country,address1,postalCode,telephone,email,latitude,longitude,propertyUrl
9602,Mercure Uberlandia Plaza Shopping,MER,UBERLANDIA,Brazil,RUA DA BANDEIRA 400,38405174,+55 34/32398000,h9602-re@accor.com,-18.90978,-48.26034,https://all.accor.com/hotel/9602/index.en.shtml
6523,ibis Uberlandia,IBH,UBERLANDIA,Brazil,"Avenida Joao Naves de Avila, 1590 A, Bairro Santa Maria",38408-100,+55 34/32537700,h6523-re@accor.com.br,-18.91211,-48.25963,https://all.accor.com/hotel/6523/index.en.shtml
9374,Ibis Budget Uberlandia,IBB,UBERLANDIA,Brazil,"Av Joao Naves De Avila, 1460",38408100,+55 34/21013780,h9374-re@accor.com,-18.912213,-48.259654,https://all.accor.com/hotel/9374/index.en.shtml
C1T2,Novotel Uberlândia,NOV,UBERLANDIA,Brazil,"Av Paulo Gracindo, 5",38411-145,+55 3420284429,HC1T2-RE@ACCOR.COM,-18.955342,-48.274923,https://all.accor.com/hotel/C1T2/index.en.shtml
A1H2,Ibis Votuporanga,IBH,VOTUPORANGA,Brazil,"Avenida Nasser Marão 3823, Saint Cosmas",15.504-000,+55 17/34059320,HA1H2-re@accor.com,-20.4132,-49.96035,https://all.accor.com/hotel/A1H2/index.en.shtml
7859,ibis budget Campo Grande,IBB,CAMPO GRANDE,Brazil,"AV Mato Grosso 5617, Caranda Bosque",79031-000,+55 67/33038888,h7859-re@accor.com,-20.44653,-54.56748,https://all.accor.com/hotel/7859/index.en.shtml
6348,ibis Campo Grande,IBH,CAMPO GRANDE,Brazil,"Avenida Mato Grosso 5513, CAMPO GRANDE - MS",79031000,+55 67/21061999,h6348-re@accor.com,-20.44643,-54.56791,https://all.accor.com/hotel/6348/index.en.shtml
2043,Novotel Campo Grande,NOV,CAMPO GRANDE,Brazil,"Avenida Mato Grosso 5555, Jardim Copacabana, CAMPO GRANDE - MS",79031960,+55 6721065900,h2043-re@accor.com,-20.44653,-54.56814,https://all.accor.com/hotel/2043/index.en.shtml
8139,ibis Uberaba,IBH,UBERABA,Brazil,"RUA DONA LEONOR BORGES DE, CARVALHO, 333, BAIRRO SÃO BENEDITO",38020440,+55 34/35219900,h8139-re@accor.com.br,-19.76583,-47.94847,https://all.accor.com/hotel/8139/index.en.shtml
9786,Ibis Budget Patos de Minas,IBB,PATOS DE MINAS,Brazil,"Marabá Avenue, 282, Caicaras",38702-192,+55 3438180222,h9786-re@accor.com,-18.571064,-46.512456,https://all.accor.com/hotel/9786/index.en.shtml
B3D3,Ibis Styles Rio Preto Monte Líbano,IBS,SÃO JOSÉ DO RIO PRETO,Brazil,"Rodovia Washington Luiz, Km 445, Entre Mirassol e Rio Preto",15138899,+55 1721220200,HB3D3-RE@ACCOR.COM,-20.81713,-49.44725,https://all.accor.com/hotel/B3D3/index.en.shtml
8570,ibis budget São José do Rio Preto,IBB,SÃO JOSÉ DO RIO PRETO,Brazil,"Avenida Marginal Comendador, Vicente Filizola 5860",15020350,+55 1736001500,h8570-re@accor.com,-20.8241667,-49.4058333,https://all.accor.com/hotel/8570/index.en.shtml
3265,ibis Sao Jose do Rio Preto,IBH,SAO JOSE DO RIO PRETO,Brazil,"Avenida Arthur Nonato, 4193.",15090040,+55 17/32169400,h3265-re@accor.com,-20.82386,-49.38758,https://all.accor.com/hotel/3265/index.en.shtml
8135,ibis Barretos,IBH,BARRETOS,Brazil,"Avenida dos Maçons, 385",14783 167,+55 17/33128282,h8135-re@accor.com,-20.56281,-48.58665,https://all.accor.com/hotel/8135/index.en.shtml
B8E6,ibis Styles Barretos,IBS,BARRETOS,Brazil,RUA LUIZ DURIGAN 1744,14783-075,+55 1721802151,HB8E6-re@ACCOR.COM,-20.568114,-48.5764999,https://all.accor.com/hotel/B8E6/index.en.shtml
5541,ibis Aracatuba,IBH,ARACATUBA,Brazil,"Avenida Brasilia 2500, Jardim Nova Iorque",16018000,+55 18/21035300,h5541-re@accor.com.br,-21.23123,-50.4395,https://all.accor.com/hotel/5541/index.en.shtml
B874,ibis Styles Araxá,IBS,ARAXA,Brazil,,38183390,+55 1/138186539,hb874-re@accor.com,-19.616033,-46.939448,https://all.accor.com/hotel/B874/index.en.shtml
9613,ibis Styles Birigui,IBS,BIRIGUI,Brazil,Rua Antonio Bersaneti 400,16204390,+55 36349200,h9613-re@accor.com,-21.30018,-50.36646,https://all.accor.com/hotel/9613/index.en.shtml
9314,ibis Catanduva,IBH,CATANDUVA,Brazil,"Av Comendador Antonio Stocco, 949",15800000,+55 17/33112100,h9314-re@accor.com.br,-21.15833,-48.98474,https://all.accor.com/hotel/9314/index.en.shtml
7828,ibis Jaboticabal,IBH,JABOTICABAL,Brazil,Avenida Major Novaes 70,14870080,+55 1621410099,H7828-RE@accor.com.br,-21.25392,-48.31422,https://all.accor.com/hotel/7828/index.en.shtml
8571,ibis budget Sertaozinho,IBB,SERTAOZINHO,Brazil,"Avenida Marginal Mauro, Cesar Pascual, 1626",14177030,+55 16/35213400,h8571-re@accor.com.br,-21.133424,-48.018891,https://all.accor.com/hotel/8571/index.en.shtml
7436,ibis Sertaozinho,IBH,SERTAOZINHO,Brazil,Rua Fioravante Sicchieri 100,14179560,+55 16/21059191,h7436-re@accor.com,-21.14741,-47.99231,https://all.accor.com/hotel/7436/index.en.shtml
7135,ibis Presidente Prudente Manoel Goulart,IBH,PRESIDENTE PRUDENTE,Brazil,"Av Manoel Goulart 2070, Vila Santa Helena",19015241,+55 18/33556363,H7135-RE@ACCOR.COM.BR,-22.11809,-51.40325,https://all.accor.com/hotel/7135/index.en.shtml
C0S2,ibis Styles Presidente Prudente Portal D'Oeste,IBS,President Prudente,Brazil,"Avenida Brasil, 1501, Vila São Jorge",19013000,+55 18/21010000,HC0S2-re@accor.com,-22.1324537,-51.3902862,https://all.accor.com/hotel/C0S2/index.en.shtml
C0H2,ibis Araguaina,IBH,ARAGUAINA,Brazil,"Av Marginal Neblina, Lote 8 A",77817805,+55 6134333888,hc0h2-re@accor.com,-7.202018,-48.222266,https://all.accor.com/hotel/C0H2/index.en.shtml
3261,ibis Ribeirão Preto Shopping,IBH,RIBEIRAO PRETO,Brazil,"Av. Braz Olaia Acosta 691, Torre A - Jd. California, Ribeirão Shopping",14026040,+55 16/21012950,H3261-RE@accor.com,-21.21208,-47.81786,https://all.accor.com/hotel/3261/index.en.shtml
A1C8,ibis budget Ribeirão Preto Vila do Golf,IBB,Ribeirão Preto,Brazil,,14027250,+55 1636008999,ha1c8-re@accor.com,-21.22348,-47.83594,https://all.accor.com/hotel/A1C8/index.en.shtml
A1F2,Ibis Ribeirão Preto Vila do Golf,IBH,RIBEIRAO PRETO,Brazil,,14.027-250,+55 1636008999,ha1f2-re@accor.com,-21.2236,-47.83583,https://all.accor.com/hotel/A1F2/index.en.shtml
B8R6,Matão by Mercure Hotel,MER,MATÃO,Brazil,"Avenida Baldan, 1900, Res. Olivio Benassi",15993000,+55 1633849434,hb8r6-re@accor.com,-21.61486,-48.36872,https://all.accor.com/hotel/B8R6/index.en.shtml
C5A9,Ibis Styles Bonito,IBS,Bonito,Brazil,"RUA DEZENOVE DE NOVEMBRO 300, VILA JARAGUA",79290000,+55 6740422214,HC5A9-FO@accor.com,-21.120038,-56.484856,https://all.accor.com/hotel/C5A9/index.en.shtml
7840,ibis Montes Claros Shopping,IBH,MONTES CLAROS,Brazil,"Avenida Donato Quintino 130, Cidade Nova",39400546,+55 3821019050,h7840-re@accor.com.br,-16.7402,-43.87029,https://all.accor.com/hotel/7840/index.en.shtml
9365,ibis Marilia,IBH,MARILIA,Brazil,"Avenida Das Esmeraldas, 781",17516000,+55 14/33011410,h9365-re@accor.com,-22.22441,-49.93284,https://all.accor.com/hotel/9365/index.en.shtml
B8R5,Hotel Araraquara by Mercure,BME,ARARAQUARA,Brazil,"Av. Rodrigo Grillo, 108, Jardim das Flores",14801-794,+55 1630143901,hb8r5-re@accor.com,-21.786427,-48.20577,https://all.accor.com/hotel/B8R5/index.en.shtml
9510,ibis budget Araraquara,IBB,ARARAQUARA,Brazil,Rua Mauro Pinheiro 100,14802355,+55 16/33564444,h9510-re@accor.com,-21.77597,-48.16895,https://all.accor.com/hotel/9510/index.en.shtml
9624,Ibis Budget Parauapebas,IBB,PARAUAPEBAS,Brazil,"Rodovia Pa 275 Sn, Km 66 2 Lote 15 Ala A, Gleba Taboca Iii",68515000,+55 9431987000,h9624-re@accor.com,-6.089698,-49.870245,https://all.accor.com/hotel/9624/index.en.shtml
9623,Ibis Parauapebas,IBH,PARAUAPEBAS,Brazil,"R Liberdade, 4302",68515000,+55 9431985000,h9623-re@accor.com,-6.08796,-49.86839,https://all.accor.com/hotel/9623/index.en.shtml
B304,Ibis Styles Parauapebas,IBS,PARAUAPEBAS,Brazil,"Rod Pa 275, Lote Zona De Servicos 03C, Nucleo Res E De Serv Carajas",68515000,+55 9433116001,hb304-re@accor.com,-6.09136,-49.8545,https://all.accor.com/hotel/B304/index.en.shtml
A044,ibis Guaxupé,IBH,Guaxupe,Brazil,"Av. Conde Ribeiro do Valle, 543, Centro",37830026,+55 3534063000,ha044-re@accor.com,-21.30306,-46.70774,https://all.accor.com/hotel/A044/index.en.shtml
B8E2,Ibis Jaú,IBH,Jau,Brazil,Avenida Deputado Zien Nassif 470,17204-350,+55 08007037000,,-22.2932262,-48.5815148,https://all.accor.com/hotel/B8E2/index.en.shtml
3264,ibis Sao Carlos,IBH,SAO CARLOS,Brazil,"Avenida Passeio dos ipes 140, Parque Faber",13561-385,+55 16/21066500,H3264-RE@accor.com.br,-22.01778,-47.91791,https://all.accor.com/hotel/3264/index.en.shtml
A0Y5,ibis Nova Serrana,IBH,Nova Serrana,Brazil,,35519000,+55 3732282300,,-19.86531,-45.00452,https://all.accor.com/hotel/A0Y5/index.en.shtml
B6V7,Novotel Lencois Paulista,NOV,LENCOIS PAULISTA,Brazil,"Av Mal. Cast. Branco, 60, Jardim Ubirama",18683430,+55 14/34362310,hb6v7-re@accor.com,-22.60127,-48.80901,https://all.accor.com/hotel/B6V7/index.en.shtml
9792,Ibis Budget Divinópolis,IBB,DIVINÓPOLIS,Brazil,"Avenida JK, 77, Bairro Bom Pastor",35500-155,+55 3732144717,h9792-re@accor.com,-20.13748,-44.885067,https://all.accor.com/hotel/9792/index.en.shtml
7946,ibis Ourinhos,IBH,OURINHOS,Brazil,"Av Luiz Saldanha Rodrigues, 1800, Nova Ourinhos",19 907 510,+55 14/35122700,H7946-RE@accor.com.br,-22.9755,-49.88769,https://all.accor.com/hotel/7946/index.en.shtml
9837,ibis budget Leme SP,IBB,Leme,Brazil,"Joaquim Lopes Águila 805, Center",13614032,+55 19/996559339,h9837-re@accor.com,-22.18207,-47.39364,https://all.accor.com/hotel/9837/index.en.shtml
9315,ibis Styles Ponta Pora,IBS,PONTA PORA,Brazil,Avenida Brasil 685,79904740,+55 67/34377300,h9315-re@accor.com,-22.55495,-55.71516,https://all.accor.com/hotel/9315/index.en.shtml
B5R1,ibis Styles Poços de Caldas,IBS,Poços de Caldas,Brazil,Rua Pernambuco 280,37701021,+55 30420257,hb5r1-re@accor.com,-21.78367,-46.57133,https://all.accor.com/hotel/B5R1/index.en.shtml
8664,ibis Londrina Shopping,IBH,LONDRINA,Brazil,"Av Martiniano do Valle Filho, Numero 355, Marco Zero",86010342,+55 43/33028400,h8664-re@accor.com,-23.31353,-51.14607,https://all.accor.com/hotel/8664/index.en.shtml
A0G9,Ibis Styles Itauna,IBS,ITAUNA,Brazil,"Rua Silvio De Matos 177, Bairro Cerqueira Lima",35680360,+55 3732422268,ha0g9-gm@accor.com,-20.07598,-44.58529,https://all.accor.com/hotel/A0G9/index.en.shtml
3732,ibis Maringa,IBH,MARINGA,Brazil,"Avenida XV de Novembro, 129, Centro",87013230,+55 44/30279200,H3732-RE@accor.com,-23.42385,-51.93377,https://all.accor.com/hotel/3732/index.en.shtml
9506,ibis Botucatu,IBH,Botucatu,Brazil,"R COMEND DR MIGUEL LOSSO 170, VILA SAO JUDAS THADEU",18607040,+55 1434401035,H9506-RE@ACCOR.COM,-22.89195,-48.45694,https://all.accor.com/hotel/9506/index.en.shtml
B681,Ibis Styles Confins Airport,IBS,Lagoa Santa,Brazil,,33400-000,+55 36884300,hb681-re@accor.com,-19.66806,-43.92837,https://all.accor.com/hotel/B681/index.en.shtml
3263,ibis Piracicaba,IBH,PIRACICABA,Brazil,"Av Armando Dedini,125, Vila Areao",13414018,+55 1921055200,h3263-re@accor.com.br,-22.70316,-47.6474,https://all.accor.com/hotel/3263/index.en.shtml
7819,ibis budget Piracicaba,IBB,PIRACICABA,Brazil,"Rua Armando Dedini 155, Av  Armando Decuni 155, Vila Areao",13414019,+55 1921055200,h7819-re@accor.com.br,-22.703286,-47.647641,https://all.accor.com/hotel/7819/index.en.shtml
C2T1,ibis Mogi Guaçu Shopping,IBH,MOGI GUACU,Brazil,"Avenida Mogi Mirim 211, Centro",13844-110,+55 0,hc2t1-RE@accor.com,-22.37567,-46.94262,https://all.accor.com/hotel/C2T1/index.en.shtml
7948,ibis Contagem Ceasa,IBH,CONTAGEM,Brazil,"Rua Um 165, Bairro Campina Verde",32152002,+55 31/33073131,h7948-re@accor.com.br,-19.90086,-44.05041,https://all.accor.com/hotel/7948/index.en.shtml
5467,ibis Betim,IBH,BETIM,Brazil,"Rod Br 381 Fernao Dias, Km 482 SN Jardim Piemonte",32689898,+55 31/21111600,h5467-re@accor.com,-19.96001,-44.07187,https://all.accor.com/hotel/5467/index.en.shtml
5625,ibis budget Belo Horizonte Minascentro,IBB,BELO HORIZONTE,Brazil,"Avenida Bias Fortes, 783, Lourdes",30170011,+55 3133436400,h5625-re@accor.com.br,-19.92668,-43.943,https://all.accor.com/hotel/5625/index.en.shtml
3575,Mercure Belo Horizonte Lourdes,MER,BELO HORIZONTE,Brazil,"Avenida do Contorno 7315, Lourdes",30110047,+55 31/32984100,h3575-re@accor.com,-19.93733,-43.94505,https://all.accor.com/hotel/3575/index.en.shtml
5298,ibis Belo Horizonte Liberdade,IBH,BELO HORIZONTE,Brazil,"AV. JOÃO PINHEIRO, 602, LOURDES, Sales Center: 08007037000",30130180,+55 31/21111500,h5298-re@accor.com,-19.93013,-43.93797,https://all.accor.com/hotel/5298/index.en.shtml
B9Y6,TRIBE Belo Horizonte Savassi,TRI,BELO HORIZONTE,Brazil,"Rua da Bahia 2200, Lourdes",30160-019,+55 03140095900,hb9y6-re@accor.com,-19.93402,-43.94019,https://all.accor.com/hotel/B9Y6/index.en.shtml
8754,Novotel BH Savassi,NOV,BELO HORIZONTE,Brazil,"Avenida do Contorno 6583, Savassi",30110017,+55 3133119400,H8754-re@accor.com,-19.93984,-43.93906,https://all.accor.com/hotel/8754/index.en.shtml
8750,ibis budget BH Savassi,IBB,BELO HORIZONTE,Brazil,"Avenida do Contorno, vs R Paulo Simoni na",30330-190,+55 31/33119420,h8750-re@accor.com,-19.93992,-43.93894,https://all.accor.com/hotel/8750/index.en.shtml
8527,Ibis budget BH Afonso Pena Savassi,IBB,BELO HORIZONTE,Brazil,"Rua Rio Grande do Norte 784, Savassi",30130-131,+55 31/21084750,H8527-RE@accor.com,-19.93202,-43.93161,https://all.accor.com/hotel/8527/index.en.shtml
8498,Ibis BH Afonso Pena Savassi,IBH,BELO HORIZONTE,Brazil,"Rua Gonçalves Dias 720, Savassi Neighborhood",30140 091,+55 31/21082950,h8498-re@accor.com,-19.93215,-43.93149,https://all.accor.com/hotel/8498/index.en.shtml
7021,ibis Belo Horizonte Savassi,IBH,BELO HORIZONTE,Brazil,"Av Contorno 6180, Savassi, Minas Gerais",30110042,+55 31/38884300,h7021-re@accor.com,-19.93973,-43.93643,https://all.accor.com/hotel/7021/index.en.shtml
3050,Mercure Belo Horizonte Savassi,MER,BELO HORIZONTE,Brazil,"Rua Cicero Ferreira 10 bairro, Serra",30220040,+55 3132803700,h3050-re@accor.com,-19.93461,-43.92405,https://all.accor.com/hotel/3050/index.en.shtml
8944,Caesar Business Belo Horizonte Belvedere,MER,BELO HORIZONTE,Brazil,Av Luis Paulo Franco 421,30320570,+55 31/21239898,h8944-re@accor.com.br,-19.97629,-43.94633,https://all.accor.com/hotel/8944/index.en.shtml
9952,Ibis Americana,IBH,AMERICANA,Brazil,,13471-240,+55 551936459220,H9952-RE@ACCOR.COM,-22.73157,-47.33357,https://all.accor.com/hotel/9952/index.en.shtml
3625,Mercure Belo Horizonte Vila da Serra,MER,BELO HORIZONTE,Brazil,"Alameda da Serra, 405, Vila da Serra (Nova Lima)",34006-056,+55 31/30794100,reservas.mercureviladaserra@accor.com.br,-19.98059,-43.94451,https://all.accor.com/hotel/3625/index.en.shtml
B544,ibis Lavras,IBH,Lavras,Brazil,"AV TOTONHO REZENDE 350, Serra Verde",37200000,+55 3538180011,HB544-RE@ACCOR.COM,-21.27588193,-44.99583189,https://all.accor.com/hotel/B544/index.en.shtml
3054,ibis Paulinia,IBH,PAULINIA,Brazil,"Rua 31 de Março, 290, Santa Cecilia, PAULINIA - SP",13140-340,+55 1938337155,H3054-RE@accor.com,-22.76437,-47.1568,https://all.accor.com/hotel/3054/index.en.shtml
8885,ibis Imperatriz,IBH,IMPERATRIZ,Brazil,"Avenida Getulio Vargas, 1779, Centro",65903280,+55 99/33212699,h8885-re@accor.com,-5.52447,-47.4763,https://all.accor.com/hotel/8885/index.en.shtml
C0V8,ibis Styles Campinas Alphaville,IBS,Campinas,Brazil,,13098320,+55 1932627700,hc0v8-re@accor.com,-22.82185,-47.03593,https://all.accor.com/hotel/C0V8/index.en.shtml
9452,ibis budget Campinas Aquidaban,IBB,CAMPINAS,Brazil,Rua Jose Paulino 229,1301300,+55 19/21375968,H9452-re@accor.com,-22.91201,-47.05816,https://all.accor.com/hotel/9452/index.en.shtml
9486,Ibis Tatuí,IBH,TATUÍ,Brazil,Rua Jaqueline Poles 215,18277018,+55 015997077788,H9486-RE@ACCOR.COM,-23.34311,-47.87589,https://all.accor.com/hotel/9486/index.en.shtml
8279,Ibis Itatiba,IBH,ITATIBA,Brazil,"Rua Mario Belloni, 20, Jd Nossa Senhora das Graças",13257401,+55 1148560080,H8279-RE@ACCOR.COM,-22.99147,-46.84459,https://all.accor.com/hotel/8279/index.en.shtml
8138,Ibis Itu Plaza Shopping,IBH,ITU,Brazil,"Av Wolko Orni Yedlin 1251, Inside Itu Shopping Plaza",13304 360,+55 1134143454,h8138-re@accor.com,-23.2625,-47.28061,https://all.accor.com/hotel/8138/index.en.shtml
9399,Novotel Itu Terras de São José Golf & Resort,NOV,ITU,Brazil,"Al. São Paulo Golf, Sem Número, Terras De São Jose I",13306440,+55 1121181400,reservasnovotelitu@accor.com,-23.29957,-47.29868,https://all.accor.com/hotel/9399/index.en.shtml
9190,ibis Jundiai Shopping,IBH,JUNDIAI,Brazil,Avenida Nove de Julho 2921,13208056,+55 11/33088300,H9190-re@accor.com,-23.19723,-46.88917,https://all.accor.com/hotel/9190/index.en.shtml
9162,Mercure Jundiaí Shopping (formerly Adagio).,MER,JUNDIAÍ,Brazil,"Avenida 9 De Julho, 3401",13208056,+55 11/33789400,h9162-re@accor.com,-23.20126,-46.89157,https://all.accor.com/hotel/9162/index.en.shtml
9160,ibis budget Jundiaí Shopping,IBB,JUNDIAI,Brazil,Av 9 de Julho 3401,13208 056,+55 1133789400,h9160-re@accor.com,-23.202704,-46.892442,https://all.accor.com/hotel/9160/index.en.shtml
B0V0,ibis Styles Sorocaba Santa Rosalia,IBS,SOROCABA,Brazil,"Avenida Dom Aguirre, 3065, Jardim Santa Rosalia",18081029,+55 1531311300,hb0v0-re@accor.com,-23.48564,-47.43865,https://all.accor.com/hotel/B0V0/index.en.shtml
2907,ibis Sorocaba,IBH,SOROCABA,Brazil,"Rua Sra Maria Aparecida, Pessoti Milego 290",18048140,+55 15/21016300,H2907-RE@accor.com,-23.52977,-47.46369,https://all.accor.com/hotel/2907/index.en.shtml
9456,Novotel Sorocaba,NOV,SOROCABA,Brazil,"Av Prof Izoraida Marques Peres, 770, Parque Campolim",18048110,+55 1535001850,h9456-re@accor.com,-23.53579,-47.4663,https://all.accor.com/hotel/9456/index.en.shtml
9450,Ibis budget Sorocaba,IBB,SOROCABA,Brazil,"Av Prof Izoraida Marques Peres, 770, Parque Campolim",18048110,+55 1535001950,h9450-re@accor.com,-23.536933,-47.46596,https://all.accor.com/hotel/9450/index.en.shtml
B2W0,ibis budget Capão Bonito,IBB,CAPAO BONITO,Brazil,"Rua Yoiti Ikeda, 300",18305485,+55 15996663377,hb2w0-re@accor.com,-24.0084124,-48.3450414,https://all.accor.com/hotel/B2W0/index.en.shtml
5520,ibis budget Tambore,IBB,BARUERI,Brazil,"Av Marcos Penteado de Ulhoa, Rodrigues 1055 Tamboré",06460-040,+55 1142089700,h5520-re@accor.com,-23.50552,-46.83538,https://all.accor.com/hotel/5520/index.en.shtml
3255,ibis Tambore,IBH,BARUERI,Brazil,"R. Marcos Penteado de Ulhoa, Rodrigues 1111, Tamboré",06460040,+55 11/42081100,H3255-RE@accor.com,-23.50601,-46.83558,https://all.accor.com/hotel/3255/index.en.shtml
9584,Ibis budget Barbacena,IBB,BARBACENA,Brazil,Av Governador Bias Fortes 1027,36204168,+55 32 39390900,h9584-re@accor.com,-21.2139891,-43.7576333,https://all.accor.com/hotel/9584/index.en.shtml
9655,ibis Osasco,IBH,OSASCO,Brazil,Avenida Dos Autonomistas 2435,06194 050,+55 11/28137200,h9655-re@accor.com,-23.53795,-46.7768,https://all.accor.com/hotel/9655/index.en.shtml
9527,ibis budget Osasco,IBB,OSASCO,Brazil,Avenida Dos Autonomistas 2435,06090-020,+55 1128137200,h9655-re1@accor.com,-23.53803,-46.77681,https://all.accor.com/hotel/9527/index.en.shtml
8990,Ibis Styles São Paulo Barra Funda,IBS,SÃO PAULO,Brazil,"Av Marques De Sao Vicente 1619, Barra Funda",1139003,+55 11/35765500,h8990-re@accor.com,-23.51896,-46.67687,https://all.accor.com/hotel/8990/index.en.shtml
2211,Ibis Sao Paulo Barra Funda,IBH,SAO PAULO,Brazil,"Rua Eduardo Viana 163, BARRA FUNDA",01133040,+55 1133937300,H2211-RE@accor.com,-23.519,-46.65485,https://all.accor.com/hotel/2211/index.en.shtml
B727,Ibis Budget Guarulhos Airport,IBB,GUARULHOS,Brazil,"Avenida Lauro de Gusmão Silveira, 1125, Pq Ind do Jardim Sao Geraldo",07140-010,+55 1151080210,hb727-re@accor.com,-23.43903,-46.49673,https://all.accor.com/hotel/B727/index.en.shtml
9352,Mercure São Paulo Barra Funda,MER,SÃO PAULO,Brazil,"Alameda Olga, 288, Barra Funda",01155040,+55 1142806100,h9352-re@accor.com,-23.52871,-46.66302,https://all.accor.com/hotel/9352/index.en.shtml
2992,Novotel Sao Paulo Center Norte,NOV,São Paulo,Brazil,"Avenida Zaki Narchi 500, Vila Guilherme",02029000,+55 1122244000,reservas.novotelcenternorte@accor.com,-23.51193,-46.62076,https://all.accor.com/hotel/2992/index.en.shtml
5021,ibis Guarulhos,IBH,GUARULHOS,Brazil,"R. General Osorio 19, Centro, Guarulhos - SP",07024000,+55 11/21595950,h5021-re@accor.com,-23.47274,-46.53252,https://all.accor.com/hotel/5021/index.en.shtml
8923,Pullman São Paulo Guarulhos Airport,PUL,GUARULHOS,Brazil,"Rod Helio Smidt S/N, Acesso Base Aerea Cumbica",07190 100,+55 11/21245800,reservas.pullmanspairport@accor.com,-23.4502,-46.48905,https://all.accor.com/hotel/8923/index.en.shtml
3637,Mercure Guarulhos Aeroporto,MER,GUARULHOS,Brazil,"Rua Barao de Maua 450, Centro, GUARULHOS - SP",07012040,+55 1124759988,h3637-re@accor.com,-23.47319,-46.53212,https://all.accor.com/hotel/3637/index.en.shtml
5524,ibis budget SP Centro São João,IBB,Sao Paulo,Brazil,"Avenida Sao Joao 1140, Centro",01036100,+55 1128786400,ibisbudgetspsaojoaoreservas@accor.com,-23.53954,-46.64398,https://all.accor.com/hotel/5524/index.en.shtml
