wikidataQid,wikidataName,wikidataCity,wikidataCountry,wikidataLatitude,wikidataLongitude,wikidataWebsite,matchedStagingRecordId,matchedStagingSourceRecordId,matchedStagingName,matchedStagingCity,matchConfidence,matchScore,matchReason,distanceMeters,nameSimilarity,recommendedAction
Q111111828,Lodging House Beach Punta Cana,,Dominican Republic,18.6805256,-68.4203917,,recpwGafU0YICWjRN,way/252975412,nh Hotels,,low,32,geo=199m,199.352850636822,0,likely_new_wikidata
Q111111829,Bavaro Green,,Dominican Republic,18.61083,-68.41237,,recOQNDXQrElxmDeJ,node/4944858821,Club havana house renta de habitacion por noche,,none,20,geo=295m,294.64767087019817,0,likely_new_wikidata
Q111114050,Conrado's Guesthouse B&B,,Dominican Republic,18.66394,-70.47103,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,199385.98397514588,0,likely_new_wikidata
Q111115104,Residencial Lakis 1,Boca Chica,Dominican Republic,18.4545962,-69.605636,,recwsFvI2qhP3lNhs,way/407017172,Hotel Villa Capri,Boca Chica,low,47,city; geo=232m,232.25476656314967,0,likely_new_wikidata
Q111115326,Sava Salinas,,Dominican Republic,18.21295,-70.535333,,recAE4lMCgObXbLBp,node/9330856129,Hotel Savas Salinas,,none,20,geo=458m,458.1060079133508,0.25,likely_new_wikidata
Q111117340,King Ranch Villas,,Dominican Republic,18.4508673,-70.1754399,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,172445.19812753404,0,likely_new_wikidata
Q111117540,Doña Chava,,Dominican Republic,18.0357969,-71.7423145,,rec2FvHEyxtNvGJOi,way/341067667,Hostal Doña Chava,,high,75,name=0.75; geo=3m,3.423987381680484,0.75,likely_same_property
Q111118062,Casa Azul-Apartment,,Dominican Republic,19.7881235,-70.6871655,,recnkjwwLM8rjOjAw,node/6566452585,Casa,,low,40,name=0.75,166283.05043810248,0.75,needs_research
Q111118063,Tubagua Ecolodge,,Dominican Republic,19.796886,-70.69038,,recmF5dN7b7rtfrXg,node/2106239024,Hostal Kevin,,low,32,geo=218m,218.03581788265762,0,likely_new_wikidata
Q111120312,Laguna Park Hostel ( El Castillo),,Dominican Republic,19.744612,-70.4074045,,recg4djmMvHlS87Ho,node/4744190223,Laguna Park Hostel,,high,75,name=0.75; geo=26m,25.575415912007667,0.75,likely_same_property
Q111121543,Hostal La Colonia by The Oxo House,,Dominican Republic,18.47423,-69.88357,,recc7vXQAY24EMbxU,way/406649862,Hodelpa Caribe Colonial,,low,45,geo=36m,35.742223019515805,0,likely_new_wikidata
Q111121540,Island Life Hostel,,Dominican Republic,18.478352,-69.884481,,recqeF4TdbXDrO5ZH,way/406786249,Island Life Backpackers Hostel,,high,75,name=0.75; geo=6m,5.728534907862297,0.75,likely_same_property
Q111121541,La Choza,,Dominican Republic,18.4708768,-69.8883033,,rec6mHBnFJg31Jans,node/2955259538,Hotel Villa Colonial,Santo Domingo,low,45,geo=12m,11.582682030647872,0,likely_new_wikidata
Q111121546,Hotel Boutique Puerto Malecon,,Dominican Republic,18.46787,-69.8904188,,reckp5uQsaHW9qENs,node/12659951042,Rig Hotel Boutique,,low,45,geo=9m,9.12456357590444,0.4,likely_new_wikidata
Q111121547,Malecon Premium Rooms,,Dominican Republic,18.456242,-69.916072,,recy6kysePxg5VGmN,way/410364839,Hispañiola Hotel & Casino,Santa Domingo,none,20,geo=729m,729.4950920503857,0,likely_new_wikidata
Q111121544,Fixie Lofts Santo Domingo,,Dominican Republic,18.4750045,-69.8847359,,rec3zlsRbnp0eZfXN,way/406632312,Hotel Las Mercedes,,low,32,geo=149m,148.5611732903983,0,likely_new_wikidata
Q111121545,Royal Palace Hotel,,Dominican Republic,18.45551,-69.92482,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,125946.487445023,0.75,needs_research
Q111121548,RIG Casa Conde,,Dominican Republic,18.471912,-69.890894,,recnkjwwLM8rjOjAw,node/6566452585,Casa,,low,40,name=0.75,4543.020473012285,0.75,needs_research
Q111122870,Jardin del Caribe,,Dominican Republic,19.31351,-69.545273,,recfBEaaiUVhbgoO0,node/12919682928,Hotel el Escondite,Samana,low,32,geo=204m,204.03684239751172,0,likely_new_wikidata
Q111122871,Casa Lily & Coco,,Dominican Republic,19.3055954,-69.5602774,,recnkjwwLM8rjOjAw,node/6566452585,Casa,,low,40,name=0.75,94526.43210991083,0.75,needs_research
Q111122868,Manty's Guesthouse,,Dominican Republic,19.3149182,-69.5407463,,rec8xviYYtFZyESbo,node/4105363389,Dan and Manty's Guesthouse and Hostel,,high,75,name=0.75; geo=4m,3.546588520153962,0.75,likely_same_property
Q111122869,Afreeka Beach Hostel & Music Bar,,Dominican Republic,19.3247207,-69.5298545,,recKBD4blnXxVNCbe,node/1650284822,Hotel Palapa,,low,45,geo=16m,16.26158324237423,0,likely_new_wikidata
Q111124503,Hostel La Ballena Backpacker,,Dominican Republic,19.28764,-69.20057,,rec5kvhU0AkGV8yA0,node/7243041990,Hotel Playita,,low,32,geo=177m,177.0289795513257,0,likely_new_wikidata
Q111414743,Hodelpa Garden Court,,Dominican Republic,19.39902,-70.62958,,recAVrsqIjW8G7461,way/312593390,Hodelpa Garden Court Hotel,,high,75,name=0.77; geo=52m,51.84040290423046,0.769,likely_same_property
Q111414746,Casa Marina Beach & Reef All Inclusive,,Dominican Republic,19.76658,-70.51635,,rec60cjbdgrl4PyWs,way/204089278,Casa Marina Beach & Reef,,medium,62,name=0.75; geo=113m,112.81201103877021,0.75,possible_same_property
Q111414747,"Viva Wyndham V Heavens - All-Inclusive Resort, Adults Only",,Dominican Republic,19.76847,-70.64285,,recwGnkdJ3OHbkr5G,node/2998208193,Celuisma Playa Dorada Beach Hotel,,low,32,geo=205m,204.90127595419142,0,likely_new_wikidata
Q111414744,Viva Wyndham Tangerine - All Inclusive,Cabarete,Dominican Republic,19.75298,-70.41649,,recf6iLYPRWDJpADo,way/659053800,Viva Wyndham Tangerine,,medium,62,name=0.75; geo=112m,112.34500090149085,0.75,possible_same_property
Q111414745,Velero Beach Resort,,Dominican Republic,19.752839,-70.402246,,recSDihYtyt2hJqxZ,node/3415002993,Sans Souci Appartments,,low,32,geo=156m,156.27934782228368,0,likely_new_wikidata
Q111414750,Sunscape Puerto Plata All Inclusive,,Dominican Republic,19.77016,-70.64135,,recdH2Mfdkdx3Nzhv,node/2998196506,Sunshade Puerto Plata All Inclusive,,medium,60,name=0.67; geo=7m,7.1728968450510955,0.667,possible_same_property
Q111414751,Emotions Puerto Plata,,Dominican Republic,19.77029,-70.64508,,reczoShKlKLARpiAh,node/1234382123,Emotion By Hodelpa.,,low,45,geo=9m,9.497611707758821,0,likely_new_wikidata
Q111414748,BlueBay Villas Doradas - Adults Only - All Inclusive,,Dominican Republic,19.76921,-70.6398,,recdH2Mfdkdx3Nzhv,node/2998196506,Sunshade Puerto Plata All Inclusive,,low,32,geo=190m,190.35560767507815,0.2,likely_new_wikidata
Q111414749,Casa Colonial Beach & Spa,,Dominican Republic,19.7693,-70.63946,,recnkjwwLM8rjOjAw,node/6566452585,Casa,,low,40,name=0.75,161937.25427343394,0.75,needs_research
Q111414754,Whala!Boca Chica - All Inclusive,,Dominican Republic,18.44813,-69.6115,,rechsrrJgf2AXhF3x,node/4178501205,Hostal Don Gregor,,low,45,geo=15m,15.396689634520545,0,likely_new_wikidata
Q111414755,Be Live Experience Hamaca Garden,,Dominican Republic,18.44941,-69.60413,,recMNHMHCJQAFrotm,node/314446408,Hamaca,,high,75,name=0.75; geo=21m,21.28902722102056,0.75,likely_same_property
Q111414752,Be Live Collection Marien - All Inclusive,,Dominican Republic,19.77678,-70.6596,,rec75bYsfNDRf1xON,way/1059869803,Be Live Collection,,low,40,name=0.75,251058.88656816198,0.75,needs_research
Q111414753,VH - Gran Ventana Beach Resort,,Dominican Republic,19.77841,-70.65679,,recwIobNfW0OjILkc,node/1207422127,Be Live Grand Marien Hotel,,low,32,geo=179m,179.4894331667126,0,likely_new_wikidata
Q111414759,Presidential Suites by Lifestyle - All Inclusive,,Dominican Republic,19.817136,-70.731212,,reckIypxD4nuH0bJW,node/4239744248,Cofresi Palm,,low,32,geo=198m,198.13769729245698,0,likely_new_wikidata
Q111414756,Be Live Experience Hamaca Suites,Provincia Santo Domingo,Dominican Republic,18.4493,-69.60404,,recMNHMHCJQAFrotm,node/314446408,Hamaca,,high,75,name=0.75; geo=10m,10.375437595849522,0.75,likely_same_property
Q111414757,Be Live Experience Hamaca Beach,Boca Chica,Dominican Republic,18.44925,-69.604,,recMNHMHCJQAFrotm,node/314446408,Hamaca,,high,75,name=0.75; geo=10m,10.352245645219611,0.75,likely_same_property
Q111414761,Cofresi Palm Beach & Spa Resort All Inclusive,,Dominican Republic,19.81851,-70.730515,,reckIypxD4nuH0bJW,node/4239744248,Cofresi Palm,,high,75,name=0.75; geo=29m,29.26031436119004,0.75,likely_same_property
Q111414766,Playabachata Resort - All Inclusive,,Dominican Republic,19.83371,-70.76715,,rechVy93Zf840ebIE,node/354627440,Hotel RIU Merengue,Maimón,low,45,geo=52m,51.84979754473425,0,likely_new_wikidata
Q111414764,Hotel Alisei,,Dominican Republic,19.32635,-69.5456,,receKU120rVrNpXiP,way/151713273,Alisei,,high,75,name=0.75; geo=44m,43.58971172737262,0.75,likely_same_property
Q111414770,Bahia Principe Grand El Portillo,,Dominican Republic,19.32326,-69.49518,,recjxIB2M9qa7iRpV,way/199921835,Gran Bahia Principe El Portillo,,medium,60,name=0.67; geo=58m,57.5198861837798,0.667,possible_same_property
Q107040881,Hotel El Conde,Santo Domingo,Dominican Republic,18.47368,-69.88451,,rechpvK78h3u3lLmd,way/406993692,Hotel Conde,,medium,60,name=0.67; geo=10m,10.27717442765248,0.667,possible_same_property
Q111414777,"Hilton La Romana, an All-Inclusive Family Resort & Waterpark",,Dominican Republic,18.376727,-68.845429,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,55798.09499971469,0.111,likely_new_wikidata
Q111414782,Los Flamencos Aparthotel,,Dominican Republic,18.34829,-68.82597,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,239366.25314158737,0.75,needs_research
Q111414783,Dreams Dominicus La Romana - All Inclusive,,Dominican Republic,18.345772,-68.81966,,rece8cjxNMN9zPISn,way/540475898,Dreams Dominicus La Romana,Bahahibe,high,75,name=0.75; geo=39m,38.531598224539934,0.75,likely_same_property
Q111414780,Hilton La Romana All- Inclusive Adult Resort & Spa Punta Cana,,Dominican Republic,18.376722,-68.84542,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,55798.11056278658,0.091,likely_new_wikidata
Q111414781,Villa Iguana,,Dominican Republic,18.3675,-68.83886,,recs7ASer9kOgKCfx,node/3754705960,Bayahibe Guest House,,low,45,geo=19m,18.887075105807718,0,likely_new_wikidata
Q111414786,Breathless Punta Cana Resort & Spa - Adults Only - All Inclusive,,Dominican Republic,18.8086,-68.58126,,recBtSlW3hkbTz5mh,node/3154209897,TIPICAS CASETAS HOTEL,,low,45,geo=63m,63.15641479989634,0,likely_new_wikidata
Q111414787,Dreams Onyx Resort & Spa - All Inclusive,,Dominican Republic,18.8061,-68.57856,,rec6KwAAfU9NHmQWs,way/310072877,Dreams Resort Hotel,,none,20,geo=511m,511.1536940391211,0.286,likely_new_wikidata
Q111414784,Be Live Collection Canoa - All Inclusive,,Dominican Republic,18.34284,-68.81506,,rectK557ghKRwst6X,way/1060027632,Be Live,,medium,62,name=0.75; geo=229m,228.57706969664073,0.75,possible_same_property
Q111414785,Zoetry Agua Punta Cana,,Dominican Republic,18.83677,-68.61098,,recvj8ZK2yyyyEcf8,node/3154071208,Zoetry Agua,,medium,62,name=0.75; geo=76m,76.36565091676549,0.75,possible_same_property
Q111414790,Ocean El Faro Resort - All Inclusive,,Dominican Republic,18.79247,-68.56107,,rec8D9JtMjRhawkd9,node/9381445917,Ocean El Faro,,medium,50,name=0.75; geo=786m,785.9270855739618,0.75,possible_same_property
Q111414791,Dreams Macao Beach Punta Cana,,Dominican Republic,18.772761,-68.534906,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,6854.209293948915,0,likely_new_wikidata
Q111414788,Live Aqua Beach Resort Punta Cana - All Inclusive - Adults Only,,Dominican Republic,18.80481,-68.57774,,recl6cZyAVh7dbdHK,way/1359398359,Live Aqua,Punta Cana,medium,50,name=0.75; geo=255m,254.64609611237614,0.75,possible_same_property
Q111414789,Dreams Punta Cana Resort & Spa,La Altagracia,Dominican Republic,18.803898,-68.574295,,rechyvarRE550RVQa,way/335856784,Dreams Punta Cana Resort & Spa,Punta Cana,high,85,name=1.00; geo=27m,26.56111051706343,1,likely_same_property
Q111414794,Occidental Caribe - All Inclusive,,Dominican Republic,18.73017,-68.47293,,rec8e4cEyOWoNKU1R,node/3015649822,Occidental Caribe (former Barcelo Punta Cana),,none,20,geo=444m,444.2958740026769,0.25,likely_new_wikidata
Q111414795,Majestic Elegance Punta Cana,Punta Cana,Dominican Republic,18.729504,-68.46685,https://www.majestic-resorts.com/punta-cana/resorts/majestic-elegance-punta-cana,recVYzMyKPJdtRrrQ,way/309228614,Majestic Elegance Punta Cana,Punta Cana,high,130,name=1.00; city; geo=29m; website,29.24645126037911,1,likely_same_property
Q111414792,Hard Rock Hotel & Casino Punta Cana - All Inclusive,,Dominican Republic,18.73322,-68.48282,,recdqw8KZvJUN5GmA,node/2106184527,Hard Rock Hotel & Casino Punta Cana - All inclusive,Punta Cana,high,90,name=1.00; geo=32m,31.74066306284773,1,likely_same_property
Q111414793,Hotel Riu Republica,Punta Cana,Dominican Republic,18.73295,-68.47862,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-republica,recB9c0Z5bxUIDVNn,way/476739407,Hotel Riu Republica,Punta Cana,high,95,name=1.00; city; website,30874.70854444884,1,likely_same_property
Q111414798,Bahia Principe Grand Aquamarine,,Dominican Republic,18.725245,-68.46445,,rec7nxjVwRIs2ZJUi,node/4660748808,Grand Bahia Principe Aquamarine,,high,90,name=1.00; geo=42m,42.1206270589352,1,likely_same_property
Q111414799,Bahia Principe Grand Punta Cana,,Dominican Republic,18.72495,-68.46321,,recMDZfxymFjSvS1E,node/3145252104,Grand Bahia Principe Punta Cana,,medium,65,name=1.00; geo=457m,456.5802411914309,1,possible_same_property
Q111414796,Majestic Colonial Punta Cana,Punta Cana,Dominican Republic,18.73354,-68.46637,https://www.majestic-resorts.com/punta-cana/resorts/majestic-colonial-punta-cana,recVYzMyKPJdtRrrQ,way/309228614,Majestic Elegance Punta Cana,Punta Cana,high,75,name=0.60; city; geo=425m; website,425.4508743103966,0.6,likely_same_property
Q111414797,Bahia Principe Grand Bavaro,,Dominican Republic,18.721773,-68.46587,,recxaYzaUqgxL4lIE,node/4660748798,Grand Bahia Principe Bavaro,,high,90,name=1.00; geo=22m,22.49006651191625,1,likely_same_property
Q111414802,Bahia Principe Luxury Esmeralda,,Dominican Republic,18.72527,-68.45944,,rec16RWH9fXiJAYSi,node/4725033690,Esmeralda,,low,40,name=0.75,155736.73675844463,0.75,needs_research
Q111414800,Bahia Principe Luxury Ambar,Punta Cana,Dominican Republic,18.728513,-68.461623,,recVYzMyKPJdtRrrQ,way/309228614,Majestic Elegance Punta Cana,Punta Cana,low,35,city; geo=552m,551.6609093635069,0,likely_new_wikidata
Q111414801,Hotel Riu Palace Punta Cana,Punta Cana,Dominican Republic,18.722275,-68.459785,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-palace-punta-cana,reckU9zfnI2Gt0UKT,way/142306646,Hotel Riu Palace Punta Cana,Punta Cana,high,117,name=1.00; city; geo=147m; website,147.4578128945907,1,likely_same_property
Q111414806,"Royalton Bavaro, An Autograph Collection All-Inclusive Resort & Casino",,Dominican Republic,18.72023,-68.45557,,recACeZOdcNWn1K3n,way/27957139,Hotel Riu Palace Macao,Punta Cana,low,45,geo=13m,12.92645778467474,0,likely_new_wikidata
Q111414807,Hotel Riu Palace Bavaro,Punta Cana,Dominican Republic,18.71952,-68.45465,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-palace-bavaro,recf0ix5UJsuyNtYP,relation/1922795,Hotel Riu Palace Bavaro,Punta Cana,high,117,name=1.00; city; geo=174m; website,174.1558999698712,1,likely_same_property
Q111414804,Hotel Riu Bambu,Punta Cana,Dominican Republic,18.72128,-68.45928,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-bambu,recnz3SIPqTXIXXlc,way/53581002,Hotel Riu Bambu,Punta Cana,high,105,name=1.00; city; geo=263m; website,262.63235546350677,1,likely_same_property
Q111414805,Hotel Riu Naiboa,Punta Cana,Dominican Republic,18.71739,-68.45623,,recK9FMXgzNIM5Mfi,way/142306645,Hotel Riu Naiboa,Punta Cana,high,92,name=1.00; city; geo=98m,97.80688610088512,1,likely_same_property
Q111414810,Caribe Deluxe Princess - All Inclusive,,Dominican Republic,18.70325,-68.44446,,rec4qeOo8BZ6oqnja,way/309243773,Punta Cana Princess All suites Hotel,,low,32,geo=239m,238.7869128281779,0.222,likely_new_wikidata
Q111414811,Tropical Deluxe Princess - All Inclusive,,Dominican Republic,18.705114,-68.442337,,rec4qeOo8BZ6oqnja,way/309243773,Punta Cana Princess All suites Hotel,,low,32,geo=117m,117.22041781060881,0.222,likely_new_wikidata
Q111414808,Paradisus Palma Real Golf & Spa Resort,,Dominican Republic,18.698399,-68.451146,,recklyMNBP5ZkYLOi,node/4439105995,CARIBE TROPICAL & PRINCESS,,none,20,geo=743m,742.5753937395397,0,likely_new_wikidata
Q111414809,Karibo Punta Cana,,Dominican Republic,18.696952,-68.445667,,rec92WN1BYdVUas7I,way/309248313,Bavaro Princess Hotel All suites Spa and Casino,,none,20,geo=760m,760.3698031993189,0,likely_new_wikidata
Q111414814,Grand Palladium Punta Cana Resort & Spa - All Inclusive,,Dominican Republic,18.694005183,-68.426575684,,recYkSB5zqB7O04nR,way/309366606,Grand Palladium Punta Cana Resort & Spa,,medium,62,name=0.75; geo=133m,132.9069192621664,0.75,possible_same_property
Q111414815,Presidential Suites Punta Cana,,Dominican Republic,18.690453,-68.422485,,recBxgvFwDLeChMTX,relation/16403388,Vista Sol Punta Cana,,low,32,geo=193m,192.68468259007687,0.333,likely_new_wikidata
Q111414812,Grand Palladium Palace Resort Spa & Casino - All Inclusive,Punta Cana,Dominican Republic,18.687547,-68.429053,,rec4hTMlYNEtrGTO3,way/675403679,The Westin Punta Cana - Resort & Club,Punta Cana,none,25,city,18255.44918987041,0.077,likely_new_wikidata
Q111414813,Grand Palladium Bávaro Suites Resort & Spa - All Inclusive,,Dominican Republic,18.687476,-68.428805,,recSzEC6etzrxrtVp,node/4950101005,Grand Palladium Bavaro Suites Resort & Spa,,low,40,name=0.75,844.0995101242146,0.75,needs_research
Q111414818,whala!bávaro,,Dominican Republic,18.68521,-68.41546,,recs6SpFGVXsV0bwZ,way/922804087,Villa Mare,,low,45,geo=47m,46.84219179814212,0,likely_new_wikidata
Q111414819,Dreams Royal Beach Punta Cana,,Dominican Republic,18.67917,-68.41583,,rec0MlLbWj7iFEeLz,node/4918991365,Paradisus Punta cana,,none,20,geo=477m,476.6404501265943,0.333,likely_new_wikidata
Q111414816,Impressive Premium Punta Cana,,Dominican Republic,18.68743,-68.41929,,rec0bnhmBBccd6UCB,node/12998607201,Impressive Punta Cana - All Inclusive,,low,32,geo=157m,156.56597829808288,0.5,needs_research
Q111414817,Impressive Punta Cana,,Dominican Republic,18.687952,-68.418366,,rec0bnhmBBccd6UCB,node/12998607201,Impressive Punta Cana - All Inclusive,,high,75,name=0.75; geo=53m,52.584222808878785,0.75,likely_same_property
Q111414822,Hodelpa Gran Almirante,,Dominican Republic,19.4653,-70.68688,,recSSMLwPOka3fvTm,way/233446403,Hodelpa Gran Almirante,,high,90,name=1.00; geo=42m,41.96899480852508,1,likely_same_property
Q111414823,Barceló Bávaro Beach - Adults Only All Inclusive,,Dominican Republic,18.66699,-68.40234,,recspDAtr0xTjWnLq,way/104646167,Barceló Bávaro Beach – Adults only,,low,35,name=0.71; geo=298m,297.75465168157086,0.714,needs_research
Q111414820,Paradisus Grand Cana,,Dominican Republic,18.67625,-68.4129,,rec0MlLbWj7iFEeLz,node/4918991365,Paradisus Punta cana,,low,32,geo=151m,151.4006345896696,0.5,needs_research
Q111414821,Melia Caribe Beach Resort - All Inclusive,,Dominican Republic,18.67345,-68.40697,,recK7yuxL4HEFic6m,node/11628073769,Melia caribe beach resort,,medium,50,name=0.75; geo=795m,794.5022979349678,0.75,possible_same_property
Q111414826,Dreams Palm Beach Punta Cana - All Inclusive,Punta Cana,Dominican Republic,18.64922,-68.36345,,recR0mRWPUiKZxmJi,node/9296353657,"Radisson Blu Resort & Residence, Punta Cana",Punta Cana,low,35,city; geo=735m,734.8751906551421,0.182,likely_new_wikidata
Q111414827,Be Live Collection Punta Cana - All Inclusive,,Dominican Republic,18.64852,-68.3614,,rec75bYsfNDRf1xON,way/1059869803,Be Live Collection,,low,40,name=0.75,59013.96213741467,0.75,needs_research
Q111414824,Eden Roc At Cap Cana,,Dominican Republic,18.456630084,-68.424979852,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,43042.03424835937,0,likely_new_wikidata
Q111414825,Secrets Cap Cana Resort & Spa,,Dominican Republic,18.48609,-68.39631,,recfdfyRbFcMyChE2,way/677625141,Secrets Cap Cana Resort & Spa,,medium,65,name=1.00; geo=287m,286.9302688709231,1,possible_same_property
Q111414830,TRS Cap Cana Hotel - Adults Only,,Dominican Republic,18.504353,-68.377287,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,288025.80654732196,0.75,needs_research
Q111414831,The Westin Puntacana Resort & Club,,Dominican Republic,18.53793,-68.35628,,rec4hTMlYNEtrGTO3,way/675403679,The Westin Punta Cana - Resort & Club,Punta Cana,medium,60,name=0.57; geo=64m,64.36479282909723,0.571,possible_same_property
Q111414828,Four Points by Sheraton Puntacana Village,,Dominican Republic,18.55736,-68.3724,,reccwjBxCR46VDvYN,node/2613949124,Four Points by Sheraton,Punta Cana,medium,62,name=0.75; geo=213m,212.72139729440025,0.75,possible_same_property
Q111414829,Serenade Punta Cana Beach & Spa Resort - All Inclusive,,Dominican Republic,18.647055,-68.35332,,recR0mRWPUiKZxmJi,node/9296353657,"Radisson Blu Resort & Residence, Punta Cana",Punta Cana,none,20,geo=375m,375.06789531332277,0.273,likely_new_wikidata
Q111414834,Holiday Inn Santo Domingo Hotel & Suites,Santo Domingo,Dominican Republic,18.47607,-69.93644,,recI41XdtXlVf7ziU,way/378375761,Holiday Inn,Santo Domingo,high,90,name=0.75; city; geo=31m,30.65440450649471,0.75,likely_same_property
Q111414835,InterContinental Real Santo Domingo,,Dominican Republic,18.46847,-69.93884,,recacaKKCHbKvSVlK,node/3161538019,Real Intercontinental,"Santo Domingo , Rep Dominicana",low,45,geo=18m,18.359965060538947,0.5,needs_research
Q111414832,JW Marriott Hotel Santo Domingo,Santo Domingo,Dominican Republic,18.47229,-69.94126,,rec7ucMafuU8K6pHQ,way/359598125,JW Marriott Santo Domingo,Santo Domingo,high,90,name=0.80; city; geo=45m,44.728351377265916,0.8,likely_same_property
Q111414833,Dominican Fiesta Hotel & Casino,,Dominican Republic,18.44074,-69.97021,,rec9DbZhz2nbCU4ml,way/93553072,Hotel Dominican Fiesta,,medium,62,name=0.75; geo=153m,152.81603802899593,0.75,possible_same_property
Q111414838,W&P Santo Domingo,,Dominican Republic,18.45665,-69.93694,,recQnihApwucfB5w6,way/379027094,Hotel BQ;Vent W&P Santo Domingo,Santo Domingo,high,75,name=0.75; geo=46m,46.19889493232443,0.75,likely_same_property
Q111414839,"El Embajador, a Royal Hideaway Hotel",,Dominican Republic,18.4556,-69.93393,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,125011.69112609272,0.75,needs_research
Q111414836,Radisson Hotel Santo Domingo,,Dominican Republic,18.47801,-69.92849,,recEwDkaiOJjQVloi,node/3216771022,Radisson Hotel Santo Domingo,Santo Domingo,high,90,name=1.00; geo=29m,28.808963815786093,1,likely_same_property
Q111414837,Embassy Suites by Hilton Santo Domingo,Santo Domingo,Dominican Republic,18.47552,-69.92684,,recxs2xZCZVl6Xdsm,node/3681551947,Embassy Suites by Hilton,,high,75,name=0.75; geo=43m,42.51245495731241,0.75,likely_same_property
