wikidataQid,wikidataName,wikidataCity,wikidataCountry,wikidataLatitude,wikidataLongitude,wikidataWebsite,matchedStagingRecordId,matchedStagingSourceRecordId,matchedStagingName,matchedStagingCity,matchConfidence,matchScore,matchReason,distanceMeters,nameSimilarity,recommendedAction
Q112020335,Hotel Century Plaza,,Dominican Republic,19.44895,-70.664431,,,node/4207688396,Hotel Century Plaza,,high,90,name=1.00; geo=57m,57.0430834565294,1,likely_same_property
Q112020332,El Valle Lodge,,Dominican Republic,19.27578,-69.33301,,,node/9165301517,Unique Exotic Hotel,,low,45,geo=49m,48.53942823593119,0,likely_new_wikidata
Q112020333,Paraiso Ecolodge,,Dominican Republic,19.83769,-71.21687,,,node/6592115592,Punta Rucia,,none,20,geo=774m,773.832123010862,0,likely_new_wikidata
Q111414743,Hodelpa Garden Court,,Dominican Republic,19.39902,-70.62958,,,way/312593390,Hodelpa Garden Court Hotel,,high,75,name=0.77; geo=52m,51.84040290423046,0.769,likely_same_property
Q111414746,Casa Marina Beach & Reef All Inclusive,,Dominican Republic,19.76658,-70.51635,,,way/204089278,Casa Marina Beach & Reef,,medium,62,name=0.75; geo=113m,112.81201103877021,0.75,possible_same_property
Q111414747,"Viva Wyndham V Heavens - All-Inclusive Resort, Adults Only",,Dominican Republic,19.76847,-70.64285,,,node/2998208193,Celuisma Playa Dorada Beach Hotel,,low,32,geo=205m,204.90127595419142,0,likely_new_wikidata
Q111414744,Viva Wyndham Tangerine - All Inclusive,Cabarete,Dominican Republic,19.75298,-70.41649,,,way/659053800,Viva Wyndham Tangerine,,medium,62,name=0.75; geo=112m,112.34500090149085,0.75,possible_same_property
Q111414745,Velero Beach Resort,,Dominican Republic,19.752839,-70.402246,,,node/2966028861,Hotel Alegria,,low,32,geo=199m,199.2683204284241,0,likely_new_wikidata
Q111414750,Sunscape Puerto Plata All Inclusive,,Dominican Republic,19.77016,-70.64135,,,node/2998196506,Sunshade Puerto Plata All Inclusive,,medium,60,name=0.67; geo=7m,7.1728968450510955,0.667,possible_same_property
Q111414751,Emotions Puerto Plata,,Dominican Republic,19.77029,-70.64508,,,node/1234382123,Emotion By Hodelpa.,,low,45,geo=9m,9.497611707758821,0,likely_new_wikidata
Q111414748,BlueBay Villas Doradas - Adults Only - All Inclusive,,Dominican Republic,19.76921,-70.6398,,,node/2998196506,Sunshade Puerto Plata All Inclusive,,low,32,geo=190m,190.35560767507815,0.2,likely_new_wikidata
Q111414749,Casa Colonial Beach & Spa,,Dominican Republic,19.7693,-70.63946,,,node/5614046221,Casa,,low,40,name=0.75,37285.91320511012,0.75,needs_research
Q111414754,Whala!Boca Chica - All Inclusive,,Dominican Republic,18.44813,-69.6115,,,node/4178501205,Hostal Don Gregor,,low,45,geo=15m,15.396689634520545,0,likely_new_wikidata
Q111414755,Be Live Experience Hamaca Garden,,Dominican Republic,18.44941,-69.60413,,,node/314446408,Hamaca,,high,75,name=0.75; geo=21m,21.28902722102056,0.75,likely_same_property
Q111414752,Be Live Collection Marien - All Inclusive,,Dominican Republic,19.77678,-70.6596,,,way/1059114266,Be Live,,low,40,name=0.75,250851.4701170764,0.75,needs_research
Q111414753,VH - Gran Ventana Beach Resort,,Dominican Republic,19.77841,-70.65679,,,node/1207422127,Be Live Grand Marien Hotel,,low,32,geo=179m,179.4894331667126,0,likely_new_wikidata
Q111414759,Presidential Suites by Lifestyle - All Inclusive,,Dominican Republic,19.817136,-70.731212,,,node/354626498,Hotel Sun Village,,low,32,geo=174m,173.673487814373,0,likely_new_wikidata
Q111414756,Be Live Experience Hamaca Suites,Provincia Santo Domingo,Dominican Republic,18.4493,-69.60404,,,node/314446408,Hamaca,,high,75,name=0.75; geo=10m,10.375437595849522,0.75,likely_same_property
Q111414757,Be Live Experience Hamaca Beach,Boca Chica,Dominican Republic,18.44925,-69.604,,,node/314446408,Hamaca,,high,75,name=0.75; geo=10m,10.352245645219611,0.75,likely_same_property
Q111414761,Cofresi Palm Beach & Spa Resort All Inclusive,,Dominican Republic,19.81851,-70.730515,,,node/4239744248,Cofresi Palm,,high,75,name=0.75; geo=29m,29.26031436119004,0.75,likely_same_property
Q111414764,Hotel Alisei,,Dominican Republic,19.32635,-69.5456,,,way/151713273,Alisei,,high,75,name=0.75; geo=44m,43.58971172737262,0.75,likely_same_property
Q112020282,Villas del Lago Lake Resort & Campground,,Dominican Republic,19.269948,-70.711935,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,62841.14615237517,0,likely_new_wikidata
Q112020283,Hotel Las Caobas,,Dominican Republic,19.29925,-70.2673,,,node/1739578195,Hotel Las Caobas,,high,90,name=1.00; geo=61m,60.53797127833545,1,likely_same_property
Q112020284,Hotel Sinai,,Dominican Republic,19.3745,-69.84529,,,node/1600567851,Hotel,,low,40,name=0.75,184668.85212278838,0.75,needs_research
Q112020387,Colonial 154 H Boutique,,Dominican Republic,18.47431,-69.88666,,,node/597456591,Hodelpa Novus Plaza,,low,32,geo=162m,161.7946054219417,0,likely_new_wikidata
Q112020388,La Choza Guesthouse,Santo Domingo,Dominican Republic,18.47117,-69.88837,,,node/2955259538,Hotel Villa Colonial,Santo Domingo,medium,60,city; geo=35m,35.28191533163085,0,possible_same_property
Q112020389,Suite Colonial by Cristi,Santo Domingo,Dominican Republic,18.47019,-69.88868,,,node/2955259538,Hotel Villa Colonial,Santo Domingo,low,47,city; geo=94m,93.9201618736335,0.167,likely_new_wikidata
Q132858767,Riu Palace Bávaro,,Dominican Republic,,,,,relation/1922795,Hotel Riu Palace Bavaro,Punta Cana,low,40,name=0.75,,0.75,needs_research
Q135266155,Majestic Mirage Punta Cana - All-Suite Resort,Punta Cana,Dominican Republic,18.728800054,-68.465447098,https://www.majestic-resorts.com/punta-cana/resorts/majestic-mirage-punta-cana-all-suite-resort,,node/8116547995,Majestic Mirage Punta Cana - All-Suite Resort,Punta Cana,high,130,name=1.00; city; geo=43m; website,42.790009241912955,1,likely_same_property
Q135485560,Dreams Resorts & Spas,,Dominican Republic,39.601815611,2.655613888,https://www.hyattinclusivecollection.com/en/resorts-hotels/dreams/,,way/759223343,Sunscapes Dominicus La Romana,,low,35,website,7154451.539548845,0,likely_new_wikidata
Q135492713,Zoëtry Wellness & Spa Resorts,,Dominican Republic,,,https://www.hyattinclusivecollection.com/en/resorts-hotels/zoetry/,,way/759223343,Sunscapes Dominicus La Romana,,low,35,website,,0,likely_new_wikidata
Q135526771,JOIA Bávaro by Iberostar,Punta Cana,Dominican Republic,18.711583,-68.4487203,https://www.iberostar.com/en/hotels/punta-cana/joia-bavaro-by-iberostar/,,way/309203833,JOIA Bávaro by Iberostar,Punta Cana,high,117,name=1.00; city; geo=136m; website,136.4820420653184,1,likely_same_property
Q135551961,Iberostar Waves Punta Cana,Punta Cana,Dominican Republic,18.7155223,-68.4535414,https://www.iberostar.com/en/hotels/punta-cana/iberostar-waves-punta-cana/,,way/27956819,Iberostar Waves Punta Cana,Punta Cana,high,117,name=1.00; city; geo=236m; website,236.3494672684696,1,likely_same_property
Q135645881,Iberostar Waves Dominicana,Punta Cana,Dominican Republic,18.7150717,-68.4529082,https://www.iberostar.com/en/hotels/punta-cana/iberostar-waves-dominicana/,,way/27956853,Iberostar Waves Dominicana,Punta Cana,high,117,name=1.00; city; geo=235m; website,235.22337880689184,1,likely_same_property
Q135652587,Iberostar Selection Bavaro Suites,Punta Cana,Dominican Republic,18.7129683,-68.4505154,https://www.iberostar.com/en/hotels/punta-cana/iberostar-selection-bavaro-suites/,,way/110955858,Iberostar Selection Bavaro Suites,Punta Cana,high,130,name=1.00; city; geo=37m; website,36.93336576451811,1,likely_same_property
Q135652670,Iberostar Selection Coral Bávaro,Punta Cana,Dominican Republic,18.715622,-68.4508218,https://www.iberostar.com/en/hotels/punta-cana/iberostar-selection-coral-bavaro/,,way/110962847,Iberostar Selection Coral Bávaro,Punta Cana,high,117,name=1.00; city; geo=172m; website,172.0340325213588,1,likely_same_property
Q135669692,Iberostar Selection Hacienda Dominicus,La Altagracia,Dominican Republic,18.3480885,-68.8225498,https://www.iberostar.com/en/hotels/bayahibe/iberostar-selection-hacienda-dominicus/,,way/323830323,Iberostar Hacienda Dominicus,Higüey,high,95,name=0.75; geo=34m; website,33.994274379796565,0.75,likely_same_property
Q135973434,Iberostar Waves Costa Dorada,Puerto Plata,Dominican Republic,19.7761258,-70.6584132,https://www.iberostar.com/en/hotels/puerto-plata/iberostar-waves-costa-dorada/,,way/136390467,Iberostar Waves Costa Dorada,Marapica,high,110,name=1.00; geo=39m; website,39.4913362187064,1,likely_same_property
Q136556100,Hotel Riu Palace Macao,Punta Cana,Dominican Republic,18.7202479,-68.4556674,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-palace-macao,,way/27957139,Hotel Riu Palace Macao,Punta Cana,high,130,name=1.00; city; geo=19m; website,18.550610799745012,1,likely_same_property
Q136748242,Iberostar Selection Bávaro Suites,,Dominican Republic,,,,,way/110955858,Iberostar Selection Bavaro Suites,Punta Cana,medium,55,name=1.00,,1,possible_same_property
Q139380449,Ocean Manor Beach Resort,Cabarete,Dominican Republic,,,,,way/279441553,Kaoba Hotel,Cabarete,none,25,city,,0,likely_new_wikidata
