status,recordId,name,country,city,currentSubmarket,strRegional,proposedSubmarket,confidence,source,reason
ready,rec1Y2Pr88guyIBVX,Days Inn Juan Dolio Beach,Dominican Republic,Playa Juan Dolio,Playa Juan Dolio,no,Boca Chica / Juan Dolio,Medium,dealality_keyword_corridor_map,name_keyword_boca_chica
ready,rec1YfhSCY32ZTjxS,JW Marriott Hotel Santo Domingo,Dominican Republic,Santo Domingo,Santo Domingo,no,Santo Domingo Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1cACy7swshc0MJ,Comfort Inn Cancun Aeropuerto,Mexico,Cancun,Cancun Downtown/Airport,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec1cqdEs7yVNfKNf,Maya Bella Downtown Hotel,Belize,San Ignacio,Belize,no,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1d6qmtr7JQoDw3,La Posta Del Cangrejo Hotel,Uruguay,Punta Del Este,Punta Del Este,no,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1eYwfiXkZY8Dsv,ACOYA Curaçao,Curaçao,Willemstad,Willemstad,no,Willemstad / Punda-Otrobanda,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1fOVROK4GPIm11,Croc's Resort & Casino,Costa Rica,Jacó,Jacó,no,Jacó / Herradura,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1famkAFz2yyQ3a,Super 8 Boca Chica,Dominican Republic,Boca Chica,Boca Chica,no,Boca Chica / Juan Dolio,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1hXX2MqOafnOWM,Caye Caulker Plaza Hotel,Belize,Caye Caulker,Belize,no,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1ipq3OijzP5alP,ibis Santiago Estacion Central,Chile,Santiago,Santiago,no,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1jx3B9gAQS2ne6,Hotel Coloso Arenal,Costa Rica,La Fortuna,La Fortuna,no,Arenal / La Fortuna,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1l900UGKuIlkul,Hotel Boutique Sazagua,Colombia,Pereira,Pereira,no,Coffee Region / Pereira,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1m0d0Qcksx2wD9,Enjoy Olimpia Park Resort,Brazil,Olímpia,Olímpia,no,Vila Olímpia / Berrini,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1nQrEwRijRI8LZ,Balcones del Atlántico,Dominican Republic,Samana,Samana,no,Samaná / Las Terrenas,High,dealality_keyword_corridor_map,name_keyword_samana
ready,rec1nxUTdoAJ3Am8N,El Cid La Ceiba Beach Hotel,Mexico,Cozumel,Cozumel/Isla Mujeres/Holbox,no,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1qneayhn0VHTWh,Hotel Estelar Calle 100,Colombia,Bogota,Bogota North,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec1tCG2X65YbEPFI,Travel Inn Rio Roiss Hotel,Brazil,Rio De Janeiro,Rio De Janeiro,no,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1vd4mYSe3PHno3,Hotel Pouso Real,Brazil,Rio De Janeiro,Rio De Janeiro,no,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1wNuNeXmdV0XPx,Hotel La Rana Cansada,Mexico,Playa Del Carmen,Playa Del Carmen,no,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1x8GvdZVqo3lF8,Luhho Suites Bogota,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec1y1lkl0jggxYxu,ibis Copacabana Posto 5,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1yGF96jrZT5OVz,Sunset Beach Hotel Punta Del Este,Uruguay,Punta Del Este,Punta Del Este,no,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1zVRoy1A8RO7Ml,"The Westin Lagunamar Ocean Resort Villas & Spa, Cancun",Mexico,Cancun,Cancun,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec21WjaZqNdPbNla,Claridge Hotel,Argentina,Buenos Aires,Buenos Aires Centre,no,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec224yzrzpDLp3mj,Casa Republica Barranco Boutique Hotel,Peru,Lima,Lima,no,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec23nnImPSGCxxY0,Emiliano Rio de Janeiro,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec24s8YptJ8hMSEy,Hyatt Centric San Isidro Lima,Peru,Lima,San Isidro & Surroundings,no,San Isidro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec25e3IAmA50AvAD,Park Plaza Apart Hotel,Chile,Santiago,Santiago,no,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec28581AZiRufUD5,Lost Iguana Resort,Costa Rica,La Fortuna,La Fortuna,no,Arenal / La Fortuna,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec29KtSqOxJiTszn,Viva Wyndham Fortuna Beach,Bahamas,Freeport,Freeport,no,Grand Bahama / Freeport,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2EIChTGuowr5s8,Condado Ocean Club,Puerto Rico,San Juan,San Juan Area,no,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec2F0rBo5YVaWi4O,"Hotel Rumbao, a Tribute Portfolio Hotel",Puerto Rico,San Juan,San Juan Area,no,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec2GFlB8MIMMd1um,Agustos Cusco Hotel,Peru,Cusco,Cusco,no,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2GTurYzQLt4hRK,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Mexico,Cancun,Cancun,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec2Gp44PpF0zfUUs,Confort 80 Zona Rosa,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec2IcgnbYXzatpsQ,NM Lima Hotel,Peru,Lima,Lima,no,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2K1CazGwL7IkpA,"Royalton Splash Punta Cana, An Autograph Collection All-Inclusive Resort & Casino",Dominican Republic,Punta Cana,Punta Cana,no,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2K3OW2xlK4TQSh,Garden Hotel,Peru,Lima,Lima,no,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2KviX05cQ5jiKA,Liriocala Aparthotel,Dominican Republic,Bavaro,Bavaro,no,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec2O8Y9NxchJSXpg,Sleeping Giant Rainforest Lodge,Belize,Good Living Camp,Belize,no,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2PZCFvApDeEwRX,The Click Clack Hotel,Colombia,Bogota,Parque 93,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec2PtYepYRz1XnNc,Enjoy Punta Del Este,Uruguay,Punta Del Este,Punta Del Este,no,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2RN8C6ITLhqlmz,"Viva Azteca by Wyndham, A Trademark All Inclusive Resort",Mexico,Playa Del Carmen,Playa Del Carmen,no,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2TKlMhwraaTSDJ,Dazzler by Wyndham Buenos Aires Maipu,Argentina,Buenos Aires,Buenos Aires Centre,no,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2U3cLsvMWmmlqU,Casa Roland Bead & Breakfast,Costa Rica,San Jose,San Jose,no,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec2V2gwJBUAKxHNl,Hilton San Jose La Sabana,Costa Rica,San Jose,San Jose,no,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec2Wp7UpNNlJTQii,Jaco Laguna Resort & Beach Club,Costa Rica,Jaco,Jaco,no,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,rec2WvSCfwG01tAwG,La Paloma Blanca,Costa Rica,Jaco,Jaco,no,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,rec2aR9iQWc4bmzm9,Hampton by Hilton San Juan City Center,Puerto Rico,San Juan,San Juan,no,San Juan Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2b70SnZdRAx7vU,San Lazaro Art Hotel,Colombia,Cartagena,Centro Historico,no,Cartagena,High,dealality_city_corridor_map,exact_city_map
ready,rec2csqTgAXfQhBhp,Tru by Hilton San Juan Condado,Puerto Rico,San Juan,San Juan,no,San Juan Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2h5veq9QBaykjs,Blue Beach Punta Cana Luxury Resort,Dominican Republic,Punta Cana,Punta Cana,no,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2m58qf9yauGWiH,Hard Rock Hotel & Casino Aruba,Aruba,Oranjestad,Oranjestad,no,Oranjestad / Cruise Port,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2moXxIIFFrOJQ2,Luquillo Sunrise Beach Inn,Puerto Rico,Luquillo,Luquillo,no,East Coast / Island Access,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec2n5arNQshCitpV,Majestic City Center,Chile,Santiago,Santiago,no,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2oDDLb1jxuKrio,Hotel Colonial,Colombia,Pereira,Pereira,no,Coffee Region / Pereira,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2op08qTe7qhy1N,Casitas Eclipse Hotel,Costa Rica,Quepos,Quepos,no,Manuel Antonio / Central Pacific,High,dealality_keyword_corridor_map,name_keyword_manuel_antonio
ready,rec2oyPCUZMrCBT5g,Natura Cabanas Boutique Hotel & Spa,Dominican Republic,Cabarete,Cabarete,no,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2pFKK09J9YnIEP,Hotel Vilar America,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec2qg0wuAnDkS8VA,Sonesta Hotel Cartagena,Colombia,Cartagena,Cartagena Surrounding & Morros,no,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2rXBNEd5OL58lU,KAYAK Luna,Mexico,Playa Del Carmen,Playa Del Carmen,no,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2rt7LWirHlEIrZ,"Cabos Resort Fajardo, Tapestry Collection by Hilton",Puerto Rico,Fajardo,Fajardo,no,East Coast / Island Access,High,dealality_keyword_corridor_map,name_keyword_east_coast
ready,rec2wIqZVeq7laR6r,Radisson Hotel Santo Domingo,Dominican Republic,Santo Domingo,Santo Domingo,no,Santo Domingo Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2yVb62NpBJs1A3,Ruinas Hotel,Peru,Cusco,Cusco,no,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2zB6v5h9Yayhgx,Village Catedral Resort & Spa,Argentina,San Carlos de Bariloche,San Carlos de Bariloche,no,Bariloche,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec31LPabNZXgbNnI,Hotel Windsor Suite,Chile,Santiago,Santiago,no,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec390rRFmyodQsCS,Belize Budget Suites,Belize,San Pedro,Belize,no,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec39Pgj1W6Wfqouh,Hotel El Tronco Inc,Dominican Republic,Boca Chica,Boca Chica,no,Boca Chica / Juan Dolio,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec3ASuvNk0gorA2y,Tequendama Hotel Medellín,Colombia,Medellin,Medellin,no,Medellín,High,dealality_city_corridor_map,exact_city_map
ready,rec3AmDU0Vyt6BVJ7,Holiday Inn Santo Domingo,Dominican Republic,Santo Domingo,Santo Domingo,no,Santo Domingo Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec3DSwHG0hAb19Rj,Holiday Inn Cancun Campestre Epic Center,Mexico,Cancún,Cancún,no,Cancún Airport Corridor,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec3E8kI2izN8nfSR,Garza Blanca Resort & Spa Cancun,Mexico,Cancun,Cancun,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec3KQvv2K5nPBk1C,Antara Hotel,Peru,Lima,Lima,no,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
