applyRank,candidateRecordId,osmName,osmCity,osmCountry,osmLatitude,osmLongitude,matchedLegacyRecordId,matchedLegacyName,distanceMeters,matchScore,matchReason,verifiedHotelName,verifiedCity,verifiedCountry,verifiedLatitude,verifiedLongitude,verifiedDedupeKey,promotionRiskNote
185,recnv5TWQnwJmuBFW,Finest Playa Mujeres,Zona Continental de Isla Mujeres,Mexico,21.2447319,-86.8058883,recNZ3FDVstpJodxR,Finest Playa Mujeres,27,100,"Strong name similarity (100%), same country, 27m apart",Finest Playa Mujeres,Zona Continental de Isla Mujeres,Mexico,21.2447319,-86.8058883,finest playa mujeres|zona continental de isla mujeres|mexico,High-confidence legacy census match; score meets promote threshold.
186,recnvww4RWfmzOrvT,Hotel Lizbeth,Tula de Allende,Mexico,20.0540765,-99.3390761,reco3kgbef7vQ0Hmv,Hotel Lizbeth,12,100,"Strong name similarity (100%), same country, 12m apart",Hotel Lizbeth,Tula de Allende,Mexico,20.0540765,-99.3390761,hotel lizbeth|tula de allende|mexico,High-confidence legacy census match; score meets promote threshold.
187,recny2ODI1PNSysKz,Posada del Centro,Oaxaca de Juárez,Mexico,17.0626678,-96.7280119,recJslDuZA2gor4VZ,Posada Del Centro,2,100,"Strong name similarity (100%), same country, 2m apart",Posada del Centro,Oaxaca de Juárez,Mexico,17.0626678,-96.7280119,posada del centro|oaxaca de juarez|mexico,High-confidence legacy census match; score meets promote threshold.
188,recoJpHidOtw2bKdf,Hotel Plaza Catedral,Durango,Mexico,24.024854,-104.670802,recpLxR96nYEmrwYH,Hotel Plaza Catedral,13,100,"Strong name similarity (100%), same country, 13m apart",Hotel Plaza Catedral,Durango,Mexico,24.024854,-104.670802,hotel plaza catedral|durango|mexico,High-confidence legacy census match; score meets promote threshold.
189,recoODk0WtYMMJmz9,Holiday Inn Tuxpan - Convention Center,Tuxpan,Mexico,20.9576591,-97.3427162,recrzfx69zpzhIgS4,Holiday Inn Tuxpan - Convention Center,9,100,"Strong name similarity (100%), same country, 9m apart",Holiday Inn Tuxpan - Convention Center,Tuxpan,Mexico,20.9576591,-97.3427162,holiday inn tuxpan - convention center|tuxpan|mexico,High-confidence legacy census match; score meets promote threshold.
190,recoQaQBWEUH18FWu,Hotel De Cima,Mazatlán,MX,23.2168327,-106.4213339,recfMb7u87RfjnQqv,Hotel De Cima,23,100,"Strong name similarity (100%), same country, 23m apart",Hotel De Cima,Mazatlán,MX,23.2168327,-106.4213339,hotel de cima|mazatlan|mx,High-confidence legacy census match; score meets promote threshold.
191,recocY4WcxtY4oc60,The Palms Resort of Mazatlan,Mazatlán,Mexico,23.2556435,-106.4594516,recj03W74by6m7eze,The Palms Resort Of Mazatlan,20,100,"Strong name similarity (100%), same country, 20m apart",The Palms Resort of Mazatlan,Mazatlán,Mexico,23.2556435,-106.4594516,the palms resort of mazatlan|mazatlan|mexico,High-confidence legacy census match; score meets promote threshold.
192,recodGUTU3fn4eiNW,Hyatt Ziva Los Cabos,San Jose del Cabo,Mexico,23.0417189,-109.7015225,rec4mfvDCaeELs42L,Hyatt Ziva Los Cabos,55,100,"Strong name similarity (100%), same country, 55m apart",Hyatt Ziva Los Cabos,San Jose del Cabo,Mexico,23.0417189,-109.7015225,hyatt ziva los cabos|san jose del cabo|mexico,High-confidence legacy census match; score meets promote threshold.
193,recpB9hZCdbAm6DS8,Hotel Novit,Mexico City,Mexico,19.3960739,-99.1720085,rech5d5YYqsglHLlm,Novit Hotel,9,100,"Strong name similarity (100%), same country, 9m apart",Hotel Novit,Mexico City,Mexico,19.3960739,-99.1720085,hotel novit|mexico city|mexico,High-confidence legacy census match; score meets promote threshold.
194,recpC00PQmluP1khp,Hotel Plaza Conejo,Santa María Huatulco,Mexico,15.7650593,-96.1378884,recKeZOQjHfPB6cMf,Plaza Conejo Hotel,5,100,"Strong name similarity (100%), same country, 5m apart",Hotel Plaza Conejo,Santa María Huatulco,Mexico,15.7650593,-96.1378884,hotel plaza conejo|santa maria huatulco|mexico,High-confidence legacy census match; score meets promote threshold.
195,recpOVDulrYKoF01e,Ambiance Suites Cancún,Cancún,Mexico,21.1509862,-86.8254323,recuZx5Kp3VWD9pVg,Ambiance Suites Cancun,9,100,"Strong name similarity (100%), same country, 9m apart",Ambiance Suites Cancún,Cancún,Mexico,21.1509862,-86.8254323,ambiance suites cancun|cancun|mexico,High-confidence legacy census match; score meets promote threshold.
196,recpamiec4lZieOhD,Hotel Santa Lucía,Mérida,Mexico,20.9709024,-89.6229011,rech1OB6oqOSiZeqE,Hotel Santa Lucia,20,100,"Strong name similarity (100%), same country, 20m apart",Hotel Santa Lucía,Mérida,Mexico,20.9709024,-89.6229011,hotel santa lucia|merida|mexico,High-confidence legacy census match; score meets promote threshold.
197,recpwYixsV0NpVAyk,Hotel Fray Junípero Serra,Tepic,Mexico,21.5114867,-104.8920788,rec8gAXu8ia9IRJj5,Hotel Fray Junipero Serra,29,100,"Strong name similarity (100%), same country, 29m apart",Hotel Fray Junípero Serra,Tepic,Mexico,21.5114867,-104.8920788,hotel fray junipero serra|tepic|mexico,High-confidence legacy census match; score meets promote threshold.
198,recpz2PZ8lkPMx2O4,Hotel Casa de Sierra Azul,Oaxaca,Mexico,17.0604376,-96.7226682,recyWD7scahdukFuv,Hotel Casa De Sierra Azul,16,100,"Strong name similarity (100%), same country, 16m apart",Hotel Casa de Sierra Azul,Oaxaca,Mexico,17.0604376,-96.7226682,hotel casa de sierra azul|oaxaca|mexico,High-confidence legacy census match; score meets promote threshold.
199,recq5iiPg2TOqEvv4,Hotel Jiménez,Oaxaca de Juárez,MX,17.0614271,-96.7296141,recmYhW3pqLzHDyRp,Hotel Jimenez,2,100,"Strong name similarity (100%), same country, 2m apart",Hotel Jiménez,Oaxaca de Juárez,MX,17.0614271,-96.7296141,hotel jimenez|oaxaca de juarez|mx,High-confidence legacy census match; score meets promote threshold.
200,recqGIxLwMdw5vctL,Viceroy Los Cabos,San Jose del Cabo,Mexico,23.0439747,-109.6979043,recSn5WqJTz58JPJg,Viceroy Los Cabos,91,100,"Strong name similarity (100%), same country, 91m apart",Viceroy Los Cabos,San Jose del Cabo,Mexico,23.0439747,-109.6979043,viceroy los cabos|san jose del cabo|mexico,High-confidence legacy census match; score meets promote threshold.
201,recqTRplBnObxPVGD,Hotel Emporio Mazatlán,Mazatlán,Mexico,23.2397692,-106.446982,recr9ZqfsUJ6MMnCZ,Emporio Hotel Mazatlan,24,100,"Strong name similarity (100%), same country, 24m apart",Hotel Emporio Mazatlán,Mazatlán,Mexico,23.2397692,-106.446982,hotel emporio mazatlan|mazatlan|mexico,High-confidence legacy census match; score meets promote threshold.
202,recrJm577TENzBLD2,Hotel Rosa del Alba,Chetumal,Mexico,18.5021151,-88.2954938,recn7usgkEhpSHFJX,Hotel Rosa del Alba,17,100,"Strong name similarity (100%), same country, 17m apart",Hotel Rosa del Alba,Chetumal,Mexico,18.5021151,-88.2954938,hotel rosa del alba|chetumal|mexico,High-confidence legacy census match; score meets promote threshold.
203,recrbcuGepAUmG3FK,Hotel Posada San Angelo,Cuernavaca,Mexico,18.9350125,-99.2303716,recNebwN5ylgnw9h7,Hotel Posada San Angelo,16,100,"Strong name similarity (100%), same country, 16m apart",Hotel Posada San Angelo,Cuernavaca,Mexico,18.9350125,-99.2303716,hotel posada san angelo|cuernavaca|mexico,High-confidence legacy census match; score meets promote threshold.
204,recrgaWvD9SzgeR2q,Hotel Don Quijote,San Cristóbal de Las Casas,Mexico,16.738052,-92.6345495,rech6AqObdqpoaaIH,Hotel Don Quijote,7,100,"Strong name similarity (100%), same country, 7m apart",Hotel Don Quijote,San Cristóbal de Las Casas,Mexico,16.738052,-92.6345495,hotel don quijote|san cristobal de las casas|mexico,High-confidence legacy census match; score meets promote threshold.
205,recsFRXVxVtnnBuTh,Hotel Mision Patzcuaro Centro Historico,Pátzcuaro,Mexico,19.517535,-101.6093248,rec0EIAxddL40SDg1,Hotel Mision Patzcuaro Centro Historico,45,100,"Strong name similarity (100%), same country, 45m apart",Hotel Mision Patzcuaro Centro Historico,Pátzcuaro,Mexico,19.517535,-101.6093248,hotel mision patzcuaro centro historico|patzcuaro|mexico,High-confidence legacy census match; score meets promote threshold.
206,recsG5971xK14qZ63,Hotel La Silla,Monterrey,Mexico,25.6884605,-100.3147553,rec3PZfv0xIoSSifG,Hotel La Silla,2,100,"Strong name similarity (100%), same country, 2m apart",Hotel La Silla,Monterrey,Mexico,25.6884605,-100.3147553,hotel la silla|monterrey|mexico,High-confidence legacy census match; score meets promote threshold.
207,recsQdCuhJKO15q7e,HM Mirador,Chihuahua,Mexico,28.6454355,-106.0800711,rec38nU0Dhlr3Q3PT,HM Mirador,5,100,"Strong name similarity (100%), same country, 5m apart",HM Mirador,Chihuahua,Mexico,28.6454355,-106.0800711,hm mirador|chihuahua|mexico,High-confidence legacy census match; score meets promote threshold.
208,recsVEjIL3BZGviOw,Hotel Principado Durango,Durango,Mexico,24.0280185,-104.6718442,recdZe1yuUAZQ5MXG,Hotel Principado Durango,31,100,"Strong name similarity (100%), same country, 31m apart",Hotel Principado Durango,Durango,Mexico,24.0280185,-104.6718442,hotel principado durango|durango|mexico,High-confidence legacy census match; score meets promote threshold.
209,recsbVIl34Q0bWvD9,Hotel Flamingo,Mérida,MX,20.969631,-89.6209314,recTdHwlQ0yQMOb35,Hotel Flamingo,26,100,"Strong name similarity (100%), same country, 26m apart",Hotel Flamingo,Mérida,MX,20.969631,-89.6209314,hotel flamingo|merida|mx,High-confidence legacy census match; score meets promote threshold.
210,recsyTDClaUMWkiqz,Nuevo Hotel Alameda,"Centro, Uruapan",Mexico,19.4200047,-102.0617967,recJXaoOBTdELiVWU,Nuevo Hotel Alameda,5,100,"Strong name similarity (100%), same country, 5m apart",Nuevo Hotel Alameda,"Centro, Uruapan",Mexico,19.4200047,-102.0617967,"nuevo hotel alameda|centro, uruapan|mexico",High-confidence legacy census match; score meets promote threshold.
211,recttGGNeR0tkHYVq,Hotel El Cid,Mérida,MX,20.9691714,-89.6332388,recBP8mSoTMgs8oMl,Hotel El Cid,18,100,"Strong name similarity (100%), same country, 18m apart",Hotel El Cid,Mérida,MX,20.9691714,-89.6332388,hotel el cid|merida|mx,High-confidence legacy census match; score meets promote threshold.
212,recuN1DRqXdWdorjR,Hotel Casa Lidia,Mérida,Mexico,20.9663405,-89.6274405,rec0bfWH3owSpSyGg,Hotel Casa Lidia,2,100,"Strong name similarity (100%), same country, 2m apart",Hotel Casa Lidia,Mérida,Mexico,20.9663405,-89.6274405,hotel casa lidia|merida|mexico,High-confidence legacy census match; score meets promote threshold.
213,recuRRMYvIwvIPyGg,Hotel Balcón del Cielo,Guanajuato,Mexico,21.0144311,-101.2540071,recCkBfR7zUDwtIq1,Hotel Balcon Del Cielo,2,100,"Strong name similarity (100%), same country, 2m apart",Hotel Balcón del Cielo,Guanajuato,Mexico,21.0144311,-101.2540071,hotel balcon del cielo|guanajuato|mexico,High-confidence legacy census match; score meets promote threshold.
214,recuZBu9QHMqqp72R,Hotel Delfín,Lázaro Cárdenas,Mexico,17.958431,-102.1953014,recd0IbJWUuLopL4M,Hotel Delfin,36,100,"Strong name similarity (100%), same country, 36m apart",Hotel Delfín,Lázaro Cárdenas,Mexico,17.958431,-102.1953014,hotel delfin|lazaro cardenas|mexico,High-confidence legacy census match; score meets promote threshold.
215,recvSYyj8Lbvf0mAH,Hotel María Conchita,Zacatecas,Mexico,22.7690694,-102.5709741,rec9ALRFMLy5BQHWc,Hotel Maria Conchita,40,100,"Strong name similarity (100%), same country, 40m apart",Hotel María Conchita,Zacatecas,Mexico,22.7690694,-102.5709741,hotel maria conchita|zacatecas|mexico,High-confidence legacy census match; score meets promote threshold.
216,recveHyi81qfqrvpz,Hotel Plaza Calzada,Monterrey,Mexico,25.6833966,-100.3105305,recZhHOs634njdN2E,Hotel Plaza Calzada,99,100,"Strong name similarity (100%), same country, 99m apart",Hotel Plaza Calzada,Monterrey,Mexico,25.6833966,-100.3105305,hotel plaza calzada|monterrey|mexico,High-confidence legacy census match; score meets promote threshold.
217,recwZuO8eNpMU0eCB,Hotel Valgrande,Coatzacoalcos,Mexico,18.1455881,-94.4133559,recNC2kOfmCwLGTvG,Hotel Valgrande,37,100,"Strong name similarity (100%), same country, 37m apart",Hotel Valgrande,Coatzacoalcos,Mexico,18.1455881,-94.4133559,hotel valgrande|coatzacoalcos|mexico,High-confidence legacy census match; score meets promote threshold.
218,recwowejeAaVOGmoi,Hotel del Portal,Puebla,Mexico,19.043469,-98.19722,rec24vWu5FDfCzcpT,Hotel Del Portal,31,100,"Strong name similarity (100%), same country, 31m apart",Hotel del Portal,Puebla,Mexico,19.043469,-98.19722,hotel del portal|puebla|mexico,High-confidence legacy census match; score meets promote threshold.
219,recwrKcSuPmMY8dmf,Hotel Villa Blanca Huatulco,Bahias de Huatulco,Mexico,15.7617546,-96.1269706,recN66wAq5snGacFz,Hotel Villa Blanca Huatulco,13,100,"Strong name similarity (100%), same country, 13m apart",Hotel Villa Blanca Huatulco,Bahias de Huatulco,Mexico,15.7617546,-96.1269706,hotel villa blanca huatulco|bahias de huatulco|mexico,High-confidence legacy census match; score meets promote threshold.
220,recxFwZVaVqo0bzjh,Hotel Medrano,Aguascalientes,Mexico,21.8706012,-102.2940771,recNzCqos4tRHnKO3,Hotel Medrano,77,100,"Strong name similarity (100%), same country, 77m apart",Hotel Medrano,Aguascalientes,Mexico,21.8706012,-102.2940771,hotel medrano|aguascalientes|mexico,High-confidence legacy census match; score meets promote threshold.
221,recxNoyPLx1hXGF3v,Hotel Roma,Durango,Mexico,24.024187,-104.6711051,recH3rhiXfk9928Pv,Hotel Roma,1,100,"Strong name similarity (100%), same country, 1m apart",Hotel Roma,Durango,Mexico,24.024187,-104.6711051,hotel roma|durango|mexico,High-confidence legacy census match; score meets promote threshold.
222,recxQHMs20SDYycp4,Hotel Virrey de Mendoza,Morelia,Mexico,19.7027709,-101.1942157,recIbHe2schWsdJfN,Virrey De Mendoza Hotel,17,100,"Strong name similarity (100%), same country, 17m apart",Hotel Virrey de Mendoza,Morelia,Mexico,19.7027709,-101.1942157,hotel virrey de mendoza|morelia|mexico,High-confidence legacy census match; score meets promote threshold.
223,recxY2GG2Df7Kxztn,Grand Velas Riviera Nayarit,Nuevo Vallarta,Mexico,20.7073402,-105.3003869,recaRMP4Xztsz2VDg,Grand Velas Riviera Nayarit,30,100,"Strong name similarity (100%), same country, 30m apart",Grand Velas Riviera Nayarit,Nuevo Vallarta,Mexico,20.7073402,-105.3003869,grand velas riviera nayarit|nuevo vallarta|mexico,High-confidence legacy census match; score meets promote threshold.
224,recxaui5986O9AFjg,Hotel Cimsa,Veracruz,Mexico,19.1942754,-96.1368655,recbvS61GxLXrVJyt,Hotel Cimsa,20,100,"Strong name similarity (100%), same country, 20m apart",Hotel Cimsa,Veracruz,Mexico,19.1942754,-96.1368655,hotel cimsa|veracruz|mexico,High-confidence legacy census match; score meets promote threshold.
225,recxdHkN6lX69vNho,Hotel Cabo Blanco,Barra de Navidad,Mexico,19.2067614,-104.679761,recw4Lk53YX3d6Gzv,Cabo Blanco Hotel,33,100,"Strong name similarity (100%), same country, 33m apart",Hotel Cabo Blanco,Barra de Navidad,Mexico,19.2067614,-104.679761,hotel cabo blanco|barra de navidad|mexico,High-confidence legacy census match; score meets promote threshold.
226,recxr1PwfkElid2gx,Hotel Las Jacarandas,Mazatlán,Mexico,23.238279,-106.4438941,rechsnWRMAd2Pbz6Q,Hotel Las Jacarandas,8,100,"Strong name similarity (100%), same country, 8m apart",Hotel Las Jacarandas,Mazatlán,Mexico,23.238279,-106.4438941,hotel las jacarandas|mazatlan|mexico,High-confidence legacy census match; score meets promote threshold.
227,recyEvtAaMOlWW7bd,iStay Hotel Monterrey Histórico,Monterrey,Mexico,25.6679453,-100.3171253,recJh70AFvFI60eTA,iStay Hotel Monterrey Historico,26,100,"Strong name similarity (100%), same country, 26m apart",iStay Hotel Monterrey Histórico,Monterrey,Mexico,25.6679453,-100.3171253,istay hotel monterrey historico|monterrey|mexico,High-confidence legacy census match; score meets promote threshold.
228,recyGqFrqRmulsQEP,Hotel California,Mazatlán,MX,23.2304261,-106.4222658,rec2yKE6ESkQzpfpO,Hotel California,5,100,"Strong name similarity (100%), same country, 5m apart",Hotel California,Mazatlán,MX,23.2304261,-106.4222658,hotel california|mazatlan|mx,High-confidence legacy census match; score meets promote threshold.
229,recyTslWzLOYbo1EK,Hotel Torres del Fuerte,El Fuerte,MX,26.4207373,-108.6183738,recXQD5isREJqkyPh,Torres Del Fuerte Hotel,108,100,"Strong name similarity (100%), same country, 108m apart",Hotel Torres del Fuerte,El Fuerte,MX,26.4207373,-108.6183738,hotel torres del fuerte|el fuerte|mx,High-confidence legacy census match; score meets promote threshold.
230,recyVEjBB5qCHC7oM,Holiday Inn Express & Suites Playa del Carmen,Playa del Carmen,Mexico,20.6305447,-87.0715922,recZSCqHqyBU365UX,Holiday Inn Express & Suites Playa del Carmen,135,100,"Strong name similarity (100%), same country, 135m apart",Holiday Inn Express & Suites Playa del Carmen,Playa del Carmen,Mexico,20.6305447,-87.0715922,holiday inn express & suites playa del carmen|playa del carmen|mexico,High-confidence legacy census match; score meets promote threshold.
231,recyWJceablDWxTDx,Hotel María del Carmen,Mérida,Mexico,20.9672751,-89.6292766,rec4oqVblBYMoPe4H,Hotel Maria Del Carmen,6,100,"Strong name similarity (100%), same country, 6m apart",Hotel María del Carmen,Mérida,Mexico,20.9672751,-89.6292766,hotel maria del carmen|merida|mexico,High-confidence legacy census match; score meets promote threshold.
232,recydKrxuD9po0PlJ,DoubleTree by Hilton Toluca,Toluca de Lerdo,MX,19.3025369,-99.6262118,rec4fpErb1WQoRS8N,DoubleTree by Hilton Toluca,26,100,"Strong name similarity (100%), same country, 26m apart",DoubleTree by Hilton Toluca,Toluca de Lerdo,MX,19.3025369,-99.6262118,doubletree by hilton toluca|toluca de lerdo|mx,High-confidence legacy census match; score meets promote threshold.
233,recyt2ULMLR8rlp2G,Hotel Alfa Inn,Montemorelos,MX,25.1899011,-99.8451782,recUYl7163rWe2BME,Hotel Alfa Inn,36,100,"Strong name similarity (100%), same country, 36m apart",Hotel Alfa Inn,Montemorelos,MX,25.1899011,-99.8451782,hotel alfa inn|montemorelos|mx,High-confidence legacy census match; score meets promote threshold.
234,recz4j7b5QCTLjNzH,Playa Grande Resort & Grand Spa,Cabo San Lucas,Mexico,22.8756151,-109.9079382,recoWNaRgqBs4YXWT,Playa Grande Resort & Grand Spa,111,100,"Strong name similarity (100%), same country, 111m apart",Playa Grande Resort & Grand Spa,Cabo San Lucas,Mexico,22.8756151,-109.9079382,playa grande resort & grand spa|cabo san lucas|mexico,High-confidence legacy census match; score meets promote threshold.
235,recz7iNa9ohtmKVEu,Sleep Inn Culiacan,Culiacán,MX,24.8130151,-107.4131866,rec7zHsAFkU4rgdye,Sleep Inn Culiacan,11,100,"Strong name similarity (100%), same country, 11m apart",Sleep Inn Culiacan,Culiacán,MX,24.8130151,-107.4131866,sleep inn culiacan|culiacan|mx,High-confidence legacy census match; score meets promote threshold.
236,reczx2OXPxjZEVzoZ,Villas El Rancho,Mazatlán,Mexico,23.2806751,-106.4689137,rec3Vifce8FMGakyp,Villas El Rancho,46,100,"Strong name similarity (100%), same country, 46m apart",Villas El Rancho,Mazatlán,Mexico,23.2806751,-106.4689137,villas el rancho|mazatlan|mexico,High-confidence legacy census match; score meets promote threshold.
237,recAsgp2uhkSfqy3h,Hotel Fiesta Veracruzana,Veracruz,Mexico,19.2008755,-96.1579393,rec8Jl9b97jFVrYUs,Hotel Fiesta Veracruz,11,93,"Strong name similarity (88%), same country, 11m apart",Hotel Fiesta Veracruzana,Veracruz,Mexico,19.2008755,-96.1579393,hotel fiesta veracruzana|veracruz|mexico,High-confidence legacy census match; score meets promote threshold.
238,recJxG73zWsxAxpPl,Mansión del Quijote,Texcoco de Mora,Mexico,19.5163427,-98.8496057,recL1IEdnLsI99a9e,La Mansion del Quijote,13,93,"Strong name similarity (86%), same country, 13m apart",Mansión del Quijote,Texcoco de Mora,Mexico,19.5163427,-98.8496057,mansion del quijote|texcoco de mora|mexico,High-confidence legacy census match; score meets promote threshold.
239,rec0EJHeFWV7Imqby,Mansión Inn,,Mexico,19.1646748,-99.4596619,recWn1t0NLxSS7lvK,Mansion Inn,48,90,"Strong name similarity (100%), same country, 48m apart",Mansión Inn,,Mexico,19.1646748,-99.4596619,mansion inn|19.1647|-99.4597,High-confidence legacy census match; score meets promote threshold.
240,rec1Fh9b3bsoEEFpo,Hotel Mirage,,Mexico,20.5809154,-100.383248,recIOGrFDrs4gyZTX,Mirage Hotel,17,90,"Strong name similarity (100%), same country, 17m apart",Hotel Mirage,,Mexico,20.5809154,-100.383248,hotel mirage|20.5809|-100.3832,High-confidence legacy census match; score meets promote threshold.
241,rec1XjXuu6d3dad4V,Hotel Playa de Oro,Boca del Rio,Mexico,19.1355791,-96.1060633,rec91kdKM9uoSdyIV,Playa De Oro Hotel,8,90,"Strong name similarity (100%), same country, 8m apart",Hotel Playa de Oro,Boca del Rio,Mexico,19.1355791,-96.1060633,hotel playa de oro|boca del rio|mexico,High-confidence legacy census match; score meets promote threshold.
242,rec1fSbto7tUqafdE,Hotel el Mayo,,Mexico,24.8043209,-107.4018339,recsCSTT5eD7hxvy7,Hotel El Mayo,31,90,"Strong name similarity (100%), same country, 31m apart",Hotel el Mayo,,Mexico,24.8043209,-107.4018339,hotel el mayo|24.8043|-107.4018,High-confidence legacy census match; score meets promote threshold.
243,rec1i5PSUSxZkZ4Rc,Dreams Sapphire Resort & Spa,,Mexico,20.8792217,-86.8661345,recJJMRkPcaS7lYhe,Dreams Sapphire Resort & Spa,72,90,"Strong name similarity (100%), same country, 72m apart",Dreams Sapphire Resort & Spa,,Mexico,20.8792217,-86.8661345,dreams sapphire resort & spa|20.8792|-86.8661,High-confidence legacy census match; score meets promote threshold.
244,rec22ShoqoFxFVCov,Hotel Ciudad Real Palenque,,Mexico,17.5160856,-91.9935752,recZK9s3BB2viAU0X,Hotel Ciudad Real Palenque,72,90,"Strong name similarity (100%), same country, 72m apart",Hotel Ciudad Real Palenque,,Mexico,17.5160856,-91.9935752,hotel ciudad real palenque|17.5161|-91.9936,High-confidence legacy census match; score meets promote threshold.
245,rec24Nhj0EMJ5r6va,Hotel Posada de Tampico,,Mexico,22.2748633,-97.8753969,rec7XkaD3YdmqUpHC,Hotel Posada De Tampico,38,90,"Strong name similarity (100%), same country, 38m apart",Hotel Posada de Tampico,,Mexico,22.2748633,-97.8753969,hotel posada de tampico|22.2749|-97.8754,High-confidence legacy census match; score meets promote threshold.
246,rec2763i2sPTlhMIi,Hotel Royal Inn,,Mexico,26.8942244,-101.4208138,rec2doTCG1JV8FQsl,Hotel Royal Inn,23,90,"Strong name similarity (100%), same country, 23m apart",Hotel Royal Inn,,Mexico,26.8942244,-101.4208138,hotel royal inn|26.8942|-101.4208,High-confidence legacy census match; score meets promote threshold.
247,rec294nr3eYNx2yOA,Hotel Real del Río,,Mexico,32.5232024,-117.0124062,recRANicWEXZTa05B,Hotel Real Del Rio,12,90,"Strong name similarity (100%), same country, 12m apart",Hotel Real del Río,,Mexico,32.5232024,-117.0124062,hotel real del rio|32.5232|-117.0124,High-confidence legacy census match; score meets promote threshold.
248,rec2E2ut5lEJx9e9G,Las Palmas midway inn,,Mexico,23.6607699,-100.6350587,recPBWAb2LH5thdcl,Las Palmas Midway Inn,52,90,"Strong name similarity (100%), same country, 52m apart",Las Palmas midway inn,,Mexico,23.6607699,-100.6350587,las palmas midway inn|23.6608|-100.6351,High-confidence legacy census match; score meets promote threshold.
249,rec2c8yD8MDK46vw6,Hotel El Salvador,Ciudad de México,Mexico,19.4303044,-99.1405528,recsCJrI08sxHLQK6,Hotel El Salvador,4,90,"Strong name similarity (100%), same country, 4m apart",Hotel El Salvador,Ciudad de México,Mexico,19.4303044,-99.1405528,hotel el salvador|ciudad de mexico|mexico,High-confidence legacy census match; score meets promote threshold.
250,rec2j4w9OrYwZPVim,Hotel Marina Puerto Dorado,,Mexico,19.0629741,-104.3027257,recHBlZjOlEVWY3Cs,Hotel Marina Puerto Dorado,20,90,"Strong name similarity (100%), same country, 20m apart",Hotel Marina Puerto Dorado,,Mexico,19.0629741,-104.3027257,hotel marina puerto dorado|19.063|-104.3027,High-confidence legacy census match; score meets promote threshold.
