sourceRecordId,rawHotelName,rawCity,rawCountry,rawLatitude,rawLongitude,qualityTier,qualityScore,importBatchId
node/479005918,Hotel El Príncipe,,Colombia,8.2338001,-73.3551309,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/479006202,Hotel Real,,Colombia,8.2348822,-73.352574,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/479006485,Hotel Plaza Real,,Colombia,8.2358992,-73.3530902,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/479007943,Club el Comercio,,Colombia,8.2547217,-73.3611734,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/481018951,Hotel San Felipe,,Colombia,5.132529,-74.8983848,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/481018966,Los lagos,,Colombia,5.1977887,-74.8760935,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/485367601,Río Claro,,Colombia,5.9019469,-74.8566268,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/491835977,Casa Hotel Laureles,,Colombia,6.2447062,-75.5932427,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/501813744,Amaretto,,Colombia,4.5794756,-74.107461,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/505194441,Dinastia Real,,Colombia,5.8264017,-73.0374594,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/529118740,Ráquira Silvestre,,Colombia,5.5486041,-73.67724,high,80,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/534495609,Hotel Central,,Colombia,4.5274298,-73.922801,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/560936476,Pachos Lagos,,Colombia,5.0319673,-74.8925137,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/566891954,Tequendama Inn Santa Marta,,Colombia,11.1696202,-74.232636,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/571728052,Real,,Colombia,10.423042,-75.5458882,medium,65,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/571821435,ArtHotel,,Colombia,6.2094353,-75.5690601,high,70,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/575870097,Royal Bacarly,,Colombia,6.4596565,-71.734482,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/575889881,Copetran,,Colombia,6.957929,-71.8785109,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/577154646,Plaza Real Yopal,,Colombia,5.3469656,-72.3976719,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/580919441,Tamacara,,Colombia,6.4698046,-73.2616956,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/580920641,Bella Isla,,Colombia,6.5498999,-73.124826,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/582296272,DN Hostels - Destino Nomada,,Colombia,4.5949816,-74.0700326,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/587549058,"Hotel Faranda Bolívar Cúcuta, a member of Radisson Individuals",,Colombia,7.885041,-72.4861837,high,80,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/587592814,Atlantis Hotel,,Colombia,7.8881808,-72.5068762,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/587613216,Motel Complice,,Colombia,7.867739,-72.4867427,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/587723358,Hotel Casa Blanca,,Colombia,7.8821248,-72.5038182,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/589062822,Mendihuaca Beach Resort,,Colombia,11.279983,-73.8709467,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/592876953,Motel Concorde,,Colombia,7.924076,-72.5055773,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/598554890,Hotel Real,,Colombia,5.5336043,-73.3656096,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/598572635,Hotel Plaza Muisca,"Tunja, Boyacá, Colombia",Colombia,5.5376162,-73.3604758,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/599013682,Brisas del Norte,,Colombia,11.5521086,-72.909651,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/599018720,Las Arenas,,Colombia,11.5527792,-72.9072667,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/599020312,Ramson del Santuario,,Colombia,11.4325805,-73.085871,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/600241915,Brisas del Norte,,Colombia,4.9601981,-73.9258046,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/601228733,Amarte,,Colombia,4.6489497,-74.0650139,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/611732507,TuKama,Manizales,CO,5.0512933,-75.4849484,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/614219096,Hotel Don Saúl,,Colombia,1.21337,-77.279148,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/614470001,Hotel Morasurco,,Colombia,1.231344,-77.2841793,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/618519576,Hotel Balcones,,Colombia,5.009216,-73.5408244,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/618519746,Colonial,,Colombia,5.0093389,-73.5409049,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/620077837,Casa Madrigal,,Colombia,1.2149209,-77.2815507,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/629768657,Hostal la Posada de San Antonio,,Colombia,5.6322257,-73.5229543,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/629768716,Hotel Plaza Mayor,,Colombia,5.634112,-73.5241154,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/629768772,Hotel el Edén,,Colombia,5.6327313,-73.5253868,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/629768800,Hostal Villa Real,,Colombia,5.6325604,-73.5262276,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/629768817,Hostal los Frailes,,Colombia,5.6320156,-73.5261002,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/629768834,Estancia El Olivo,,Colombia,5.6329131,-73.5284441,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/629768850,Getsemani Hotel y Spa,,Colombia,5.6329328,-73.5279843,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/648743317,hostel Convento,,Colombia,7.3644087,-72.6456378,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/660147388,La Esmeralda,,Colombia,4.8602021,-73.2631113,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/663526295,Hotel Pantagora,,Colombia,4.9212971,-75.0587954,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/671423384,Hotel,,Colombia,1.6211076,-75.6108967,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/671851421,Hotel Dann Monasterio,,Colombia,2.4435825,-76.6092283,high,90,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/675449285,La Isabelita,,Colombia,4.7788516,-74.4619575,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/683560445,Hotel Islavita,,Colombia,7.6039502,-72.6027846,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/683684702,Corporacion Taurina,,Colombia,7.6109211,-72.6023353,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/687169405,El Batán,,Colombia,5.5869218,-72.9845564,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/690330315,Estadero Oskar,,Colombia,6.3287185,-72.6484631,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/697446144,Hotel Termales del Ruiz,Paraje Termales - Villamaria - Caldas,Colombia,4.9705046,-75.3780715,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/703199613,El Tesoro,,Colombia,6.6640475,-70.7416945,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/703226479,Villa Hermosa,Colombia; Boyacá ; Maripí,Colombia,5.5584872,-74.0029429,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/703249929,Hacienda La Cabaña,Colombia;Casanare;Tauramena,Colombia,4.7060529,-72.7046293,high,90,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/704891059,Embassy Suites by Hilton Bogotá,,Colombia,4.6524983,-74.0559266,medium,65,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/735279226,Confamiliares El Bosque,,Colombia,5.3762919,-75.1693929,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/736917374,HOTEL Casablanca,,Colombia,2.9303044,-75.2823519,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/740166220,Gavan,,Colombia,4.6389801,-74.0668451,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/740166222,Hotel 53,,Colombia,4.6400281,-74.066652,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/747072703,Hill House,Bogotá D.C.,Colombia,4.6971551,-74.0302522,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/747073211,Rincón de Santa Bárbara,,Colombia,4.7011542,-74.0305633,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/757215315,Huira,,Colombia,2.6639615,-75.5134699,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/757215764,El lago,,Colombia,2.6638064,-75.5169046,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/759373384,Casa 1,,Colombia,4.0555277,-74.7758636,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/761701250,Apartahotel Vilar América,,Colombia,4.6508272,-74.0597235,high,80,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/796646972,Hospedaje,,Colombia,4.174827,-74.5177062,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/830802903,Hotel,,Colombia,5.2491954,-73.8545633,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/830802907,Hotel,,Colombia,5.2506395,-73.8541962,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/830802912,Hotel,,Colombia,5.3104082,-73.8115834,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/830805056,Hotel Colonial,,Colombia,5.022784,-74.0051243,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/830805057,Hotel,,Colombia,5.0573415,-73.9571948,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/836813213,Hogar San Camilo,,Colombia,10.9647695,-74.833268,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/837935777,Gustavo,,Colombia,10.4346958,-75.5391971,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/845860898,Las Palmas,,Colombia,4.3425138,-74.363062,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/872247820,Chalet del Encanto,,Colombia,5.0240614,-75.5219913,medium,65,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/876404018,Hotel Central,,Colombia,5.826497,-73.0337537,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/876512456,Residencias,,Colombia,2.3430797,-76.4968108,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/876518463,Hospedaje,,Colombia,2.0567637,-76.325228,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/879761389,El Bunker,,Colombia,7.8638649,-72.4808169,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/886782459,Hotel Capilla del Mar,,Colombia,10.4041604,-75.5553579,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895232437,Hotel Calle Real del Libano,,Colombia,4.9226452,-75.0658882,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895829811,San Roque Hotel,,Colombia,10.4224412,-75.5441463,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895829813,Las Palmas,,Colombia,10.418509,-75.5454997,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895829816,Masaya Hostel,,Colombia,10.4222477,-75.5450382,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895829822,Villa Colonial,,Colombia,10.4232291,-75.5442197,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895829823,San Roque Hostel,,Colombia,10.4219638,-75.5452752,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895829824,La Casona,,Colombia,10.4234789,-75.5455227,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895829827,Casa Mary,,Colombia,10.421568,-75.5455477,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895829829,Casa Venecia,,Colombia,10.4237356,-75.5455664,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/895829832,Santa Ana,,Colombia,10.4204038,-75.544894,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/901864326,Hotel Galerías,,Colombia,1.2163601,-77.2789961,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/907386240,eden,,Colombia,5.825221,-73.0310796,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/907386339,faron,,Colombia,5.826049,-73.0316043,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/907386465,gloria,,Colombia,5.8253962,-73.0310854,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/907411615,Hotel Faraon,,Colombia,5.8256261,-73.0313739,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/907411668,Hotel gloria,,Colombia,5.8253271,-73.0310445,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/911359742,Hotel Castilla,,Colombia,5.8266674,-73.0333093,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/914015899,hotel cabañas el porton,,Colombia,5.7724796,-73.1159771,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/914015903,Hotel restaurante,,Colombia,5.7785233,-73.117404,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/922049227,La Sultana,,Colombia,1.8045389,-78.7657838,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/922049395,Los Veleros,,Colombia,1.8083933,-78.7664185,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/922049407,Barranquilla,,Colombia,1.8289783,-78.733677,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/923040252,Hotel Xuésabana,,Colombia,4.9595213,-74.0099194,high,70,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/925562807,Hacaritama,,Colombia,8.235657,-73.3544917,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/932337871,Hotel Punto Verde,,Colombia,5.8271059,-73.0311904,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/932337877,Hotel Castilla,,Colombia,5.8273051,-73.0310363,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/932376465,Hotel Del Parque,,Colombia,5.8271673,-73.0310434,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/941762063,Cariongo,,Colombia,7.3732515,-72.6509529,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/941764334,Hotel Imperial,,Colombia,7.3768797,-72.6488286,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/956588885,Colonial,,Colombia,5.7621147,-73.1106947,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/963130845,Sheraton Bogota,,Colombia,4.6601154,-74.1089497,high,70,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/965614804,La Cascada,,Colombia,2.1834971,-73.7867131,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/975367884,Termales de Santa Rosa de Cabal,,Colombia,4.8376284,-75.5487501,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/989032951,Hotel Delfines,,Colombia,3.8866894,-77.0766461,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/992013841,Orquidea Plaza,,Colombia,8.2105453,-73.239719,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/996098877,Puerta Grande,,Colombia,4.762411,-74.4634864,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1011636473,Hotel Real,,Colombia,4.9732987,-74.288597,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1032626208,Las Terrazas,,Colombia,4.6400711,-74.0600046,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1035750375,Mountain Hostels Manizales,Manizales,CO,5.0541636,-75.4867061,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1035750404,Manizales Hostel,Manizales,CO,5.0543222,-75.4849282,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1035750451,Base Camp,Manizales,CO,5.0672556,-75.5108972,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1035750458,Hostal Palogrande,Manizales,CO,5.0589801,-75.4877579,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1059086785,Hospedaje Piedecuesta,,Colombia,5.9721606,-73.6001224,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1059086858,Hotel Campestre Moncada,Barbosa,Colombia,5.936729,-73.6137365,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1068773542,Hotel Alicante,,Colombia,5.5316263,-73.3600893,high,95,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1082350385,San Gil Aventura,,Colombia,6.5496909,-73.1303107,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1107033695,Hotel AB,,Colombia,4.6343786,-74.0640018,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1107905493,Hotel Metropol,,Colombia,0.8278926,-77.6317948,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1108474216,San Silvestre Hotel,Barrancabermeja,Colombia,7.0677266,-73.8578573,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1116129168,Casa Kleper,,Colombia,6.2624574,-75.6102752,medium,65,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1122699295,Hospedaje Calipso,,Colombia,4.9334093,-73.8342259,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1122699297,Hospedaje Mirador de pueblo viejo,,Colombia,4.9324313,-73.8364549,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1122877794,Casa Jardin Zen,,Colombia,4.5432156,-75.6576959,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1129820371,Hotel Patio de San Diego,,Colombia,10.4267377,-75.5453385,high,70,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1134048146,Hotel Bahia Taganga,Taganga,CO,11.2690151,-74.1937025,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1137562779,Fuente del Llano,Villavicencio,CO,4.1537663,-73.6383605,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1152954503,Hotel Mayasquer,,Colombia,0.8162465,-77.6588541,medium,65,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1178568065,El Alcaraván,Villavicencio,Colombia,4.0934429,-73.3568724,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1193625380,La herradura,,Colombia,5.9852381,-72.7480604,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1212799683,Hotel Dumar,,Colombia,6.2157603,-75.2432854,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1220024446,Mariscal Robledo,,Colombia,4.7491766,-75.9103727,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1224811557,Lido,,Colombia,4.5994766,-74.0775058,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1224814557,Posada San Antonio,,Colombia,3.4485571,-76.5385539,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1224814582,Bolívar Plaza,Armenia,Colombia,4.5325239,-75.6736439,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1230137493,Hotel Rosado,,Colombia,4.1489167,-73.628817,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1230144177,Hotel del Llano,,Colombia,4.1638119,-73.6406831,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1231849827,Don Lolo,,Colombia,4.1359441,-73.6370537,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1233059553,Hostal Lleras,,Colombia,6.2093879,-75.5679677,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1234308888,Hotel María Gloria,,Colombia,4.1363616,-73.6365056,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1235406622,Motel Tantra,,Colombia,4.1438119,-73.6296336,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1239287390,Boyacá Plaza,,Colombia,5.5317527,-73.3639615,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1239492476,Hotel Sauces del Estadio,,Colombia,6.2573983,-75.585371,high,80,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1241284091,Posada San Martin,,Colombia,5.6346079,-73.5224716,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1242114147,Don Gregrorio,,Colombia,4.7491554,-75.9108941,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1243259180,Motel Cupido,,Colombia,4.0958927,-73.5843251,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1246407398,Hotel Colonial Chinácota,,Colombia,7.5947964,-72.6001157,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1249514003,El Negro,,Colombia,7.3068637,-75.6108819,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1249524991,Don Wilberto,,Colombia,7.3077633,-75.6068648,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1249546616,La Vega,,Colombia,7.2888337,-75.589894,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1250651914,Park Hotel,,Colombia,11.2427643,-74.2149527,medium,65,osm-colombia-hotel-focused-choice-cala-2026-05-20
