propertyId,name,brand,city,country,address1,postalCode,telephone,email,latitude,longitude,propertyUrl
7205,ibis Hermosillo,IBH,Hermosillo,Mexico,"Boulevard Cultura 48, Col Proyecto Rio Sonora",83270,+52 6622084700,H7205@accor.com,29.067387,-110.960838,https://all.accor.com/hotel/7205/index.en.shtml
C4N9,Park Royal Huatulco managed by Accor,SAM,Huatulco,Mexico,"Blvd Benito Juárez, Bahía Tangolunda, 8",70989,+52 958 689 0015,hc4t7-re@accor.com,15.77611,-96.098149,https://all.accor.com/hotel/C4N9/index.en.shtml
B802,"Hacienda Xcanatun, Angsana Heritage Collection",ANG,MERIDA,Mexico,"Calle 20, Sn, Comisaria Xcanatun",97302,+52 9999302140,reservations-xcanatun@angsana.com,21.076519,-89.627945,https://all.accor.com/hotel/B802/index.en.shtml
A7V8,Ibis Styles Merida Galerías,IBS,MERIDA,Mexico,"Calle 3 num 218, Ñ * 24 y 60, Colonia Xcumpich",97205,+52 9934781400,ha7v8-re@accor.com,21.039541,-89.6311778,https://all.accor.com/hotel/A7V8/index.en.shtml
6928,ibis Merida,IBH,MERIDA,Mexico,"Calle 58 A 495, Colonia Centro",97000,+52 9992543800,h6928-re@accor.com,20.988889,-89.617973,https://all.accor.com/hotel/6928/index.en.shtml
B5V5,"Fairmont Heritage Place, Mayakoba",FAI,Playa Del Carmen,Mexico,"Carretera Federal Cun Playa, Km 298, Mayakoba",77710,+52 9842063000,mayakoba@fairmont.com,20.687637,-87.027426,https://all.accor.com/hotel/B5V5/index.en.shtml
A573,Fairmont Mayakoba,FAI,RIVIERA MAYA,Mexico,"Carretera Federal Cancún, Playa del Carmen Km 298",77710,+52 9842063000,mayakoba@fairmont.com,20.687637,-87.027426,https://all.accor.com/hotel/A573/index.en.shtml
B1T9,Banyan Tree Mayakoba,BAN,Playa del Carmen,Mexico,"Carretera Federal, Chetumal Puerto Juárez Km. 298, Playa del Carmen, Quintana Roo,",77710,+52 (800) 953-0565; (855) 421-1507,Reservations-Mayakoba@banyantree.com,20.679979,-87.022125,https://all.accor.com/hotel/B1T9/index.en.shtml
7118,ibis Cancun Centro,IBH,Cancun,Mexico,"Av Tulum y Nichupte, Supermanzana 11 M2 L3",77504,+52 9982728500,h7118-re@accor.com,21.143631,-86.825005,https://all.accor.com/hotel/7118/index.en.shtml
C383,SLS PLAYA MUJERES,SLS,CANCUN,Mexico,Manzana 1 Supermanzana 3,77400,+52 9983133716,slspm.luxuryreservations@slshotels.com,21.236207,-86.802496,https://all.accor.com/hotel/C383/index.en.shtml
B5B2,SLS Cancun,SLS,CANCUN,Mexico,"Boulevard Kukulcan km 1, Zona Turistica Puerto Cancun, Lote 1 02 Uc 1 Mz 27",77500,+52 9986890757,Concierge.SLSCancun@slshotels.com,21.1668525,-86.8039974,https://all.accor.com/hotel/B5B2/index.en.shtml
C6K0,Mondrian Cancun,MOD,CANCUN QUINTANA ROO,Mexico,"Blvd. Kukulcan Km.16.5, Lotes 56-A-1 y 56-A-2 Quintana Roo, Segunda Etapa Turistica",77500,+52 9986890900,,21.07783,-86.77524,https://all.accor.com/hotel/C6K0/index.en.shtml
C4P3,Club Regina Cancun managed by Accor,SAM,CANCUN,Mexico,"Blvd Kukulcan Km 20, Zona Hotelera",77500,+52 3229800580,HC4T7-RE@accor.com,21.040168,-86.782365,https://all.accor.com/hotel/C4P3/index.en.shtml
C268,Banyan Tree Veya Valle de Guadalupe,BAN,Valle de Guadalupe,Mexico,"Camino Vecinal 179, Ejido el Porvenir, Valle de Guadalupe",22755,+52 6469780103,reservations-valleguadalupe@banyantree.com,32.030974,-116.64729,https://all.accor.com/hotel/C268/index.en.shtml
A0V4,Ibis Tijuana Zona Rio,IBH,TIJUANA,Mexico,"Gen. Rodolfo Sánchez Blvd, 9170, Zona Urbana Rio",22010,+52 6645120600,HA0V4-SL@accor.com,32.529363,-117.027936,https://all.accor.com/hotel/A0V4/index.en.shtml
