applyRank,candidateRecordId,osmName,osmCity,osmCountry,osmLatitude,osmLongitude,matchedLegacyRecordId,matchedLegacyName,distanceMeters,matchScore,matchReason,verifiedHotelName,verifiedCity,verifiedCountry,verifiedLatitude,verifiedLongitude,verifiedDedupeKey,promotionRiskNote
194,recnXeCxXAdjrz7pC,Waldorf Astoria Panama,Ciudad de Panamá,Panama,8.9769826,-79.5246735,recCiXwlYCRqfwQQ9,Waldorf Astoria Panama,32,100,"Strong name similarity (100%), same country, 32m apart",Waldorf Astoria Panama,Ciudad de Panamá,Panama,8.9769826,-79.5246735,waldorf astoria panama|ciudad de panama|panama,High-confidence legacy census match; score meets promote threshold.
195,recomNQFKFrCtQLsT,Gran Hotel Azuero,Chitré,Panama,7.9660559,-80.4389325,recrrF6yDJeXGcZAu,Gran Hotel Azuero,20,100,"Strong name similarity (100%), same country, 20m apart",Gran Hotel Azuero,Chitré,Panama,7.9660559,-80.4389325,gran hotel azuero|chitre|panama,High-confidence legacy census match; score meets promote threshold.
196,rec1Tw7WL1Xwyd2oW,Ayelen Apart Hotel,Calama,Chile,-22.4630907,-68.9305411,recWolSVXHbDyU7nF,Ayelen Apart Hotel,20,100,"Strong name similarity (100%), same country, 20m apart",Ayelen Apart Hotel,Calama,Chile,-22.4630907,-68.9305411,ayelen apart hotel|calama|chile,High-confidence legacy census match; score meets promote threshold.
197,rec5U58kxxzPtcGzn,Radisson Blu Acqua Hotel & Spa Concón,Concón,Chile,-32.9187507,-71.5235038,recbWQSUUQAme5zie,Radisson Blu Hotel Acqua Hotel & Spa Concon,7,100,"Strong name similarity (100%), same country, 7m apart",Radisson Blu Acqua Hotel & Spa Concón,Concón,Chile,-32.9187507,-71.5235038,radisson blu acqua hotel & spa concon|concon|chile,High-confidence legacy census match; score meets promote threshold.
198,rec6sVuFjJM39VJTW,Hotel Agua Del Desierto,Calama,Chile,-22.4630518,-68.9108955,recd6ZN12iwlxEpXR,Hotel Agua Del Desierto,59,100,"Strong name similarity (100%), same country, 59m apart",Hotel Agua Del Desierto,Calama,Chile,-22.4630518,-68.9108955,hotel agua del desierto|calama|chile,High-confidence legacy census match; score meets promote threshold.
199,rec7mIBTjYYUKngfv,Hotel Plaza San Francisco,Santiago,Chile,-33.4436981,-70.6483016,recm8FxY3bCQYcfYn,Hotel Plaza San Francisco,21,100,"Strong name similarity (100%), same country, 21m apart",Hotel Plaza San Francisco,Santiago,Chile,-33.4436981,-70.6483016,hotel plaza san francisco|santiago|chile,High-confidence legacy census match; score meets promote threshold.
200,rec9a3AE3yN287TMk,Ibis Budget Copiapó,Copiapó,Chile,-27.365508,-70.3299399,recqZ2bA1qtVHMPOT,ibis budget Copiapo,29,100,"Strong name similarity (100%), same country, 29m apart",Ibis Budget Copiapó,Copiapó,Chile,-27.365508,-70.3299399,ibis budget copiapo|copiapo|chile,High-confidence legacy census match; score meets promote threshold.
201,recHj50wo8oo95gDO,Ckoi Atacama Lodge,San Pedro de Atacama,Chile,-22.910788,-68.2061425,recHt3xQBrbs3fOAz,Ckoi Atacama Lodge,47,100,"Strong name similarity (100%), same country, 47m apart",Ckoi Atacama Lodge,San Pedro de Atacama,Chile,-22.910788,-68.2061425,ckoi atacama lodge|san pedro de atacama|chile,High-confidence legacy census match; score meets promote threshold.
202,recKCfzAEFN3BO1Fw,Hotel Costa Fósil,Caldera,Chile,-27.0675141,-70.8235089,recKDvLKkvtSNS60b,Hotel Costa Fosil,5,100,"Strong name similarity (100%), same country, 5m apart",Hotel Costa Fósil,Caldera,Chile,-27.0675141,-70.8235089,hotel costa fosil|caldera|chile,High-confidence legacy census match; score meets promote threshold.
203,recMEKdK5JGmOb09c,Hotel Libertador,Santiago,Chile,-33.4429354,-70.6483446,rechMz706nivDK0Yz,Hotel Libertador,16,100,"Strong name similarity (100%), same country, 16m apart",Hotel Libertador,Santiago,Chile,-33.4429354,-70.6483446,hotel libertador|santiago|chile,High-confidence legacy census match; score meets promote threshold.
204,recMHQHI0Ahe26dx5,Hotel Carande,Papudo,Chile,-32.506983,-71.4472267,recVgJp0B6oWUf3XK,Hotel Carande,24,100,"Strong name similarity (100%), same country, 24m apart",Hotel Carande,Papudo,Chile,-32.506983,-71.4472267,hotel carande|papudo|chile,High-confidence legacy census match; score meets promote threshold.
205,recMfnHufVBxqp4QF,Hotel Oceanic,Viña del Mar,Chile,-32.9837358,-71.5481338,recEO2qogeQrJB2uG,Hotel Oceanic,16,100,"Strong name similarity (100%), same country, 16m apart",Hotel Oceanic,Viña del Mar,Chile,-32.9837358,-71.5481338,hotel oceanic|vina del mar|chile,High-confidence legacy census match; score meets promote threshold.
206,recOuUpMWUrCURlEs,Hotel Vista Hermosa 17,Viña del Mar,Chile,-33.0241262,-71.5629818,rec8sSqX4W8Jfeasl,Hotel Vista Hermosa 17,20,100,"Strong name similarity (100%), same country, 20m apart",Hotel Vista Hermosa 17,Viña del Mar,Chile,-33.0241262,-71.5629818,hotel vista hermosa 17|vina del mar|chile,High-confidence legacy census match; score meets promote threshold.
207,recSRLYACxLBNh3Sz,Hostal Francis Drake,Puerto Natales,Chile,-51.724398,-72.5080731,recb1S0V05mTWU2Gf,Hostal Francis Drake,4,100,"Strong name similarity (100%), same country, 4m apart",Hostal Francis Drake,Puerto Natales,Chile,-51.724398,-72.5080731,hostal francis drake|puerto natales|chile,High-confidence legacy census match; score meets promote threshold.
208,recSfAd21F8h6kLEU,Gran Hotel Vicente Costanera,Puerto Montt,Chile,-41.4725682,-72.9408351,recjWFvkP3wyDQ1Ya,Gran Hotel Vicente Costanera,71,100,"Strong name similarity (100%), same country, 71m apart",Gran Hotel Vicente Costanera,Puerto Montt,Chile,-41.4725682,-72.9408351,gran hotel vicente costanera|puerto montt|chile,High-confidence legacy census match; score meets promote threshold.
209,recU5GhN57uEZBpQq,Hotel Foresta,Santiago,Chile,-33.4379584,-70.6428715,reciRGbV8vxLn29ol,Foresta Hotel,14,100,"Strong name similarity (100%), same country, 14m apart",Hotel Foresta,Santiago,Chile,-33.4379584,-70.6428715,hotel foresta|santiago|chile,High-confidence legacy census match; score meets promote threshold.
210,recVD246zKGQVzPZE,Hotel La Serena Plaza,La Serena,Chile,-29.9051956,-71.2727312,recUXrD8JTLZIjCPr,La Serena Plaza Hotel,14,100,"Strong name similarity (100%), same country, 14m apart",Hotel La Serena Plaza,La Serena,Chile,-29.9051956,-71.2727312,hotel la serena plaza|la serena|chile,High-confidence legacy census match; score meets promote threshold.
211,recWaMqEyDvGgeC1L,Hotel José Nogueira,Punta Arenas,Chile,-53.1618619,-70.907884,recSwSsxIHC2mckka,Hotel Jose Nogueira,21,100,"Strong name similarity (100%), same country, 21m apart",Hotel José Nogueira,Punta Arenas,Chile,-53.1618619,-70.907884,hotel jose nogueira|punta arenas|chile,High-confidence legacy census match; score meets promote threshold.
212,recZG2AIr2CzmVR97,Hotel Altiplanico,Santiago,Chile,-33.435641,-70.6448884,recPVzVfDDHVrTpIV,Hotel Altiplanico,11,100,"Strong name similarity (100%), same country, 11m apart",Hotel Altiplanico,Santiago,Chile,-33.435641,-70.6448884,hotel altiplanico|santiago|chile,High-confidence legacy census match; score meets promote threshold.
213,recZZDQlYkskiThn7,Casa Galos Hotel & Lofts,Valparaíso,Chile,-33.0438588,-71.6301136,reczYj15FeXYAIwLx,Hotel & Lofts Casa Galos,3,100,"Strong name similarity (100%), same country, 3m apart",Casa Galos Hotel & Lofts,Valparaíso,Chile,-33.0438588,-71.6301136,casa galos hotel & lofts|valparaiso|chile,High-confidence legacy census match; score meets promote threshold.
214,recatwUd7NEPiKEcG,Hotel Puelche,Puerto Varas,Chile,-41.3224776,-72.9768826,recJgQFkR68f0Lsaq,Hotel Puelche,3,100,"Strong name similarity (100%), same country, 3m apart",Hotel Puelche,Puerto Varas,Chile,-41.3224776,-72.9768826,hotel puelche|puerto varas|chile,High-confidence legacy census match; score meets promote threshold.
215,recbha8FGtQ7qLUSP,Hotel Canto del Mar,La Serena,Chile,-29.9162568,-71.2749603,recPvCZmAf49g0jKv,Hotel Canto Del Mar,121,100,"Strong name similarity (100%), same country, 121m apart",Hotel Canto del Mar,La Serena,Chile,-29.9162568,-71.2749603,hotel canto del mar|la serena|chile,High-confidence legacy census match; score meets promote threshold.
216,recd5uzF28srEFR4O,Hotel Gavina Sens,Iquique,Chile,-20.2226443,-70.1527162,recHfWo5F1Up7jcDN,Hotel Gavina Sens,15,100,"Strong name similarity (100%), same country, 15m apart",Hotel Gavina Sens,Iquique,Chile,-20.2226443,-70.1527162,hotel gavina sens|iquique|chile,High-confidence legacy census match; score meets promote threshold.
217,recfVeFXlp3zX8Lrl,Capital Hotel Bellet,Providencia,Chile,-33.4260637,-70.6172641,reci3u6Nzl3dS2Fqs,Capital Hotel Bellet,5,100,"Strong name similarity (100%), same country, 5m apart",Capital Hotel Bellet,Providencia,Chile,-33.4260637,-70.6172641,capital hotel bellet|providencia|chile,High-confidence legacy census match; score meets promote threshold.
218,recg6Koo9JiPaCGg9,Hotel Cumbres Lastarria,Santiago,Chile,-33.4378405,-70.6408236,recW5cGGKbFsuR9js,Hotel Cumbres Lastarria,3,100,"Strong name similarity (100%), same country, 3m apart",Hotel Cumbres Lastarria,Santiago,Chile,-33.4378405,-70.6408236,hotel cumbres lastarria|santiago|chile,High-confidence legacy census match; score meets promote threshold.
219,rechec2k08lSU5mz7,Hotel Santa Cruz Plaza,Santa Cruz,Chile,-34.6401964,-71.365531,recSfEdjt4zZF9VW7,Hotel Santa Cruz Plaza,6,100,"Strong name similarity (100%), same country, 6m apart",Hotel Santa Cruz Plaza,Santa Cruz,Chile,-34.6401964,-71.365531,hotel santa cruz plaza|santa cruz|chile,High-confidence legacy census match; score meets promote threshold.
220,reckVdz33meoEwhJ5,Hotel Savona,Arica,Chile,-18.4808085,-70.3201711,recjDd6DT2tGSENbI,Savona Hotel,4,100,"Strong name similarity (100%), same country, 4m apart",Hotel Savona,Arica,Chile,-18.4808085,-70.3201711,hotel savona|arica|chile,High-confidence legacy census match; score meets promote threshold.
221,rec0UBs5tLlSqm2Ds,Hotel Lomas del Volcán,La Fortuna,Costa Rica,10.4600263,-84.674192,recaGxDXtsL5x00xH,Lomas Del Volcan Hotel,47,100,"Strong name similarity (100%), same country, 47m apart",Hotel Lomas del Volcán,La Fortuna,Costa Rica,10.4600263,-84.674192,hotel lomas del volcan|la fortuna|costa rica,High-confidence legacy census match; score meets promote threshold.
222,rec0oTd5bQ4N7eMl3,Hotel Kekoldi,San José,Costa Rica,9.9375924,-84.0752068,recT0smxEcYEI76IM,Hotel Kekoldi,4,100,"Strong name similarity (100%), same country, 4m apart",Hotel Kekoldi,San José,Costa Rica,9.9375924,-84.0752068,hotel kekoldi|san jose|costa rica,High-confidence legacy census match; score meets promote threshold.
223,rec33vzPrAvXTnzUY,Costa Verde Inn,Escazu,Costa Rica,9.9181994,-84.1478924,recUKqGwopLqPzDB8,Costa Verde Inn,9,100,"Strong name similarity (100%), same country, 9m apart",Costa Verde Inn,Escazu,Costa Rica,9.9181994,-84.1478924,costa verde inn|escazu|costa rica,High-confidence legacy census match; score meets promote threshold.
224,recC5sb0TvZ32iC8z,Sunset del Mar Beach Resort,Esterillos Este,Costa Rica,9.5264887,-84.4589657,rec9yHdLLbXQ7yvYW,Sunset Del Mar Beach Resort,21,100,"Strong name similarity (100%), same country, 21m apart",Sunset del Mar Beach Resort,Esterillos Este,Costa Rica,9.5264887,-84.4589657,sunset del mar beach resort|esterillos este|costa rica,High-confidence legacy census match; score meets promote threshold.
225,recGaXDWbCFseXND2,Hotel Grano de Oro,San José,Costa Rica,9.9339012,-84.0931352,recVFFcxqvTis4yxC,Hotel Grano De Oro,27,100,"Strong name similarity (100%), same country, 27m apart",Hotel Grano de Oro,San José,Costa Rica,9.9339012,-84.0931352,hotel grano de oro|san jose|costa rica,High-confidence legacy census match; score meets promote threshold.
226,recGijooprww3B5bU,Hotel Casino Taormina,San José,Costa Rica,9.9388607,-84.0760097,recvsKYjoyi09DhhB,Taormina Hotel & Casino,10,100,"Strong name similarity (100%), same country, 10m apart",Hotel Casino Taormina,San José,Costa Rica,9.9388607,-84.0760097,hotel casino taormina|san jose|costa rica,High-confidence legacy census match; score meets promote threshold.
227,recJnQ0nuh2YDIjNJ,Hotel Auténtico,San José,Costa Rica,9.9391895,-84.0964464,recN9T3Wk3dYHCbY2,Hotel Autentico,17,100,"Strong name similarity (100%), same country, 17m apart",Hotel Auténtico,San José,Costa Rica,9.9391895,-84.0964464,hotel autentico|san jose|costa rica,High-confidence legacy census match; score meets promote threshold.
228,recKruhHtEUqLy2eT,Hotel Colonial,San José,Costa Rica,9.9314651,-84.07394,reczaxFFwOcvZwrBy,Hotel Colonial,6,100,"Strong name similarity (100%), same country, 6m apart",Hotel Colonial,San José,Costa Rica,9.9314651,-84.07394,hotel colonial|san jose|costa rica,High-confidence legacy census match; score meets promote threshold.
229,recLoQOMhqPxujiHp,Hotel Alma del Pacífico,Parrita,Costa Rica,9.5247781,-84.4532356,rectRAj8FPocJF1VK,Alma Del Pacifico Hotel,13,100,"Strong name similarity (100%), same country, 13m apart",Hotel Alma del Pacífico,Parrita,Costa Rica,9.5247781,-84.4532356,hotel alma del pacifico|parrita|costa rica,High-confidence legacy census match; score meets promote threshold.
230,recMvGyq6Kvgpfn9a,Hotel Inca Real,San José,Costa Rica,9.9388846,-84.0767772,recjDuON4lGZe2bgL,Hotel Inca Real,23,100,"Strong name similarity (100%), same country, 23m apart",Hotel Inca Real,San José,Costa Rica,9.9388846,-84.0767772,hotel inca real|san jose|costa rica,High-confidence legacy census match; score meets promote threshold.
231,recRDZiYHD4OogqS5,Hotel Samara Beach,Sámara,Costa Rica,9.8823449,-85.5274689,recAOM98FGeVE7OPx,Hotel Samara Beach,13,100,"Strong name similarity (100%), same country, 13m apart",Hotel Samara Beach,Sámara,Costa Rica,9.8823449,-85.5274689,hotel samara beach|samara|costa rica,High-confidence legacy census match; score meets promote threshold.
232,recTEtP3GPcw7DZBX,Hotel Wagelia,Turrialba,Costa Rica,9.905191,-83.6857578,recyVifu2uXJqrrK1,Hotel Wagelia,28,100,"Strong name similarity (100%), same country, 28m apart",Hotel Wagelia,Turrialba,Costa Rica,9.905191,-83.6857578,hotel wagelia|turrialba|costa rica,High-confidence legacy census match; score meets promote threshold.
233,recUqsHElFesJujEA,Hotel Dunn Inn,San José,Costa Rica,9.9383953,-84.0757007,recHNb3nPkGoQMmIS,Hotel Dunn Inn,8,100,"Strong name similarity (100%), same country, 8m apart",Hotel Dunn Inn,San José,Costa Rica,9.9383953,-84.0757007,hotel dunn inn|san jose|costa rica,High-confidence legacy census match; score meets promote threshold.
234,recX7i9Bgg8pditDl,Hotel Poseidon,Jacó,Costa Rica,9.6148277,-84.6291605,recFbBkiyjZIeYVUH,Hotel Poseidon,16,100,"Strong name similarity (100%), same country, 16m apart",Hotel Poseidon,Jacó,Costa Rica,9.6148277,-84.6291605,hotel poseidon|jaco|costa rica,High-confidence legacy census match; score meets promote threshold.
235,recXV17zPygzDkiyV,Hotel El Viandante,Monteverde,Costa Rica,10.3168428,-84.8182724,recJjpMGXDUdR7xiR,Hotel El Viandante,20,100,"Strong name similarity (100%), same country, 20m apart",Hotel El Viandante,Monteverde,Costa Rica,10.3168428,-84.8182724,hotel el viandante|monteverde|costa rica,High-confidence legacy census match; score meets promote threshold.
236,recb9YHypiDr0CP9V,Volcano Lodge,La Fortuna,Costa Rica,10.4987016,-84.6870548,rec92YDsIXzM262Uk,Volcano Lodge,164,100,"Strong name similarity (100%), same country, 164m apart",Volcano Lodge,La Fortuna,Costa Rica,10.4987016,-84.6870548,volcano lodge|la fortuna|costa rica,High-confidence legacy census match; score meets promote threshold.
237,recbtsjCuSaI5l1Hg,Hotel Sol Sámara,Sámara,Costa Rica,9.8735549,-85.5094786,recsrbbP0sLIMONFZ,Hotel Sol Samara,99,100,"Strong name similarity (100%), same country, 99m apart",Hotel Sol Sámara,Sámara,Costa Rica,9.8735549,-85.5094786,hotel sol samara|samara|costa rica,High-confidence legacy census match; score meets promote threshold.
238,recfHj9QbR6jAnnSu,Galiza Suites,Santa Ana,Costa Rica,9.9323669,-84.1873367,recUEf7aiUUNVn7Dy,Galiza Suites,69,100,"Strong name similarity (100%), same country, 69m apart",Galiza Suites,Santa Ana,Costa Rica,9.9323669,-84.1873367,galiza suites|santa ana|costa rica,High-confidence legacy census match; score meets promote threshold.
239,recfxioiGipztnMpp,Hotel 1492,San Jose,Costa Rica,9.9329795,-84.0649163,reczHffsdeZRPCVHa,Hotel 1492,32,100,"Strong name similarity (100%), same country, 32m apart",Hotel 1492,San Jose,Costa Rica,9.9329795,-84.0649163,hotel 1492|san jose|costa rica,High-confidence legacy census match; score meets promote threshold.
240,recgHHEUHdu3eqauM,Hotel California,Quepos,Costa Rica,9.4216522,-84.1570766,recezGoV2vt4RdyLA,Hotel California,149,100,"Strong name similarity (100%), same country, 149m apart",Hotel California,Quepos,Costa Rica,9.4216522,-84.1570766,hotel california|quepos|costa rica,High-confidence legacy census match; score meets promote threshold.
241,rec3bGuvP5cYOlcD6,Hotel Eugenia,Quito,Ecuador,-0.1985735,-78.4870882,recOjr8TcmbvEqkXx,Eugenia Hotel,6,100,"Strong name similarity (100%), same country, 6m apart",Hotel Eugenia,Quito,Ecuador,-0.1985735,-78.4870882,hotel eugenia|quito|ecuador,High-confidence legacy census match; score meets promote threshold.
242,rec7rIT0Pzkm332eX,Hotel Podocarpus,"Loja, Ecuador",Ecuador,-3.9965769,-79.2045883,recjYEnLhplyLJrKz,Hotel Podocarpus,9,100,"Strong name similarity (100%), same country, 9m apart",Hotel Podocarpus,"Loja, Ecuador",Ecuador,-3.9965769,-79.2045883,"hotel podocarpus|loja, ecuador|ecuador",High-confidence legacy census match; score meets promote threshold.
243,recBBXYLYgMGLsaj1,Stubel Suites & Café,Quito,Ecuador,-0.2009509,-78.4791383,recndGSjHdeLr5hAG,Stubel Suites & Cafe,28,100,"Strong name similarity (100%), same country, 28m apart",Stubel Suites & Café,Quito,Ecuador,-0.2009509,-78.4791383,stubel suites & cafe|quito|ecuador,High-confidence legacy census match; score meets promote threshold.
244,recGqQKoIJ7orByF4,Zamorano Real Hotel,"Loja, Ecuador",Ecuador,-3.9993178,-79.2023341,recAatfS72FeWombq,Zamorano Real Hotel,5,100,"Strong name similarity (100%), same country, 5m apart",Zamorano Real Hotel,"Loja, Ecuador",Ecuador,-3.9993178,-79.2023341,"zamorano real hotel|loja, ecuador|ecuador",High-confidence legacy census match; score meets promote threshold.
245,recJDm1WzPS2LFZyl,Hotel Embassy,Quito,Ecuador,-0.2044979,-78.4914021,recPjcVVhR1bvdyWJ,Hotel Embassy,142,100,"Strong name similarity (100%), same country, 142m apart",Hotel Embassy,Quito,Ecuador,-0.2044979,-78.4914021,hotel embassy|quito|ecuador,High-confidence legacy census match; score meets promote threshold.
246,recLGqFeAeDJppmE1,Hotel Los Alpes,Quito,Ecuador,-0.2087564,-78.4933012,rec8zl6lzvp3Wsf9p,Hotel Los Alpes,4,100,"Strong name similarity (100%), same country, 4m apart",Hotel Los Alpes,Quito,Ecuador,-0.2087564,-78.4933012,hotel los alpes|quito|ecuador,High-confidence legacy census match; score meets promote threshold.
247,recLPDvKTuhrxGZ3u,Mantahost Hotel,Manta,Ecuador,-0.9444395,-80.7490143,recv8PVi7qwBfgPyp,Mantahost Hotel,14,100,"Strong name similarity (100%), same country, 14m apart",Mantahost Hotel,Manta,Ecuador,-0.9444395,-80.7490143,mantahost hotel|manta|ecuador,High-confidence legacy census match; score meets promote threshold.
248,recXBReqeYVjbzKRN,Hotel Continental,Guayaquil,Ecuador,-2.1950387,-79.8826012,rec1k2ofDmdvIPmDq,Hotel Continental,18,100,"Strong name similarity (100%), same country, 18m apart",Hotel Continental,Guayaquil,Ecuador,-2.1950387,-79.8826012,hotel continental|guayaquil|ecuador,High-confidence legacy census match; score meets promote threshold.
249,recZVzSZ7oB50tLvc,Sonesta Hotel Loja,"Loja, Ecuador",Ecuador,-3.9935009,-79.1977729,recJ6tBHAyQZlJZgf,Sonesta Hotel Loja,32,100,"Strong name similarity (100%), same country, 32m apart",Sonesta Hotel Loja,"Loja, Ecuador",Ecuador,-3.9935009,-79.1977729,"sonesta hotel loja|loja, ecuador|ecuador",High-confidence legacy census match; score meets promote threshold.
250,recbw364noEF6BzOZ,Nü House Boutique Hotel,Quito,Ecuador,-0.2026514,-78.4913935,rec8azYcRHX3Xj7Ft,Nu House Boutique Hotel,7,100,"Strong name similarity (100%), same country, 7m apart",Nü House Boutique Hotel,Quito,Ecuador,-0.2026514,-78.4913935,nu house boutique hotel|quito|ecuador,High-confidence legacy census match; score meets promote threshold.
