sourceRecordId,rawHotelName,rawCity,rawCountry,rawLatitude,rawLongitude,qualityTier,qualityScore,importBatchId
node/441403948,Sonesta Hotel Loja,"Loja, Ecuador",Ecuador,-3.9935009,-79.1977729,high,100,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/459400971,Rio Grande,,Ecuador,0.3285555,-78.5456949,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/471409120,Hosteria La Quinta,,Ecuador,-2.19861,-78.846704,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/473604145,Sundown Inn,,Ecuador,-0.4822575,-80.4512341,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/473604147,Pacific Fun Cabañas,,Ecuador,-0.483164,-80.4507644,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/473604149,Hotel Sol y Luna,,Ecuador,-0.4756494,-80.4527633,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/473604151,Cabañas Mar y Paz,,Ecuador,-0.4752562,-80.4522608,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/473604153,Posada del Sol,,Ecuador,-0.474579,-80.4530363,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/473604157,Hostel Shelmar,,Ecuador,-0.461989,-80.4560113,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/493928873,Posada Ingapirca,,Ecuador,-2.5396482,-78.8696996,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/495218145,Hotel Del Rey Guayaquil,,Ecuador,-2.1903072,-79.8991399,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/528968203,Sacha Lodge,,Ecuador,-0.4716968,-76.4588527,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/529490334,Casa Foch,,Ecuador,-0.2019219,-78.4917075,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/529510392,Hacienda Cusin,,Ecuador,0.1912889,-78.1869536,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/531987310,Hacienda Hato Verde,,Ecuador,-0.7919162,-78.6088265,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/534878408,Hotel Hacienda Abraspungo,,Ecuador,-1.6401235,-78.6407183,high,80,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/544079388,Labarquita,,Ecuador,-1.644228,-80.8270625,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/560546095,Hostal Cocos,,Ecuador,-2.2039715,-80.9750679,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/572826707,Hotel Savoy INN,,Ecuador,-0.159243,-78.4816776,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/575135024,Hotel RODELU,,Ecuador,-0.932858,-78.6157341,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/575135025,Hotel Rosim,,Ecuador,-0.9324395,-78.6158681,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/575135027,Hotel Tilipulo,,Ecuador,-0.9325475,-78.6166703,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/575135028,Residencial Santiago,,Ecuador,-0.9324087,-78.6172872,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/577555910,Aparthotel Los Quipus,,Ecuador,-0.2116575,-78.4848196,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/601669417,Hotel Orilla del Río,,Ecuador,-2.1460049,-79.8689584,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/603997591,Hacienda La Cienega,,Ecuador,-0.7719316,-78.6195048,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/608076757,Hotel Marcelius,,Ecuador,-2.1673566,-79.8952515,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/613514699,Hotel León,,Ecuador,-2.7470604,-78.850968,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/617230683,Gran Hotel Paris,Cuenca,Ecuador,-2.8956932,-79.0065632,high,100,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/617230686,Atenas,,Ecuador,-2.8940853,-79.0034487,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/617230694,Norte,,Ecuador,-2.8949969,-79.0009327,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/617230697,Las Americas,,Ecuador,-2.8931507,-79.0004066,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/620040497,Atipico Hostal,,Ecuador,-2.8955466,-79.0060939,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/620040500,Hamilton,,Ecuador,-2.890969,-79.0119071,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/620040502,Niza,,Ecuador,-2.8959916,-79.0001806,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/620040503,España,,Ecuador,-2.8955231,-78.9970374,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/620040504,Tito,,Ecuador,-2.8954257,-78.9972494,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/654187125,Hosteria Tororas,,Ecuador,0.366436,-78.0887004,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/660848413,Shishink,,Ecuador,0.0568652,-79.2054672,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/662704213,Centro de recepción de visitantes de la Reserva Biológica Maquipucuna,,Ecuador,0.1243586,-78.6292297,high,95,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/670470282,Hosteria Puerto Lago,,Ecuador,0.2012834,-78.2347188,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/671043688,Silberstein,,Ecuador,-0.742673,-90.311142,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/671840310,Isla de los monos,,Ecuador,-0.8928004,-77.8008008,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/671841725,Hosteria Misahualli,,Ecuador,-1.0341687,-77.6628445,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/672562917,Fernandina,,Ecuador,-0.7408644,-90.3113562,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/677526197,Lirio del Mar,,Ecuador,-0.7461642,-90.3128659,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/677526198,Costa del Sol,,Ecuador,-0.7461414,-90.3127797,high,80,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/677526201,Elizabeth,,Ecuador,-0.7462607,-90.3123187,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/677526207,Gardner,,Ecuador,-0.7455527,-90.3128337,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/677526208,Flamingo,,Ecuador,-0.7457565,-90.3127371,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/702801972,Fernandina,,Ecuador,-0.7410738,-90.311332,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/748060798,Hotel Las Orquideas,,Ecuador,-3.681379,-79.6833271,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/753841570,Rizzo Hotel,,Ecuador,-3.2599747,-79.9609967,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/753872884,Hotel Regal,Machala,Ecuador,-3.2590223,-79.9609297,high,75,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/754057894,Hotel Perla del Pacífico,,Ecuador,-3.2594188,-79.9571659,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/754102392,Hotel los Jardines,,Ecuador,-3.2567831,-79.9535494,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/754121961,Hotel Ejecutivo,Machala,Ecuador,-3.2581598,-79.9582577,high,75,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/754128432,Royal Hotel,Machala,Ecuador,-3.2597987,-79.956302,high,75,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/754144287,Hotel Montecarlo,,Ecuador,-3.2571006,-79.9586494,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/757274944,Hostal La cueva de los Tayos,,Ecuador,-3.2616659,-79.9549963,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/760160632,Hotel Veuxor,Machala,Ecuador,-3.2603586,-79.9593757,high,75,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/760160908,Hotel RCA,,Ecuador,-3.2574476,-79.9561941,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/760161136,Hostal SALOAH,,Ecuador,-3.262723,-79.9564462,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/760161382,Hotel PuertoVentura,,Ecuador,-3.2620436,-79.9469871,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/777385117,Chimenea,,Ecuador,-1.3985244,-78.4193438,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/791825727,Royal Palm,,Ecuador,-0.6493492,-90.3933918,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/804906207,Hotel Sun Beach,,Ecuador,-2.2112144,-80.9544287,high,80,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/804934819,Villas Mediterraneo,,Ecuador,-2.2079546,-80.9756758,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/805135972,Hotel Aragosta,,Ecuador,-2.2236126,-80.9409327,high,80,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/805136048,Hotel El Carruaje,,Ecuador,-2.2047548,-80.9741917,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/805136071,Hotel Amira,,Ecuador,-2.1990477,-80.9825767,high,80,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/805136091,Hotel Salinas Costa Azul,,Ecuador,-2.2068839,-80.9708703,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/814629511,Tortuga Bay,,Ecuador,-0.7404123,-90.3120033,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/825311656,Lobo de Mar,,Ecuador,-0.7457885,-90.3114107,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/845127696,Hotel del Pacífico,,Ecuador,-1.5574376,-80.8122868,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/868623498,Hotel Sol Isabela,,Ecuador,-0.9578061,-90.9643501,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/889162908,OceanBCHresort,,Ecuador,-2.6435891,-80.420399,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/916284844,Madisson Internacional,,Ecuador,-0.2758753,-78.5423515,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/921881915,Hostería Mandála,,Ecuador,-1.5496597,-80.8105391,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/927444794,Camino Real,,Ecuador,-1.6631128,-78.6640029,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/931257405,Quindeloma,,Ecuador,-1.662875,-78.6568267,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/931485526,Chimborazo,,Ecuador,-1.6621938,-78.657067,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/931485534,Hosteria La Andaluza,Riobamba,Ecuador,-1.5382931,-78.7325542,high,100,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/932352371,Mediterraneo,,Ecuador,-2.2079772,-80.9755442,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/940951004,Hacienda Chachimbiro,,Ecuador,0.4512827,-78.2292963,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/940960025,Mantahost Hotel,Manta,Ecuador,-0.9444395,-80.7490143,high,100,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/940960032,Punta Piedrero,,Ecuador,-1.5630768,-80.8191376,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/941918414,Cruzcaspi,,Ecuador,-1.0074018,-77.8092928,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/950054309,Hotel Coraza,,Ecuador,0.2269528,-78.2635143,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/954954886,Los Pinos,,Ecuador,0.3033182,-78.3785548,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/966126534,Camino al Sol,,Ecuador,-1.0430361,-78.5928781,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/966131251,Palermotel,,Ecuador,-1.6253426,-78.681434,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/967210142,Punta Prieta,,Ecuador,-0.1232262,-80.218977,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/988468499,Armijos,,Ecuador,-0.2736124,-78.5482764,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/990219251,hosteria Flor de Canela,,Ecuador,-1.4773818,-77.998052,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/991171044,Hotel Pelileo,,Ecuador,-1.3267819,-78.543851,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/996617148,Paraíso,,Ecuador,-0.2275861,-78.52257,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1012878248,Acapulco,,Ecuador,-1.5920939,-78.9994716,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1012878265,Hotel Santa Fé,,Ecuador,-1.5921425,-78.9996343,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1012878279,Hotel Colonial,,Ecuador,-1.5919435,-78.9997118,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1012878281,Balcón Cuencano,,Ecuador,-1.5930599,-79.001796,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1012878310,Marquez,,Ecuador,-1.5914981,-78.9975817,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1021407529,Spa La Mirage,,Ecuador,0.2999538,-78.2704314,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1030040982,Bio Hostal,,Ecuador,-0.054554,-78.775575,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1033788708,Hostería Cabañas del Lago,,Ecuador,0.2101601,-78.2108101,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1036679511,Exscalibur,,Ecuador,-0.1745113,-76.6409536,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1036679636,Patricia,,Ecuador,-0.187512,-76.6479752,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1036679675,Hosteria Amazonas,,Ecuador,-0.1932489,-76.6397751,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1036688416,Damaris,,Ecuador,-0.4725688,-76.9820124,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1038882509,Gran Hotel Lago,,Ecuador,0.0837303,-76.8912059,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1038883231,La Posada,,Ecuador,0.0823051,-76.8842037,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1038883232,Araza,,Ecuador,0.0822657,-76.8851419,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1038890328,Bambu,,Ecuador,-0.297322,-76.8574112,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1038890347,Fantastic,,Ecuador,-0.3203902,-76.8648853,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1038890383,La Cita,,Ecuador,-0.4240601,-76.9930725,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1054830760,Zurita,,Ecuador,-0.4500047,-76.9976393,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1060758710,Establo de Tomas,,Ecuador,-0.9769485,-77.8576755,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1084457122,Hotel Truinfo,,Ecuador,-2.3291497,-79.4062014,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1098152398,Acantilado,,Ecuador,0.836538,-79.9376822,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1115722862,El Escorial,,Ecuador,-4.5808998,-79.4260504,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1118801166,Cabanas del rio,,Ecuador,0.1239543,-79.2706082,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1122874721,Filia. Brionez Alay,,Ecuador,-0.2772223,-78.5437885,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1125880860,El hostal de mi tío,,Ecuador,-0.3502582,-78.5518265,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1135362916,Hostal Casa Real Spa,Baños,Ecuador,-1.399486,-78.418976,high,75,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1136374967,Santa Fe,,Ecuador,-0.2054596,-78.5030615,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1139832097,Residencial estudiantil los Ceviches de la 10,,Ecuador,-0.2054574,-78.5009478,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1139872877,Hacienda Santa Ana,,Ecuador,0.5042159,-78.133184,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1147236863,Hosteria Farallon Dillon,,Ecuador,-2.1986085,-80.861073,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1149213848,CAVI Restobar,"Salinas, San Lorenzo",Ecuador,-2.2053157,-80.9590227,high,100,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294173,España Hotel,,Ecuador,-0.2395299,-79.1715448,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294176,Ejecutivo,,Ecuador,-0.2395245,-79.1718318,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294189,Villa María,,Ecuador,-0.2394883,-79.1721215,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294221,chifa,,Ecuador,-1.0393469,-79.4750224,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294237,El Mirador,,Ecuador,-0.2386839,-79.1680213,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294240,El Albergue,,Ecuador,-0.2243678,-79.1771265,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294262,Puerta del Sol,,Ecuador,-0.2229374,-78.5126536,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294289,Torre Azul,,Ecuador,-0.2390409,-79.1726346,high,70,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294296,Los Ceibos,,Ecuador,-0.2394494,-79.1727841,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294300,Shyri,,Ecuador,-0.2395714,-79.1712029,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294301,Benalcázar,,Ecuador,-0.222236,-78.515576,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1208294343,John,,Ecuador,-1.0497615,-79.482422,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1229676910,Moisés,,Ecuador,-2.8969546,-78.9963561,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1229676939,Ensueños,,Ecuador,-2.8975903,-78.9971883,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1229676969,Huayna Cápac,,Ecuador,-2.8947814,-78.9963573,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1229676971,Los Ángeles,,Ecuador,-2.8968413,-78.9930851,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1229676989,Amazonas,,Ecuador,-2.8926508,-78.9917169,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1229676999,La Paz,,Ecuador,-2.8921871,-78.9913078,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1229677005,Alborada,,Ecuador,-2.8949886,-78.9953701,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1232497483,Hotel Verde Azul,,Ecuador,-0.7398215,-90.3115066,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1233264332,Palmeras,,Ecuador,-0.7461776,-90.3133105,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1233762856,Machado,,Ecuador,0.8131024,-77.7175422,high,75,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1239464510,Lexus,,Ecuador,-0.2069856,-78.4968658,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1239464571,Folklore,,Ecuador,-0.209478,-78.4843617,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1270830299,Coral Blanco,,Ecuador,-0.9566406,-90.968366,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1270830300,La Isla del Descanso,,Ecuador,-0.9551881,-90.9663233,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1270830306,Hostal Villamil,,Ecuador,-0.9560984,-90.9669035,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1270830308,Galapagos Betortuga Lodging,,Ecuador,-0.9563612,-90.9691673,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1270830322,Volcano,,Ecuador,-0.9564061,-90.9690379,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1270830323,Cormorant Beach House,,Ecuador,-0.956974,-90.9687261,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1270830327,The Dolphin House,,Ecuador,-0.9570048,-90.9679764,medium,65,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1275466834,El Prado,,Ecuador,0.3647474,-78.1120673,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1275501340,Hotel La Playa,,Ecuador,0.4556403,-78.0100058,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1275501369,Oasis Hosteria,,Ecuador,0.4477242,-78.0067956,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1313734249,Almar,,Ecuador,-0.7427824,-90.3097686,medium,60,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1314275415,Monte Verde,,Ecuador,-0.2568163,-78.5240015,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1315244299,Hotel Mexico,,Ecuador,-2.2257041,-80.8567295,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1328047855,Sol y Agua,,Ecuador,-3.279668,-79.3024623,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
node/1350844342,Hotel Montecarlo,,Ecuador,0.3505196,-78.1231999,medium,55,osm-ecuador-hotel-focused-choice-cala-2026-05-20
