propertyId,name,brand,city,country,address1,postalCode,telephone,email,latitude,longitude,propertyUrl
7547,ibis Rio de Janeiro Botafogo,IBH,RIO DE JANEIRO,Brazil,"Rua Paulino Fernandes 39, Botafogo",22.270-050,+55 21/35152999,h7547-re@accor.com,-22.95285,-43.18544,https://all.accor.com/hotel/7547/index.en.shtml
B205,Novotel Rio de Janeiro Leme,NOV,RIO DE JANEIRO,Brazil,"Rua Gustavo Sampaio, 320",22010010,+55 2135455300,hb205-re@accor.com,-22.96197,-43.16854,https://all.accor.com/hotel/B205/index.en.shtml
6497,ibis Copacabana Posto 2,IBH,Rio de Janeiro,Brazil,"R Min Viveiros De Castro 134, Copacabana",22021-010,+55 21/32181150,H6497-re@accor.com,-22.96453,-43.17895,https://all.accor.com/hotel/6497/index.en.shtml
B215,Mercure Rio Boutique Copacabana,MER,RIO DE JANEIRO,Brazil,"Avenida Atlantica, 2554, 2554, Copacabana",22041001,+55 21/35455100,hb215-re@accor.com,-22.97176,-43.18558,https://all.accor.com/hotel/B215/index.en.shtml
9327,ibis budget Copacabana RJ,IBB,Rio de Janeiro,Brazil,"Rua Constante Ramos, 96, Copacabana",22051012,+590 2132826999,h9327-re@accor.com,-22.9733197,-43.1900811,https://all.accor.com/hotel/9327/index.en.shtml
9361,ibis Copacabana Posto 5,IBH,RIO DE JANEIRO,Brazil,"Rua Xavier Da Silveira 82, Copacabana",22061010,+55 21/37212900,h9361-re@accor.com.br,-22.97612,-43.19187,https://all.accor.com/hotel/9361/index.en.shtml
B292,Grand Mercure Rio de Janeiro Copacabana,MEI,RIO DE JANEIRO,Brazil,"Rua Souza Lima, 48, Copacabana",22070001,+55 2135455400,hb292-re@accor.com,-22.98127,-43.19026,https://all.accor.com/hotel/B292/index.en.shtml
1988,Fairmont Rio de Janeiro Copacabana,FAI,RIO DE JANEIRO,Brazil,"Avenida Atlantica 4240, Copacabana, RIO DE JANEIRO - RJ",22070002,+55 2125251232,h1988-re@fairmont.com,-22.9858,-43.18949,https://all.accor.com/hotel/1988/index.en.shtml
9449,ibis Rio de Janeiro Nova America,IBH,RIO DE JANEIRO,Brazil,"Av. Pastor Martin Luther King Jr, Numero 126, Bloco 11,  Torro 4",20765971,+55 2132822300,h9449-re@accor.com,-22.87707,-43.27085,https://all.accor.com/hotel/9449/index.en.shtml
9558,ibis budget Rio de Janeiro Nova America,IBB,RIO DE JANEIRO,Brazil,"Av Pastor Martin Luther King Jr., Numero 126, Bloco 11,  Torre 05",20765971,+55 2132822300,H9558-re@accor.com,-22.8779867,-43.2719425,https://all.accor.com/hotel/9558/index.en.shtml
8941,Sofitel Rio de Janeiro Ipanema,SOF,RIO DE JANEIRO,Brazil,"Avenida Vieira Souto 460, Ipanema",22420006,+55 2125252525,reservationrioipanema@sofitel.com,-22.9863,-43.20726,https://all.accor.com/hotel/8941/index.en.shtml
B290,Pullman RJ São Conrado (under renovation),PUL,RIO DE JANEIRO,Brazil,"Avenida Aquarela Do Brasil, 75",22610010,+55 2133232200,hb290-re@accor.com,-22.998,-43.258,https://all.accor.com/hotel/B290/index.en.shtml
8182,ibis Rio De Janeiro Barra Da Tijuca,IBH,Rio de Janeiro,Brazil,"Avenida do Pepê, 56, Barra da Tijuca",20.620-061,+55 21/37217500,h8182-re@accor.com,-23.01348,-43.29816,https://all.accor.com/hotel/8182/index.en.shtml
8180,Mercure Rio de Janeiro Barra da Tijuca,MER,Rio de Janeiro,Brazil,"Avenida do Pepê, 56, Barra da Tijuca",2062060,+55 2121531200,h8180-re@accor.com,-23.01351,-43.29813,https://all.accor.com/hotel/8180/index.en.shtml
8176,ibis Rio de Janeiro Parque Olimpico,IBH,RIO DE JANEIRO,Brazil,"Av Embaixador Abelardo Bueno, 1511, Barra Da Tijuca",22775039,+55 21/37217700,h8176-re@accor.com,-22.97368,-43.37176,https://all.accor.com/hotel/8176/index.en.shtml
8177,Novotel Rio de Janeiro Parque Olimpico,NOV,Rio de Janeiro,Brazil,"Av Embaixador Abelardo, Bueno 1511, Barra da Tijuca",22775040,+55 21/34784900,ReservasNovotelRJParqueOlimpico@accor.com.br,-22.97377,-43.37189,https://all.accor.com/hotel/8177/index.en.shtml
7435,Mercure Rio de Janeiro Nova Iguaçu,MER,NOVA IGUACU,Brazil,Av Doutor Mario Guimaraes 520,26255230,+55 2132578500,h7435-re@accor.com,-22.75875,-43.45674,https://all.accor.com/hotel/7435/index.en.shtml
9696,Ibis Budget Petropolis,IBB,PETROPOLIS,Brazil,"Rua Doutor Paulo Herve 778, Bingen",25665133,+55 08007037000,h9696-re@accor.com,-22.512534,-43.218797,https://all.accor.com/hotel/9696/index.en.shtml
