candidateAirtableRecordId,sourceRecordId,osmSourceUrl,wikidataQid,wikidataUrl,candidateHotelName,wikidataHotelName,candidateCountry,candidateCity,candidateLatitude,candidateLongitude,candidateWebsite,candidatePhone,candidateBrand,wikidataWebsite,wikidataOperator,wikidataOwner,wikidataWikipediaUrl,matchScore,matchReason,evidenceCount,sourceCount,promotionEligibility,promotionRecommendation,reviewRiskLevel,humanReviewNotes,proposedDealalityHotelId,proposedVerifiedHotelName,proposedVerificationStatus
reciyRD6iAAD6vEr8,way/136390467,https://www.openstreetmap.org/way/136390467,Q135973434,https://www.wikidata.org/wiki/Q135973434,Iberostar Waves Costa Dorada,Iberostar Waves Costa Dorada,Dominican Republic,Marapica,19.7759797,-70.6580692,https://www.iberostar.com/en/hotels/puerto-plata/iberostar-waves-costa-dorada/,+1 809-320-1000,Iberostar Hotels & Resorts,https://www.iberostar.com/en/hotels/puerto-plata/iberostar-waves-costa-dorada/,,Iberostar Hotels & Resorts,,110,name=1.00; geo=39m; website,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-iberostar-waves-costa-dorada-36390467,Iberostar Waves Costa Dorada,pending_review
recdMQywcOyCM5d4n,node/11035653720,https://www.openstreetmap.org/node/11035653720,Q112020305,https://www.wikidata.org/wiki/Q112020305,Hotel Casa Coco,Hotel Casa Coco,Dominican Republic,Boca Chica,18.4488406,-69.608473,https://hotelcasacoco.com,,,,,,,105,name=1.00; city; geo=14m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-casa-coco-35653720,Hotel Casa Coco,pending_review
recnz3SIPqTXIXXlc,way/53581002,https://www.openstreetmap.org/way/53581002,Q111414804,https://www.wikidata.org/wiki/Q111414804,Hotel Riu Bambu,Hotel Riu Bambu,Dominican Republic,Punta Cana,18.7226758,-68.4572682,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-bambu,+1 809-221-7575,Riu Hotels & Resorts,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-bambu,,,,105,name=1.00; city; geo=263m; website,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-riu-bambu-53581002,Hotel Riu Bambu,pending_review
rec4jurgCWVpPnjSS,way/323830323,https://www.openstreetmap.org/way/323830323,Q135669692,https://www.wikidata.org/wiki/Q135669692,Iberostar Hacienda Dominicus,Iberostar Selection Hacienda Dominicus,Dominican Republic,Higüey,18.3477867,-68.8224984,https://www.iberostar.com/en/hotels/bayahibe/iberostar-selection-hacienda-dominicus/,1 809-688-3600,Iberostar Hotels & Resorts,https://www.iberostar.com/en/hotels/bayahibe/iberostar-selection-hacienda-dominicus/,,Iberostar Hotels & Resorts,,95,name=0.75; geo=34m; website,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-iberostar-hacienda-dominicus-23830323,Iberostar Hacienda Dominicus,pending_review
recB9c0Z5bxUIDVNn,way/476739407,https://www.openstreetmap.org/way/476739407,Q111414793,https://www.wikidata.org/wiki/Q111414793,Hotel Riu Republica,Hotel Riu Republica,Dominican Republic,Punta Cana,18.4648512,-68.4023911,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-republica/,+1 809-933-0101,RIU,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-republica,RIU Hotels,,,95,name=1.00; city; website,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-riu-republica-76739407,Hotel Riu Republica,pending_review
recK9FMXgzNIM5Mfi,way/142306645,https://www.openstreetmap.org/way/142306645,Q111414805,https://www.wikidata.org/wiki/Q111414805,Hotel Riu Naiboa,Hotel Riu Naiboa,Dominican Republic,Punta Cana,18.7176172,-68.4553328,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-naiboa/,+1 809-221-7515,RIU,,RIU Hotels,,,92,name=1.00; city; geo=98m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-riu-naiboa-42306645,Hotel Riu Naiboa,pending_review
rec2FvHEyxtNvGJOi,way/341067667,https://www.openstreetmap.org/way/341067667,Q111884810,https://www.wikidata.org/wiki/Q111884810,Hostal Doña Chava,Hostal Doña Chava,Dominican Republic,,18.0358048,-71.7423458,http://www.donachava.com/,,,,,,,90,name=1.00; geo=18m,2,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hostal-dona-chava-41067667,Hostal Doña Chava,pending_review
recPRzaogUL2Lffji,node/3158269100,https://www.openstreetmap.org/node/3158269100,Q112020370,https://www.wikidata.org/wiki/Q112020370,Hotel Plaza Coral,Hotel Plaza Coral,Dominican Republic,,18.5832906,-68.3978268,http://hotel.plazacoral.net,+1 809 455 1839,,,,,,90,name=1.00; geo=6m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-plaza-coral-58269100,Hotel Plaza Coral,pending_review
recSkvq7iE2yRV2xZ,node/7274607989,https://www.openstreetmap.org/node/7274607989,Q112020341,https://www.wikidata.org/wiki/Q112020341,Las Galeras Hotel,Hotel Las Galeras,Dominican Republic,,19.2913532,-69.1989739,https://las-galeras.com/,,,,,,,90,name=1.00; geo=23m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-las-galeras-hotel-74607989,Las Galeras Hotel,pending_review
recdvI9be1ggJj4UD,node/5037222222,https://www.openstreetmap.org/node/5037222222,Q111111827,https://www.wikidata.org/wiki/Q111111827,Hotel Tropicana Deluxe,Hotel Tropicana Deluxe,DO,Punta Cana,18.6833711,-68.4166244,,+1 849 8593737,,,,,,90,name=1.00; geo=19m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-tropicana-deluxe-37222222,Hotel Tropicana Deluxe,pending_review
rechuOizPrsaR324F,way/312016532,https://www.openstreetmap.org/way/312016532,Q112020350,https://www.wikidata.org/wiki/Q112020350,Hotel Olimpo,Hotel Olimpo,Dominican Republic,,18.4329421,-68.9710116,,,,,,,,90,name=1.00; geo=39m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-olimpo-12016532,Hotel Olimpo,pending_review
recvx7DG3l2nmfcnQ,way/758630613,https://www.openstreetmap.org/way/758630613,Q111414776,https://www.wikidata.org/wiki/Q111414776,Casa de Campo Resort & Villas,Casa de Campo Resort & Villas,Dominican Republic,,18.4141438,-68.9355638,https://www.casadecampo.com.do/,+1 809-523-3333,,,,,,90,name=1.00; geo=29m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-casa-de-campo-resort-villas-58630613,Casa de Campo Resort & Villas,pending_review
rec6mHBnFJg31Jans,node/2955259538,https://www.openstreetmap.org/node/2955259538,Q111884825,https://www.wikidata.org/wiki/Q111884825,Hotel Villa Colonial,Hotel Villa Colonial,DO,Santo Domingo,18.470899,-69.888196,,,,,,,,90,name=1.00; geo=13m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-villa-colonial-55259538,Hotel Villa Colonial,pending_review
recH3lNw7SRGTltS3,way/407742566,https://www.openstreetmap.org/way/407742566,Q112020376,https://www.wikidata.org/wiki/Q112020376,Hotel Renacer,Hotel Renacer,Dominican Republic,,18.4704961,-69.8965823,,,,,,,,90,name=1.00; geo=17m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-renacer-07742566,Hotel Renacer,pending_review
recOEGqHmuBcHgjNV,node/7741588385,https://www.openstreetmap.org/node/7741588385,Q112020359,https://www.wikidata.org/wiki/Q112020359,Green Coast hotel,Green Coast Hotel,Dominican Republic,,18.6877246,-68.4212449,https://www.booking.com/hotel/do/bravo-mare.html?aid=1595464,,,,,,,90,name=1.00; geo=66m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-green-coast-hotel-41588385,Green Coast hotel,pending_review
recOV9Y7VNUL9c5IB,way/409872731,https://www.openstreetmap.org/way/409872731,Q112020367,https://www.wikidata.org/wiki/Q112020367,Micro Hotel,Micro Hotel Condo Suites,Dominican Republic,Santo Domingo,18.5019609,-69.9583728,,,,,,,,90,name=0.75; city; geo=7m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-micro-hotel-09872731,Micro Hotel,pending_review
recQspS7blprKn3MR,way/284214289,https://www.openstreetmap.org/way/284214289,Q111884773,https://www.wikidata.org/wiki/Q111884773,Piergiorgio Palace Hotel,Piergiorgio Palace Hotel,Dominican Republic,,19.7626202,-70.5192233,,,,,,,,90,name=1.00; geo=5m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-piergiorgio-palace-hotel-84214289,Piergiorgio Palace Hotel,pending_review
recTvmHTxCZ5GikmT,way/279441553,https://www.openstreetmap.org/way/279441553,Q111884768,https://www.wikidata.org/wiki/Q111884768,Kaoba Hotel,Hotel Kaoba,Dominican Republic,Cabarete,19.7492767,-70.4099332,,,,,,,,90,name=1.00; geo=15m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-kaoba-hotel-79441553,Kaoba Hotel,pending_review
recna69MrcFVdbLvY,node/7353712778,https://www.openstreetmap.org/node/7353712778,Q111884788,https://www.wikidata.org/wiki/Q111884788,Hotel Atlantis,Atlantis Hotel,Dominican Republic,,19.3136099,-69.5709925,,,,,,,,90,name=1.00; geo=39m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-atlantis-53712778,Hotel Atlantis,pending_review
recrRN5tRbUqPrzOQ,node/4753601222,https://www.openstreetmap.org/node/4753601222,Q112020336,https://www.wikidata.org/wiki/Q112020336,Palmetto Hotel,Palmetto Hotel,Dominican Republic,,19.4588138,-70.6803243,,8092414821,,,,,,90,name=1.00; geo=5m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-palmetto-hotel-53601222,Palmetto Hotel,pending_review
recu2OonTTy4jU5hq,node/4734649323,https://www.openstreetmap.org/node/4734649323,Q111884805,https://www.wikidata.org/wiki/Q111884805,Punta Rucia Lodge,Punta Rucia Lodge,Dominican Republic,,19.8496291,-71.2126079,,8498588400,,,,,,90,name=1.00; geo=19m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-punta-rucia-lodge-34649323,Punta Rucia Lodge,pending_review
rec7ucMafuU8K6pHQ,way/359598125,https://www.openstreetmap.org/way/359598125,Q111414832,https://www.wikidata.org/wiki/Q111414832,JW Marriott Santo Domingo,JW Marriott Hotel Santo Domingo,Dominican Republic,Santo Domingo,18.4726639,-69.9411036,https://www.marriott.com/hotels/travel/sdqjw-jw-marriott-hotel-santo-domingo/,,JW Marriott,,,,,90,name=0.80; city; geo=45m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-jw-marriott-santo-domingo-59598125,JW Marriott Santo Domingo,pending_review
recMyT0k49Ybq8YO0,way/410357299,https://www.openstreetmap.org/way/410357299,Q111884820,https://www.wikidata.org/wiki/Q111884820,Hotel Aladino,Hotel Aladino,Dominican Republic,Santo Domingo,18.4812262,-69.925875,,,,,,,,90,name=1.00; geo=52m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-aladino-10357299,Hotel Aladino,pending_review
recSSMLwPOka3fvTm,way/233446403,https://www.openstreetmap.org/way/233446403,Q111414822,https://www.wikidata.org/wiki/Q111414822,Hodelpa Gran Almirante,Hodelpa Gran Almirante,Dominican Republic,,19.4653439,-70.6872776,,,Hodelpa,,,,,90,name=1.00; geo=42m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hodelpa-gran-almirante-33446403,Hodelpa Gran Almirante,pending_review
recXQ8gUjATsqklbT,way/199921836,https://www.openstreetmap.org/way/199921836,Q111884792,https://www.wikidata.org/wiki/Q111884792,Hotel Palococo,Hotel Palococo,Dominican Republic,,19.3059646,-69.5470343,,,,,,,,90,name=1.00; geo=46m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-palococo-99921836,Hotel Palococo,pending_review
receKJbVgR1QUz1rH,node/9668071343,https://www.openstreetmap.org/node/9668071343,Q112020295,https://www.wikidata.org/wiki/Q112020295,El Encuentro Surf Lodge,El Encuentro Surf Lodge,Dominican Republic,,19.7789266,-70.4500804,https://elencuentrosurflodge.com/,,,,,,,90,name=1.00; geo=17m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-el-encuentro-surf-lodge-68071343,El Encuentro Surf Lodge,pending_review
recgwyyEyu2pcd9xG,node/9566324244,https://www.openstreetmap.org/node/9566324244,Q111884767,https://www.wikidata.org/wiki/Q111884767,Las Puertas Del Paraiso,Las Puertas del Paraíso,Dominican Republic,,19.6432241,-70.0578806,,,,,,,,90,name=1.00; geo=46m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-las-puertas-del-paraiso-66324244,Las Puertas Del Paraiso,pending_review
recykFxgzBRPgbq3x,node/9028309788,https://www.openstreetmap.org/node/9028309788,Q112020297,https://www.wikidata.org/wiki/Q112020297,Hotel Loro Tuerto,Hotel Loro Tuerto,Dominican Republic,,18.2077323,-71.0968349,,,,,,,,90,name=1.00; geo=14m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-loro-tuerto-28309788,Hotel Loro Tuerto,pending_review
reczK9XDga6qPfuH5,way/409597539,https://www.openstreetmap.org/way/409597539,Q112020366,https://www.wikidata.org/wiki/Q112020366,Hotel Los Jardiness,Hotel Los Jardines,Dominican Republic,,19.4649554,-70.6888376,,,,,,,,90,name=0.95; geo=17m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-los-jardiness-09597539,Hotel Los Jardiness,pending_review
recAF2AfbxM4gSjoz,way/198177958,https://www.openstreetmap.org/way/198177958,Q111884794,https://www.wikidata.org/wiki/Q111884794,Hotel Residence Playa Colibrí,Hotel Residence Playa Colibri,Dominican Republic,,19.3249768,-69.5512611,https://www.tripadvisor.com/Hotel_Review-g259440-d489768-Reviews-Hotel_Residence_Playa_Colibri-Las_Terrenas_Samana_Province_Dominican_Republic.html,,,,,,,90,name=1.00; geo=52m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-residence-playa-colibri-98177958,Hotel Residence Playa Colibrí,pending_review
recEgk6nFBPmeDhfc,way/339752040,https://www.openstreetmap.org/way/339752040,Q112020296,https://www.wikidata.org/wiki/Q112020296,Hotel Caribe,Hotel Caribe,Dominican Republic,,18.2019256,-71.0895157,,,,,,,,90,name=1.00; geo=17m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-caribe-39752040,Hotel Caribe,pending_review
recEwDkaiOJjQVloi,node/3216771022,https://www.openstreetmap.org/node/3216771022,Q111414836,https://www.wikidata.org/wiki/Q111414836,Radisson Hotel Santo Domingo,Radisson Hotel Santo Domingo,Dominican Republic,Santo Domingo,18.4778937,-69.9287341,https://www.radisson.com/santo-domingo-hotel-do-10124/domsddr,+1 8095416226,Radisson,,,,,90,name=1.00; geo=29m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-radisson-hotel-santo-domingo-16771022,Radisson Hotel Santo Domingo,pending_review
recI41XdtXlVf7ziU,way/378375761,https://www.openstreetmap.org/way/378375761,Q111414834,https://www.wikidata.org/wiki/Q111414834,Holiday Inn,Holiday Inn Santo Domingo Hotel & Suites,Dominican Republic,Santo Domingo,18.4761553,-69.9367164,,,Holiday Inn,,,,,90,name=0.75; city; geo=31m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-holiday-inn-78375761,Holiday Inn,pending_review
recOXjmqe7LoDViXB,node/597456591,https://www.openstreetmap.org/node/597456591,Q111884828,https://www.wikidata.org/wiki/Q111884828,Hodelpa Novus Plaza,Novus Plaza Hodelpa,Dominican Republic,,18.4734399,-69.8854304,,,,,,,,90,name=1.00; geo=7m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hodelpa-novus-plaza-97456591,Hodelpa Novus Plaza,pending_review
recdqw8KZvJUN5GmA,node/2106184527,https://www.openstreetmap.org/node/2106184527,Q111414792,https://www.wikidata.org/wiki/Q111414792,Hard Rock Hotel & Casino Punta Cana - All inclusive,Hard Rock Hotel & Casino Punta Cana - All Inclusive,Dominican Republic,Punta Cana,18.7334438,-68.4826329,https://hotel.hardrock.com/punta-cana,+1 809 687 0000,Hard Rock Hotel,,,,https://en.wikipedia.org/wiki/Hard_Rock_Hotel_%26_Casino_Punta_Cana,90,name=1.00; geo=32m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hard-rock-hotel-casino-punta-cana-all-in-06184527,Hard Rock Hotel & Casino Punta Cana - All inclusive,pending_review
recfHusQljG15FsV1,way/406641455,https://www.openstreetmap.org/way/406641455,Q111884823,https://www.wikidata.org/wiki/Q111884823,Hotel Discovery,Hotel Discovery,Dominican Republic,,18.4708595,-69.8911746,,,,,,,,90,name=1.00; geo=15m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-discovery-06641455,Hotel Discovery,pending_review
recjQD9MFS7R9SU09,node/4207688396,https://www.openstreetmap.org/node/4207688396,Q112020335,https://www.wikidata.org/wiki/Q112020335,Hotel Century Plaza,Hotel Century Plaza,Dominican Republic,,19.4492018,-70.664905,,,,,,,,90,name=1.00; geo=57m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-century-plaza-07688396,Hotel Century Plaza,pending_review
rectR06KBE5R8cXnA,node/2099118549,https://www.openstreetmap.org/node/2099118549,Q112020320,https://www.wikidata.org/wiki/Q112020320,Hotel Coco Plaza,Hotel Coco Plaza,Dominican Republic,,19.3256103,-69.5449759,,,,,,,,90,name=1.00; geo=13m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-coco-plaza-99118549,Hotel Coco Plaza,pending_review
rectvfpDz0kmFkz7d,node/1739578195,https://www.openstreetmap.org/node/1739578195,Q112020283,https://www.wikidata.org/wiki/Q112020283,Hotel Las Caobas,Hotel Las Caobas,Dominican Republic,,19.2988932,-70.2668643,,,,,,,,90,name=1.00; geo=61m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-las-caobas-39578195,Hotel Las Caobas,pending_review
rec7nxjVwRIs2ZJUi,node/4660748808,https://www.openstreetmap.org/node/4660748808,Q111414798,https://www.wikidata.org/wiki/Q111414798,Grand Bahia Principe Aquamarine,Bahia Principe Grand Aquamarine,Dominican Republic,,18.7253891,-68.4640801,,,,,,,,90,name=1.00; geo=42m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-grand-bahia-principe-aquamarine-60748808,Grand Bahia Principe Aquamarine,pending_review
rec97EXVhGHl5cgm2,node/5435064148,https://www.openstreetmap.org/node/5435064148,Q112020299,https://www.wikidata.org/wiki/Q112020299,Hotel La Saladilla Beach Club,Hotel La Saladilla Beach Club,Dominican Republic,,18.1804281,-71.0721606,http://www.hotellasaladilla.com/,,,,,,,90,name=1.00; geo=65m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-la-saladilla-beach-club-35064148,Hotel La Saladilla Beach Club,pending_review
rec9XLQ4Gzfw2W1EG,node/2020735712,https://www.openstreetmap.org/node/2020735712,Q111884764,https://www.wikidata.org/wiki/Q111884764,Hotel Gran Jimenoa,Hotel Gran Jimenoa,Dominican Republic,,19.1407155,-70.6310367,,,,,,,,90,name=1.00; geo=40m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-gran-jimenoa-20735712,Hotel Gran Jimenoa,pending_review
