lane,intake_class,intake_notes,route,validation_pass,source_record_id,hpc_recommended_action,hpc_matched_record_id,Property Name,Canonical Property Name,Property Identity Key,Current Brand,Brand Family,Affiliation Status,Independent Hotel Flag,Country,City,State / Region,Official Property URL,Source URL,Family / Source Family,Source Type,Source Confidence,Identity Confidence,VIC Freeze Hash,Production Use Status,Enrichment Status,Enrichment Priority,Human Review Required,Data Eligible,Brand-Unassigned Reason,Latitude,Longitude,Phone
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/2106184527,likely_new_candidate,recXh4NgF8sDbi9cQ,Hard Rock Hotel & Casino Punta Cana - All inclusive,Hard Rock Hotel & Casino Punta Cana - All inclusive,osm_do_node_2106184527,Hard Rock Hotels,Hard Rock Hotels,Branded,false,Dominican Republic,Punta Cana,Unknown,https://hotel.hardrock.com/punta-cana,https://www.openstreetmap.org/node/2106184527,Hard Rock Hotels,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.7334438,-68.4826329,+1 809 687 0000
known_brand_census_intake,active_or_soft_brand_census_plus_autopilot,Eligible for Active Brand Autopilot coverage after Census insert (if brand is Active/Live).,route_branded_official_domain,true,node/2172701438,likely_new_candidate,recazCEnMYzUaPGvy,Casa Bonita,Casa Bonita,osm_do_node_2172701438,SLH,SLH,Branded,false,Dominican Republic,Unknown,Unknown,https://www.slh.com/,https://www.openstreetmap.org/node/2172701438,SLH,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,,18.0800789,-71.0929989,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/2262714721,likely_new_candidate,recrpcMu4sx4vSkmS,Dreams Royal Beach Punta Cana,Dreams Royal Beach Punta Cana,osm_do_node_2262714721,Dreams (Hyatt Inclusive Collection),Dreams (Hyatt Inclusive Collection),Soft-Branded / Collection,false,Dominican Republic,Punta Cana,Unknown,https://www.dreamsresorts.com/en/resorts-hotels/dreams/,https://www.openstreetmap.org/node/2262714721,Dreams (Hyatt Inclusive Collection),official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.6785547,-68.41471,+1 809 221 46 46
known_brand_census_intake,active_or_soft_brand_census_plus_autopilot,Eligible for Active Brand Autopilot coverage after Census insert (if brand is Active/Live).,route_branded_active_setup,true,node/2613949124,needs_research,rec8qJankNUMwUwUB,Four Points by Sheraton,Four Points by Sheraton,osm_do_node_2613949124,Four Points by Sheraton,Four Points by Sheraton,Branded,false,Dominican Republic,Punta Cana,Unknown,,https://www.openstreetmap.org/node/2613949124,Four Points by Sheraton,other,Medium,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,,18.5591959,-68.3729673,+18099592222
known_brand_census_intake,active_or_soft_brand_census_plus_autopilot,Eligible for Active Brand Autopilot coverage after Census insert (if brand is Active/Live).,route_branded_active_setup,true,node/2778735252,needs_research,rec8qJankNUMwUwUB,Sheraton,Sheraton,osm_do_node_2778735252,Sheraton,Sheraton,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/2778735252,Sheraton,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,,18.463431,-69.8979402,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/2866813906,likely_new_candidate,recrpcMu4sx4vSkmS,Sensimar Punta Cana Villas & Suites,Sensimar Punta Cana Villas & Suites,osm_do_node_2866813906,RIU,RIU,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/2866813906,RIU,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.7193615,-68.453179,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/2998189889,likely_new_candidate,recUOyzOXn2Zdp98I,Hotel Occidental Allegro Playa Dorada,Hotel Occidental Allegro Playa Dorada,osm_do_node_2998189889,Occidental,Occidental,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/2998189889,Occidental,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,19.7693703,-70.6452375,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/2998191668,likely_new_candidate,recbNEFGExXxaLftD,Barceló Puerto Plata,Barceló Puerto Plata,osm_do_node_2998191668,Barceló,Barceló,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/2998191668,Barceló,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,19.7715218,-70.6412773,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/3015649822,likely_new_candidate,rec2vPnXJrkRLOAoB,Occidental Caribe (former Barcelo Punta Cana),Occidental Caribe (former Barcelo Punta Cana),osm_do_node_3015649822,Barceló,Barceló,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/3015649822,Barceló,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.7340742,-68.4720325,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/3145204521,likely_new_candidate,reczINcOAL4nPdklO,Occidental Caribe (former Barcelo Punta Cana),Occidental Caribe (former Barcelo Punta Cana),osm_do_node_3145204521,Barceló,Barceló,Branded,false,Dominican Republic,Bavaro,Unknown,,https://www.openstreetmap.org/node/3145204521,Barceló,other,Medium,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.7335332,-68.4722336,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/3145252104,likely_new_candidate,recrpcMu4sx4vSkmS,Grand Bahia Principe Punta Cana,Grand Bahia Principe Punta Cana,osm_do_node_3145252104,Bahía Príncipe,Bahía Príncipe,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/3145252104,Bahía Príncipe,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.7211395,-68.4648253,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/3145261362,likely_new_candidate,recrpcMu4sx4vSkmS,Riu Palace Punta Cana,Riu Palace Punta Cana,osm_do_node_3145261362,RIU,RIU,Branded,false,Dominican Republic,Punta Cana,Unknown,,https://www.openstreetmap.org/node/3145261362,RIU,other,Medium,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.7225799,-68.4595414,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/3154070396,likely_new_candidate,recrpcMu4sx4vSkmS,Excellence Punta Cana,Excellence Punta Cana,osm_do_node_3154070396,Excellence Resorts,Excellence Resorts,Branded,false,Dominican Republic,Punta Cana,Unknown,https://www.excellenceresorts.com/resorts/excellence-punta-cana/destination/,https://www.openstreetmap.org/node/3154070396,Excellence Resorts,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.8271737,-68.6015537,18096859880
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/3161538019,likely_new_candidate,recyP6DQ1R6mhBse5,Real Intercontinental,Real Intercontinental,osm_do_node_3161538019,InterContinental,InterContinental,Branded,false,Dominican Republic,"Santo Domingo , Rep Dominicana",Unknown,,https://www.openstreetmap.org/node/3161538019,InterContinental,other,Medium,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.4683192,-69.9389109,
known_brand_census_intake,active_or_soft_brand_census_plus_autopilot,Eligible for Active Brand Autopilot coverage after Census insert (if brand is Active/Live).,route_branded_active_setup,true,node/3216771022,needs_research,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Radisson Hotel Santo Domingo,osm_do_node_3216771022,Radisson by Choice,Radisson by Choice,Branded,false,Dominican Republic,Santo Domingo,Unknown,https://www.radisson.com/santo-domingo-hotel-do-10124/domsddr,https://www.openstreetmap.org/node/3216771022,Radisson by Choice,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,,18.4778937,-69.9287341,+1 8095416226
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/3287789561,likely_new_candidate,recmAzTMc9asgvt8i,Breathless Resort,Breathless Resort,osm_do_node_3287789561,Breathless (Hyatt Inclusive Collection),Breathless (Hyatt Inclusive Collection),Soft-Branded / Collection,false,Dominican Republic,Playas,Unknown,,https://www.openstreetmap.org/node/3287789561,Breathless (Hyatt Inclusive Collection),other,Medium,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.8094016,-68.5795966,+1 809-551-0000
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/3501119758,likely_new_candidate,recbBAqjVS3XOljPA,Viva Dominicus Palace by Wyndham,Viva Dominicus Palace by Wyndham,osm_do_node_3501119758,Wyndham,Wyndham,Branded,false,Dominican Republic,Unknown,Unknown,https://vivaresortsbywyndham.com/viva-dominicus-palace/,https://www.openstreetmap.org/node/3501119758,Wyndham,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.3468544,-68.826165,
known_brand_census_intake,active_or_soft_brand_census_plus_autopilot,Eligible for Active Brand Autopilot coverage after Census insert (if brand is Active/Live).,route_branded_active_setup,true,node/3681551947,needs_research,recmK3BC9UpJCf28v,Embassy Suites by Hilton,Embassy Suites by Hilton,osm_do_node_3681551947,Hilton Hotels & Resorts,Hilton Hotels & Resorts,Branded,false,Dominican Republic,Santo Domingo,Unknown,,https://www.openstreetmap.org/node/3681551947,Hilton Hotels & Resorts,other,Medium,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,,18.4756481,-69.9272198,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/3831572259,likely_new_candidate,rec01MDiDGhOUizYu,Chaykovsky Boutique h,Chaykovsky Boutique h,osm_do_node_3831572259,Chaykovsky Boutique h,Chaykovsky Boutique h,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/3831572259,Chaykovsky Boutique h,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,false,,19.3195011,-69.4516915,+1(8097788075
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/4023347101,likely_new_candidate,recaDASYRUNGyBHAC,Excellence El Carmen,Excellence El Carmen,osm_do_node_4023347101,Excellence Resorts,Excellence Resorts,Branded,false,Dominican Republic,Punta Cana,Unknown,https://www.excellenceresorts.com/resorts/excellence-el-carmen/,https://www.openstreetmap.org/node/4023347101,Excellence Resorts,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.8119463,-68.5871317,18096855980
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/4037102403,likely_new_candidate,rec01MDiDGhOUizYu,Kasablanka,Kasablanka,osm_do_node_4037102403,LAS AHU ENAS,LAS AHU ENAS,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/4037102403,LAS AHU ENAS,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,false,,18.0207065,-71.1406666,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/4214864111,likely_new_candidate,recc4Q3BZldMeMtlA,Las Galeras Village,Las Galeras Village,osm_do_node_4214864111,Sergio Boschetti,Sergio Boschetti,Brand-Unconfirmed,false,Dominican Republic,Las Galeras,Unknown,https://www.lasgalerasvillage.com/,https://www.openstreetmap.org/node/4214864111,Sergio Boschetti,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,19.2795593,-69.2098194,+1-829-944-8499
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/4268870091,likely_new_candidate,rec01MDiDGhOUizYu,Melia Caribe Tropical,Melia Caribe Tropical,osm_do_node_4268870091,Meliá,Meliá,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/4268870091,Meliá,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.6735715,-68.4072849,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/4419741355,likely_new_candidate,rec01MDiDGhOUizYu,Villa Ibiscus,Villa Ibiscus,osm_do_node_4419741355,ibis,ibis,Branded,false,Dominican Republic,Unknown,Unknown,https://www.cariway.com/,https://www.openstreetmap.org/node/4419741355,ibis,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,19.2951636,-69.2035488,+ 1 809 9621246
