sourceRecordId,rawHotelName,rawCity,rawCountry,rawLatitude,rawLongitude,qualityTier,qualityScore,importBatchId
node/1624654765,ARTHUR'S BY THE SEA,Crown Point,Trinidad and Tobago,11.1572131,-60.8365665,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1624654767,KIA'S ACROSS FROM THE BEACH,,Trinidad and Tobago,11.1566552,-60.837178,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1624654769,Scarborough House,,Trinidad and Tobago,11.1592657,-60.8326933,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1624654778,H CEAS VILLA,,Trinidad and Tobago,11.161213,-60.8352039,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1624654782,Sealey's House,,Trinidad and Tobago,11.159013,-60.8327255,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1647959295,Asa Wright Nature Centre,,Trinidad and Tobago,10.7176575,-61.2985437,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1751616584,Villa Alena,Bon Accord,Trinidad and Tobago,11.1599912,-60.8271502,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1783034355,The Sea Horse Inn,,Trinidad and Tobago,11.2034745,-60.7850115,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1797586570,Blue Waters Inn,,Trinidad and Tobago,11.307026,-60.529301,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1813056478,Coral Cove,,Trinidad and Tobago,10.6814231,-61.6319516,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1845402596,Valencia Eco Tourism Resort,Cumaca,Trinidad and Tobago,10.6576561,-61.1780855,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/1862255693,Normandie Hotel,Saint Ann's,TT,10.6765649,-61.510899,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/2330129263,We-Treat Lodge,,Trinidad and Tobago,10.6816706,-61.3653964,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/2385867690,The Villa at Stone Haven,Black Rock,Trinidad and Tobago,11.200498,-60.785634,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/2391060364,J'Ouvert Villas,,Trinidad and Tobago,11.1808207,-60.7964756,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/2391060367,Flo Glo Manor,Carnbee,Trinidad and Tobago,11.1746371,-60.7863154,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/2392075303,Rovanel’s Resort,,Trinidad and Tobago,11.151951,-60.819651,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/2392113954,Plantation Beach Villas,,Trinidad and Tobago,11.2011807,-60.7866839,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/2393304072,Kariwak Village,Crown Point,Trinidad and Tobago,11.1529642,-60.8367768,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/2403728264,Southwestern Courts,,Trinidad and Tobago,10.1743031,-61.6854,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/2627975737,Sturmhõffel,,Trinidad and Tobago,11.1938657,-60.7946323,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4102345053,Coral Place Buccoo,,Trinidad and Tobago,11.1810068,-60.802602,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4221745089,big yard,,Trinidad and Tobago,10.6841963,-61.5781867,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4254327214,Rock city,,Trinidad and Tobago,10.5639376,-61.3199903,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4266645668,Blanche Apartments,,Trinidad and Tobago,10.6482626,-61.4613398,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4277607289,First Capital Apartments,,Trinidad and Tobago,10.6547909,-61.4162239,high,95,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4281073789,lake view,,Trinidad and Tobago,10.1693909,-61.4419274,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4291195989,Pinky's Guest House,,Trinidad and Tobago,11.1601465,-60.8095636,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4292937089,Travel Suites Ltd,,Trinidad and Tobago,10.6644649,-61.5182292,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4293898792,Ms Dawn guest house,,Trinidad and Tobago,11.191225,-60.770411,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4312032289,HRM Mayaro facility,,Trinidad and Tobago,10.3033118,-60.9975687,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4314055896,buccoo,,Trinidad and Tobago,11.1829977,-60.7367404,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4360834789,Stalion,,Trinidad and Tobago,10.6054106,-61.2920697,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4386487391,Royal Hotel,,Trinidad and Tobago,10.2807146,-61.4532507,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4387048339,The Chancellor,PORT OF SPAIN,Trinidad and Tobago,10.6771826,-61.5106058,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4427237490,VIP guest house,,Trinidad and Tobago,11.152332,-60.825651,medium,65,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4473187209,Trimms Guest House,,Trinidad and Tobago,11.1539766,-60.8357053,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4476158694,Regent Star,,Trinidad and Tobago,10.6047112,-61.3455669,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4534091191,Cocrico Inn,,Trinidad and Tobago,11.2223102,-60.7785028,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4595529397,Transit Inn,,Trinidad and Tobago,11.1682213,-60.7812575,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4630793889,Dimple's apartment,,Trinidad and Tobago,11.155442,-60.8284777,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4694234594,By The Hour Hotel,,Trinidad and Tobago,10.429906,-61.4542619,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4703402490,oasis resort,,Trinidad and Tobago,11.1569161,-60.8375654,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4740232692,Vs Plaza Hotel,San Fernando,TT,10.2607901,-61.4569758,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4788226027,Caribbean Villas,,Trinidad and Tobago,10.6568228,-61.4530561,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4790348822,Halyconia Inn,,Trinidad and Tobago,10.676003,-61.5044375,high,95,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4796530722,HARRIS GUEST HOUSE,,Trinidad and Tobago,11.1619377,-60.8063271,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4810100124,Chic Boutique Hotel and Conference Center,,Trinidad and Tobago,11.1593359,-60.82823,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4830481630,Halyconia Inn,,Trinidad and Tobago,10.6759879,-61.5044342,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4892632747,Cheers,,Trinidad and Tobago,10.6142186,-61.3987261,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4896032722,Liam's guest House,,Trinidad and Tobago,10.6630943,-61.5285094,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/4906457122,Amanencer Retreat & Spa,,Trinidad and Tobago,10.7069847,-61.3220984,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5064749921,Ramsey Street,,Trinidad and Tobago,10.6410514,-61.4070259,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5088843432,Castara Retreats,,Trinidad and Tobago,11.2779669,-60.6960221,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5105013523,Scotts Apartments,,Trinidad and Tobago,11.1644026,-60.787673,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5204612654,Caribbean Tourist Villa,,Trinidad and Tobago,10.6577455,-61.5190236,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5324568721,Golden Thistle,,Trinidad and Tobago,11.1525555,-60.8363088,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5351746554,The Big Fish,,Trinidad and Tobago,11.3216928,-60.5495719,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5353495488,Banana Boat,,Trinidad and Tobago,11.319049,-60.5529958,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5355408467,Belle Aire Inn,,Trinidad and Tobago,11.3247963,-60.5478264,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5367089521,Carolina Point Resort,,Trinidad and Tobago,11.1592833,-60.8372127,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5388445521,Maracas house to rent,,Trinidad and Tobago,10.7595632,-61.4613903,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5396931821,Hamburg Hollows,,Trinidad and Tobago,10.8270701,-60.9321219,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5396932121,Blue Horizons Resort,,Trinidad and Tobago,11.1809253,-60.7936158,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5399574022,M's Guest House,,Trinidad and Tobago,11.2108517,-60.7062395,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5405825131,Hill Top Cottage,,Trinidad and Tobago,11.3259329,-60.5481066,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5412609294,The Beach House,,Trinidad and Tobago,11.2820023,-60.6956748,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5493812462,S Boodoosingh Shelter for CON MEN,,Trinidad and Tobago,10.1846815,-61.4498431,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/5522587322,Redman's Guesthouse,,Trinidad and Tobago,11.1544459,-60.8353477,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6050883387,Playa del este,,Trinidad and Tobago,10.7039341,-61.0276121,medium,65,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6050883388,Salybia nature resort & spa,,Trinidad and Tobago,10.7046595,-61.0265722,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6050883389,Thomas,,Trinidad and Tobago,10.8384273,-60.931613,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6323385070,Tony's Offgrid Cabin Getaway,,Trinidad and Tobago,11.3338572,-60.5313133,medium,65,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6343408785,Dream Catcher apt and BnB,,Trinidad and Tobago,11.2148281,-60.7738639,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6343408885,Big Blue House,,Trinidad and Tobago,11.2139237,-60.7733078,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6371292186,Casa German currela,,Trinidad and Tobago,10.2835617,-61.4628723,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6426566785,Sandra's Summer Resort,,Trinidad and Tobago,11.1604185,-60.8355251,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6498776785,Grand View Guesthouse,,Trinidad and Tobago,11.2882865,-60.5300765,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/6849515985,Woodbrook on the Avenue,,Trinidad and Tobago,10.6588676,-61.520732,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7083402185,Villa Nirvana,,Trinidad and Tobago,11.1971046,-60.787519,high,90,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7144156385,Villa Nirvana,,Trinidad and Tobago,11.1971204,-60.7875829,high,90,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7305822985,Double Palm Inn,,Trinidad and Tobago,10.6300457,-61.2756581,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7808293287,North West Maritime Limited,,Trinidad and Tobago,10.6816225,-61.6334849,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7816278577,Shammah's Bed & Breakfast,,Trinidad and Tobago,10.695972,-61.5769873,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7824334946,Paradise47 Beach House Mayaro,Mayaro,Trinidad and Tobago,10.2851963,-61.0037262,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7824592876,The Sweet Life Mayaro,Mayaro,Trinidad and Tobago,10.2857911,-60.9999339,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7824625629,Ballah's Beach House,Mayaro,Trinidad and Tobago,10.287712,-60.9990239,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7824688352,Cozy Gem Beachhouse,Mayaro,Trinidad and Tobago,10.2803203,-61.0024982,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7831178341,Hotel Coconut Inn Ltd.,,Trinidad and Tobago,11.1552983,-60.8182672,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7835414010,D'Lime Inn,,Trinidad and Tobago,10.6946967,-61.5546688,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/7905720185,Double Palms,,Trinidad and Tobago,10.1681884,-61.4430451,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/8288016918,The Country House,,Trinidad and Tobago,10.5421821,-61.1538726,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/8785571117,Secret Garden Guest House,,Trinidad and Tobago,10.5237263,-61.4219763,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/8825126422,Kennys cove,,Trinidad and Tobago,10.1680671,-61.6893305,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/9866977517,Estudio 27 Inn,,Trinidad and Tobago,10.5685546,-61.343157,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/11071557709,St Michael's Cottage,,Trinidad and Tobago,11.1582838,-60.8333417,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/11522237769,Rumagin Villa,,Trinidad and Tobago,11.198308,-60.7889766,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/12605520101,Culture Crossroads Inn,,Trinidad and Tobago,10.6743466,-61.5299408,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
node/13020105307,Tony's Guest House,,Trinidad and Tobago,10.7074179,-61.5490824,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/100855131,Hilton Trinidad & Conference Centre,Port of Spain,TT,10.6718684,-61.5091479,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/100855893,Hyatt Regency Trinidad,PORT OF SPAIN,Trinidad and Tobago,10.6505844,-61.5165364,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/124947186,Cara Suites,Claxton Bay,Trinidad and Tobago,10.3424912,-61.4586388,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/135165604,Conrado Beach Resort,Pigeon Point,TT,11.1633797,-60.8400052,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/139320912,Courtyard,Port of Spain,TT,10.6597292,-61.5343873,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/150867851,Alicia's Palace,,Trinidad and Tobago,10.6872611,-61.5132929,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/168442238,Magdalena Grand Beach & Golf Resort,Lowlands,Trinidad and Tobago,11.1483492,-60.7747813,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/230757194,Enchanted Waters Tobago,,Trinidad and Tobago,11.1758022,-60.8014354,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/230757330,Tobago Island Suites & Casino Hotel,,Trinidad and Tobago,11.1812007,-60.8000964,medium,65,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/230757482,Grange Inn,,Trinidad and Tobago,11.1806546,-60.7996323,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/230757615,Marie's Cottages,,Trinidad and Tobago,11.1805533,-60.7985822,high,80,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/230759052,IV King's Guesthouse and Restaurant,Bethel,Trinidad and Tobago,11.1790989,-60.7883013,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231253333,Coco Reef Resort & Spa,Crown Point,Trinidad and Tobago,11.1570525,-60.8388014,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231468249,Sandy Point Beach Club,Crown Point,Trinidad and Tobago,11.151966,-60.8446804,high,90,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231469423,James Holiday Resort & Car Rental Service,Crown Point,Trinidad and Tobago,11.1521174,-60.8434704,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231470030,Tropikist Beach Hotel & Resort,Crown Point,Trinidad and Tobago,11.1529749,-60.8440321,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231483049,Mike's Holiday Resort,Crown Point,Trinidad and Tobago,11.1536081,-60.8395559,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231483051,Tropical Treasures,Crown Point,Trinidad and Tobago,11.1534028,-60.8429019,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231483054,Jetway Holiday Resort,Crown Point,Trinidad and Tobago,11.1531861,-60.8389782,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231610384,Rainbow Resort,Crown Point,Trinidad and Tobago,11.1589474,-60.8349026,high,90,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231610386,Villa Bellefleur,Crown Point,Trinidad and Tobago,11.1599992,-60.8356538,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231610389,Surfside Holiday Apartments,Crown Point,Trinidad and Tobago,11.1590198,-60.836083,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231610390,Candles in the Wind,Crown Point,Trinidad and Tobago,11.1593806,-60.8357725,high,90,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231614847,Restorations Tobago,,Trinidad and Tobago,11.1596479,-60.8345641,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/231614850,H CEAS VILLA,,Trinidad and Tobago,11.1612277,-60.8352857,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/235421556,The BRIX,Port of Spain,TT,10.672956,-61.5088236,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/235421557,Cascadia Hotel,Saint Ann's,TT,10.6847692,-61.4984087,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/235421558,Cascadia Hotel,Saint Ann's,TT,10.6846875,-61.4986385,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/235421559,Cascadia Hotel,Saint Ann's,TT,10.6849725,-61.4984825,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/237394403,Holiday Inn Express & Suites,Piarco,Trinidad and Tobago,10.6184086,-61.3498624,high,85,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/265935047,Castara Bliss,CASTARA,Trinidad and Tobago,11.2791355,-60.6942156,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/349663218,Maracas Bay Hotel,MARACAS BAY,Trinidad and Tobago,10.7605679,-61.4431256,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/381160123,Airport Inn,Piarco,Trinidad and Tobago,10.6110636,-61.3483552,high,90,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/381863818,Miller's Guesthouse,,Trinidad and Tobago,11.1815063,-60.808168,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/386559350,Sun Spree Resort,,Trinidad and Tobago,11.1535935,-60.8318773,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/386559351,Sandy's Guest House,,Trinidad and Tobago,11.1535127,-60.8328898,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/386561182,Jimmy's Holiday Resort,,Trinidad and Tobago,11.1578419,-60.8367445,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/386566922,Crown Point Beach Hotel,,Trinidad and Tobago,11.1542561,-60.8415133,medium,60,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/386701357,Monique's Guest House,Maraval,Trinidad and Tobago,10.6965279,-61.515586,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/386701361,Chaconia Hotel,Maraval,Trinidad and Tobago,10.6958949,-61.5163404,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/387017013,Native Abode,,Trinidad and Tobago,11.1551393,-60.8249635,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/387030322,Douglas Apartments,Crown Point,Trinidad and Tobago,11.1580795,-60.8337798,high,100,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/387030806,Jeffrey's House,,Trinidad and Tobago,11.157483,-60.8360437,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/387030807,Stewarts Guest House,,Trinidad and Tobago,11.1577975,-60.8360061,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/387051135,SeaShells Vacation Villas,,Trinidad and Tobago,11.1606089,-60.8358522,high,70,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/387051720,Summerland Suites,,Trinidad and Tobago,11.1599232,-60.8279189,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/389807970,Ocean Spray Hotel,Carenage,Trinidad and Tobago,10.6850643,-61.5937903,high,75,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/389948606,Twilight Inn,,Trinidad and Tobago,11.157997,-60.7835135,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
way/389951989,The Pride of Allfields Resort,,Trinidad and Tobago,11.1637324,-60.7869174,medium,55,osm-trinidad-and-tobago-hotel-focused-choice-cala-2026-05-20
