identity_key,official_property_id,property_name,brand,parent_company,city,state_region,country,address,official_property_url,source_family,source_confidence,identity_confidence,classification,match_method,census_record_id
ind_hilton_mx_agugigi,AGUGIGI,Hilton Garden Inn Aguascalientes,Hilton Garden Inn,Hilton,Aguascalientes,AGU,Mexico,Blvd. Luis Donaldo Colosio 404,,Hilton,High,High,existing_exact_match,official_property_id,rec5afEO52m7Fco2Y
ind_hilton_mx_gdlapgi,GDLAPGI,Hilton Garden Inn Guadalajara Airport,Hilton Garden Inn,Hilton,Guadalajara,JAL,Mexico,Carr. Guadalajara Chapala Km 17.5,,Hilton,High,High,existing_exact_match,official_property_id,rec44wo1i6V5LLer8
ind_hilton_mx_mtygigi,MTYGIGI,Hilton Garden Inn Monterrey Obispado,Hilton Garden Inn,Hilton,Monterrey,NLE,Mexico,Avenida Constitucion 2050,,Hilton,High,High,existing_exact_match,official_property_id,recSUqn2KQ4dU5Ubl
ind_hilton_mx_mtyaigi,MTYAIGI,Hilton Garden Inn Monterrey Airport,Hilton Garden Inn,Hilton,Monterrey,NLE,Mexico,av. Miguel aleman Km 24,,Hilton,High,High,existing_exact_match,official_property_id,recrGQ14hIsU5fXLj
ind_hilton_mx_tgzgigi,TGZGIGI,Hilton Garden Inn Tuxtla Gutierrez,Hilton Garden Inn,Hilton,Tuxtla Gutierrez,CHP,Mexico,Boulevard Belisario Dominguez 1641,,Hilton,High,High,existing_exact_match,official_property_id,recWq1l6mB8ulFHMH
ind_hilton_mx_cuucmgi,CUUCMGI,Hilton Garden Inn Chihuahua,Hilton Garden Inn,Hilton,Chihuahua,CHH,Mexico,Av. de La Juventud 5915,,Hilton,High,High,existing_exact_match,official_property_id,recDUWhVwbn6BF1ge
ind_hilton_mx_cunrogi,CUNROGI,Hilton Garden Inn Cancun Airport,Hilton Garden Inn,Hilton,Cancun,ROO,Mexico,"Carr. Cancun-Chetumal KM. 22,",,Hilton,High,High,existing_exact_match,official_property_id,recZylIYekWe2kbTH
ind_hilton_mx_tijotgi,TIJOTGI,Hilton Garden Inn Tijuana Airport,Hilton Garden Inn,Hilton,Tijuana,BCN,Mexico,"Blvd Tijuana no. 17226 Col Norte,",,Hilton,High,High,existing_exact_match,official_property_id,recrWuTgMITKMtxU6
ind_hilton_mx_zihzigv,ZIHZIGV,Hilton Grand Vacations Club Zihuatanejo Mexico,Hilton Grand Vacations,Hilton,Zihuatanejo,GRO,Mexico,Carretera Escénica Playa La Ropa S N,,Hilton,High,High,existing_exact_match,official_property_id,rec7YMFm4juCjbp6y
ind_hilton_mx_sjdcagv,SJDCAGV,Hilton Vacation Club Cabo Azul Los Cabos,Hilton Grand Vacations,Hilton,San Jose del Cabo,BCS,Mexico,"Paseo Malecon SN, Lote 11 Fonatur",,Hilton,High,High,existing_exact_match,official_property_id,recJCvhrAOmDCFesW
ind_hilton_mx_sjdgvgv,SJDGVGV,Hilton Grand Vacations Club La Pacifica Los Cabos,Hilton Grand Vacations,Hilton,Los Cabos,BCS,Mexico,Carretera Transpeninsular Km 19.5,,Hilton,High,High,existing_exact_match,official_property_id,recmdLqdECwwAm8ZF
ind_hilton_mx_mexsahh,MEXSAHH,Hilton Mexico City Santa Fe,Hilton Hotels & Resorts,Hilton,Mexico City,DIF,Mexico,Antonio Dovali Jaime No. 70,,Hilton,High,High,existing_exact_match,official_property_id,rec0zU2ZRAUKqZ6cE
ind_hilton_mx_mexrfhh,MEXRFHH,Hilton Mexico City Reforma,Hilton Hotels & Resorts,Hilton,Mexico City,DIF,Mexico,Av. Juarez  70. Colonia Centro,,Hilton,High,High,existing_exact_match,official_property_id,recXRQC5vDqxN9INx
ind_hilton_mx_mexahhf,MEXAHHF,Hilton México City Airport,Hilton Hotels & Resorts,Hilton,Mexico City,,Mexico,"Capitan Carlos Leon SN International Mexico City Airport Term 1,Rm G,2nd Fl",,Hilton,High,High,existing_exact_match,official_property_id,recdn7A9xenbN5QCj
ind_hilton_mx_qrojshh,QROJSHH,Hilton Queretaro,Hilton Hotels & Resorts,Hilton,Queretaro,QUE,Mexico,Anillo Vial II Fray Junipero Serra,,Hilton,High,High,existing_exact_match,official_property_id,rec2iv5CMBLM2etaa
ind_hilton_mx_slphhhh,SLPHHHH,Hilton San Luis Potosi,Hilton Hotels & Resorts,Hilton,San Luis Potosi,SLP,Mexico,Avenida Real de Lomas No. 1000,,Hilton,High,High,existing_exact_match,official_property_id,rec6HAxrtlnFPjcq8
ind_hilton_mx_gdlgmhh,GDLGMHH,Hilton Guadalajara Midtown,Hilton Hotels & Resorts,Hilton,Guadalajara,JAL,Mexico,Av. Adolfo Lopez Mateos 2405  300,,Hilton,High,High,existing_exact_match,official_property_id,recF8YdqFwQU8dV3x
ind_hilton_mx_pvrpahh,PVRPAHH,Hilton Vallarta Riviera All-Inclusive Resort,Hilton Hotels & Resorts,Hilton,Puerto Vallarta,JAL,Mexico,Carr Barra de Navidad km4.5,,Hilton,High,High,existing_exact_match,official_property_id,recGR6ooM81OOyalh
ind_hilton_mx_mtyvohh,MTYVOHH,Hilton Monterrey Valle,Hilton Hotels & Resorts,Hilton,Monterrey,NLE,Mexico,"Ave. Fundadores No. 1000,",,Hilton,High,High,existing_exact_match,official_property_id,recZsHk6KWmYVTTZt
ind_hilton_mx_sjdlchh,SJDLCHH,Hilton Los Cabos Beach & Golf Resort,Hilton Hotels & Resorts,Hilton,Los Cabos,BCS,Mexico,Carretera Transpeninsular,,Hilton,High,High,existing_exact_match,official_property_id,recpy2x1uUtYCbtNT
ind_hilton_mx_cunhihh,CUNHIHH,Hilton Tulum Riviera Maya All-Inclusive Resort,Hilton Hotels & Resorts,Hilton,Tulum,ROO,Mexico,Carretera Cancun Tulum 307,,Hilton,High,High,existing_exact_match,official_property_id,recCAr8uQUImZrIDp
ind_hilton_mx_cunqrhh,CUNQRHH,"Hilton Cancun, an All-Inclusive Resort",Hilton Hotels & Resorts,Hilton,Cancun,ROO,Mexico,Carr Federal Libre 307 Cancun-Tulum,,Hilton,High,High,existing_exact_match,official_property_id,recbkMtpNWDTdCd1V
ind_hilton_mx_cunmchh,CUNMCHH,Hilton Cancun Mar Caribe All-Inclusive Resort,Hilton Hotels & Resorts,Hilton,Cancun,ROO,Mexico,"Kukulcan Km 17, Zona Hotelera",,Hilton,High,High,existing_exact_match,official_property_id,recIiCKNLxFJDL02K
ind_hilton_mx_qrohwhw,QROHWHW,Homewood Suites by Hilton Queretaro,Homewood Suites by Hilton,Hilton,Queretaro,QUE,Mexico,Gasa de Inc. a Carr. QRO-SLP  681,,Hilton,High,High,existing_exact_match,official_property_id,rec0kSLXMjjavq3cG
ind_hilton_mx_slwsmhw,SLWSMHW,Homewood Suites by Hilton Saltillo,Homewood Suites by Hilton,Hilton,Saltillo,COA,Mexico,Blvd. Venustiano Carranza 4100,,Hilton,High,High,existing_exact_match,official_property_id,reccxyVraKH33KpBd
ind_hilton_mx_mtymehw,MTYMEHW,Homewood Suites by Hilton Monterrey Apodaca,Homewood Suites by Hilton,Hilton,Apodaca,NLE,Mexico,"Av. del Telefono, No. 4498,",,Hilton,High,High,existing_exact_match,official_property_id,rec8sLVu4riGQiM0R
ind_hilton_mx_gdlchua,GDLCHUA,Motto by Hilton Guadalajara Centro Historico,Motto by Hilton,Hilton,Guadalajara,JAL,Mexico,"Pedro Moreno #156 Colonia Centro.  Guadalajara, Jalisco.",,Hilton,High,High,existing_exact_match,official_property_id,recAOcdRmpKmEKPD2
ind_hilton_mx_czmtuua,CZMTUUA,Motto by Hilton Tulum,Motto by Hilton,Hilton,Tulum,ROO,Mexico,Ave Coba Sur entre Calle S/N,,Hilton,High,High,existing_exact_match,official_property_id,rec7gVZpWfStyU9zR
ind_hilton_mx_mexpdlx,MEXPDLX,"Hacienda Pena Pobre, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Tlalpan,DIF,Mexico,Camino a Sta Teresa 480 2,,Hilton,High,High,existing_exact_match,official_property_id,recBvkvMZewtONyB2
ind_hilton_mx_mexlvlx,MEXLVLX,"La Valise Mexico City, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Mexico City,DIF,Mexico,Tonala 53,,Hilton,High,High,existing_exact_match,official_property_id,recbAIe2bnUwWAjmr
ind_hilton_mx_mexbhlx,MEXBHLX,"Brick Hotel, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Mexico City,DIF,Mexico,"Calle Orizaba 95, Roma Norte",,Hilton,High,High,existing_exact_match,official_property_id,recTzbWYmSpipGXjt
ind_hilton_mx_mexrhlx,MEXRHLX,"Roso Guest House, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Mexico City,DIF,Mexico,"Tabasco 79, Cuauhtemoc",,Hilton,High,High,existing_exact_match,official_property_id,recUanvpOQZBXVNNk
ind_hilton_mx_qrolvlx,QROLVLX,"La Valise San Miguel de Allende, an SLH Hotel",Small Luxury Hotels of the World,Hilton,San Miguel de Allende,GUA,Mexico,Jesus 17,,Hilton,High,High,existing_exact_match,official_property_id,rec9i1dsU1KdqN9Kj
ind_hilton_mx_oaxvmlx,OAXVMLX,"La Valise Mazunte, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Mazunte,OAX,Mexico,Reserva El Toron,,Hilton,High,High,existing_exact_match,official_property_id,recJ6ZaG52F5m8a3r
ind_hilton_mx_middmlx,MIDDMLX,"Decu Downtown, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Mérida,YUC,Mexico,Calle 56 No. 468,,Hilton,High,High,existing_exact_match,official_property_id,recilyM8vTTrd94aB
ind_hilton_mx_midddlx,MIDDDLX,"Diez Diez Collection, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Merida,YUC,Mexico,Calle 37 No 487,,Hilton,High,High,existing_exact_match,official_property_id,reczuuEr7dpPpy1je
ind_hilton_mx_sjdvclx,SJDVCLX,"La Valise Los Cabos, an SLH Hotel",Small Luxury Hotels of the World,Hilton,San Jose del Cabo,BCS,Mexico,Camino Costero 65 km,,Hilton,High,High,existing_exact_match,official_property_id,recZQY1XbMejpSDHf
ind_hilton_mx_laptslx,LAPTSLX,"Todos Santos Boutique Hotel, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Todos Santos,BCN,Mexico,Legaspy 33,,Hilton,High,High,existing_exact_match,official_property_id,recogsmJEcIhrnGVO
ind_hilton_mx_lapvslx,LAPVSLX,"Villa Santa Cruz, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Todos Santos,BCS,Mexico,Camino a la Playitas,,Hilton,High,High,existing_exact_match,official_property_id,recMmhI7VgyVUkQMd
ind_hilton_mx_cunlvlx,CUNLVLX,"La Valise Tulum, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Tulum,ROO,Mexico,Carr Tulum Boca Paila Km 8.7,,Hilton,High,High,existing_exact_match,official_property_id,recG7GEqswAepVQAo
ind_hilton_mx_cunlzlx,CUNLZLX,"La Zebra, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Tulum,ROO,Mexico,Carretera Tululm,,Hilton,High,High,existing_exact_match,official_property_id,recgxvDmi47qXWo1s
ind_hilton_mx_czmttlx,CZMTTLX,"TAGO Tulum, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Tulum,ROO,Mexico,Carretera Tulum Boca Paila Km 6,,Hilton,High,High,existing_exact_match,official_property_id,recb1ioSL6IhKXZSb
ind_hilton_mx_cunmalx,CUNMALX,"Mi Amor, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Tulum,ROO,Mexico,Carretera Tulum,,Hilton,High,High,existing_exact_match,official_property_id,recsnXHzjLQqaoxTe
ind_hilton_mx_cunmelx,CUNMELX,"Mezzanine, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Tulum,ROO,Mexico,Carretera Tulum Boca Paila,,Hilton,High,High,existing_exact_match,official_property_id,rec0IqAQQtjvBvstj
ind_hilton_mx_cunbelx,CUNBELX,"Bespoke Tulum, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Tulum,ROO,Mexico,"Tankah 3 M3 L 1 y 2, Ciudad Chemuyil",,Hilton,High,High,existing_exact_match,official_property_id,recyry5FiwPqHy7Ez
ind_hilton_mx_cunwhlx,CUNWHLX,"Wakax Hacienda - Cenote and Boutique Hotel, an SLH Hotel",Small Luxury Hotels of the World,Hilton,Tulum,ROO,Mexico,"Carr Cancun Tulum Km 239, Playa del Carmen",,Hilton,High,High,existing_exact_match,official_property_id,recFuJKGY1ouU3K0U
ind_hilton_mx_pbcmmup,PBCMMUP,"MM Grand Hotel Puebla, Tapestry Collection by Hilton",Tapestry Collection by Hilton,Hilton,Puebla,PUE,Mexico,Calle Boulevard Atlixco Numero 4303,,Hilton,High,High,existing_exact_match,official_property_id,recq1L0McPXA3WNKs
ind_hilton_mx_bjxupup,BJXUPUP,"Albor San Miguel de Allende, Tapestry Collection by Hilton",Tapestry Collection by Hilton,Hilton,San Miguel de Allende,GUA,Mexico,Camino 3 Cruces # 149,,Hilton,High,High,existing_exact_match,official_property_id,recv4H7O6ENbUMDhM
ind_hilton_mx_sjdtlup,SJDTLUP,"Tropicana Los Cabos, Tapestry Collection by Hilton",Tapestry Collection by Hilton,Hilton,San Jose del Cabo,BCS,Mexico,Blvd. Antonio Mijares 30,,Hilton,High,High,existing_exact_match,official_property_id,rec3MHAXsWlTUz2gY
ind_hilton_mx_lapitup,LAPITUP,"Perla La Paz, Tapestry Collection by Hilton",Tapestry Collection by Hilton,Hilton,La Paz,BCS,Mexico,Paseo Alvaro Obregon 1570,,Hilton,High,High,existing_exact_match,official_property_id,recZ6FQXTTC9uhxZn
ind_hilton_mx_czmpdup,CZMPDUP,"The Yucatan Playa del Carmen, Tapestry Collection by Hilton",Tapestry Collection by Hilton,Hilton,Playa del Carmen,ROO,Mexico,"Avenida 1 Norte, entre 30 y 32",,Hilton,High,High,existing_exact_match,official_property_id,recY9Cxxo1iAbJgOt
ind_hilton_mx_mexperu,MEXPERU,Tru by Hilton Mexico City Airport,Tru by Hilton,Hilton,Mexico City,,Mexico,Boulevard Puerto Aereo 75,,Hilton,High,High,existing_exact_match,official_property_id,recC32s7cUfGvM0pa
ind_hilton_mx_pbcagru,PBCAGRU,Tru by Hilton Puebla Angelopolis,Tru by Hilton,Hilton,Puebla,PUE,Mexico,Atlixcayotl 2528,,Hilton,High,High,existing_exact_match,official_property_id,receo6nPommsrPpLX
ind_hilton_mx_slpcvru,SLPCVRU,Tru by Hilton Ciudad Valles,Tru by Hilton,Hilton,Ciudad Valles,SLP,Mexico,Blvd. Mexico - Laredo 934,,Hilton,High,High,existing_exact_match,official_property_id,recGw9eK99HHFMCGK
ind_hilton_mx_slwruru,SLWRURU,Tru by Hilton Saltillo,Tru by Hilton,Hilton,Saltillo,COA,Mexico,Blvd. Venustiano Carranza 4100,,Hilton,High,High,existing_exact_match,official_property_id,recbxG5HBOFyKuGvk
ind_hilton_mx_mtymaru,MTYMARU,Tru by Hilton Monterrey Fundidora,Tru by Hilton,Hilton,Monterrey,NLE,Mexico,Madero 2427 Oriente,,Hilton,High,High,existing_exact_match,official_property_id,recYKhIgdDZJt0CYa
ind_hilton_mx_sjdwawa,SJDWAWA,Waldorf Astoria Los Cabos Pedregal,Waldorf Astoria,Hilton,Cabo San Lucas,BCS,Mexico,Camino del Mar 1,,Hilton,High,High,existing_exact_match,official_property_id,recp2MjyvuBsK007b
ind_hilton_mx_cunwawa,CUNWAWA,Waldorf Astoria Riviera Maya,Waldorf Astoria,Hilton,Cancun,ROO,Mexico,Carr Federal Libre 307 Cancun-Tulum,,Hilton,High,High,existing_exact_match,official_property_id,recr7JIdCtAd8UNVt
